VIN,VB1,C0,R0,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
522.0,886.0,1.0,3.0,512.0,11.0,102.0,23.0,156.0,21.0,528.0,66.0,267.0,25.0,5.376332e-05,56.50641,63244.55,25358040.0,68.5534,32.7549
776.0,855.0,1.0,6.0,989.0,11.0,989.0,49.0,355.0,58.0,225.0,33.0,759.0,17.0,2.53439e-05,55.76335,26117.46,12750420.0,69.1619,33.6478
934.0,921.0,6.0,3.0,316.0,77.0,672.0,34.0,737.0,71.0,390.0,11.0,963.0,64.0,6.436158e-06,15.76535,40642.28,238316.2,73.7277,14.6898
484.0,876.0,1.0,2.0,337.0,41.0,490.0,49.0,558.0,66.0,538.0,24.0,628.0,93.0,3.688316e-05,17.59635,1397391.0,8193759.0,63.8384,42.4496
823.0,381.0,5.0,1.0,519.0,82.0,247.0,66.0,191.0,73.0,611.0,40.0,802.0,3.0,0.0002383692,38.90842,370846.0,39459980.0,68.698,22.4252
709.0,677.0,2.0,1.0,946.0,92.0,830.0,23.0,185.0,42.0,197.0,37.0,544.0,54.0,0.0001357744,20.69305,1397391.0,16295760.0,107.973,31.8902
869.0,392.0,1.0,7.0,431.0,33.0,427.0,2.0,156.0,63.0,562.0,37.0,544.0,38.0,2.008459e-05,-6.093484,-10.0,-10.0,127.301,0.0
594.0,752.0,1.0,3.0,979.0,70.0,799.0,11.0,611.0,43.0,204.0,93.0,155.0,5.0,8.290233e-05,60.62332,40642.28,39459980.0,86.5183,43.3392
276.0,792.0,1.0,1.0,372.0,15.0,985.0,17.0,911.0,68.0,209.0,89.0,608.0,16.0,5.399273e-05,59.34411,40642.28,25358040.0,59.5732,21.9152
419.0,887.0,1.0,1.0,605.0,15.0,743.0,35.0,481.0,23.0,585.0,66.0,174.0,71.0,4.030659e-05,27.26091,370846.0,6729644.0,82.1098,41.9876
726.0,592.0,1.0,1.0,216.0,13.0,661.0,5.0,198.0,4.0,455.0,62.0,961.0,45.0,0.0002123194,34.90492,577079.0,30874990.0,93.8635,31.4483
421.0,966.0,1.0,2.0,396.0,60.0,405.0,68.0,604.0,37.0,535.0,48.0,103.0,38.0,1.478219e-05,49.45074,40642.28,10472090.0,64.7189,17.7457
522.0,826.0,1.0,1.0,943.0,31.0,475.0,42.0,625.0,59.0,388.0,82.0,999.0,84.0,0.0001224757,63.10891,40642.28,48044980.0,61.9463,26.8883
299.0,902.0,2.0,5.0,290.0,85.0,890.0,74.0,347.0,91.0,323.0,81.0,337.0,15.0,2.455048e-05,59.00649,16783.42,12750420.0,58.3496,17.0855
592.0,939.0,1.0,3.0,556.0,8.0,110.0,23.0,182.0,2.0,543.0,48.0,318.0,66.0,2.719498e-05,17.93165,370846.0,2174501.0,75.3022,30.5139
555.0,913.0,1.0,2.0,624.0,12.0,113.0,21.0,125.0,8.0,528.0,54.0,201.0,24.0,3.239275e-05,33.08838,370846.0,10472090.0,61.9717,16.908
670.0,737.0,1.0,2.0,879.0,63.0,788.0,10.0,610.0,37.0,439.0,87.0,218.0,4.0,6.71883e-05,63.74703,26117.46,30874990.0,64.2802,32.3093
726.0,747.0,2.0,1.0,201.0,16.0,610.0,12.0,221.0,42.0,323.0,74.0,690.0,24.0,7.122422e-05,32.0061,370846.0,16295760.0,85.6628,39.8705
754.0,860.0,1.0,6.0,996.0,5.0,966.0,50.0,345.0,51.0,225.0,33.0,749.0,14.0,2.004146e-05,55.44968,16783.42,10472090.0,68.1288,25.707
541.0,898.0,8.0,1.0,269.0,80.0,323.0,71.0,362.0,55.0,357.0,96.0,359.0,22.0,5.038842e-05,22.96335,238315.2,2779135.0,0.0,0.0
859.0,714.0,1.0,1.0,795.0,89.0,932.0,15.0,722.0,45.0,142.0,45.0,520.0,17.0,7.526746e-05,40.5615,238315.2,25358040.0,69.6044,62.0171
733.0,676.0,1.0,1.0,853.0,94.0,837.0,14.0,718.0,35.0,116.0,34.0,891.0,25.0,0.0001540005,60.17021,63244.55,61404200.0,70.9387,57.189
528.0,894.0,5.0,1.0,264.0,83.0,317.0,22.0,394.0,58.0,831.0,75.0,840.0,25.0,1.974134e-05,60.11862,4453.334,5265529.0,31.4668,3.19185
291.0,610.0,2.0,3.0,546.0,14.0,652.0,95.0,688.0,63.0,203.0,37.0,812.0,8.0,0.0007148223,0.8011232,5265528.0,2174501.0,69.9165,16.9195
481.0,719.0,6.0,1.0,641.0,66.0,261.0,20.0,204.0,93.0,765.0,92.0,799.0,90.0,0.0002226496,18.2429,1397391.0,8193759.0,127.966,22.2081
710.0,764.0,1.0,5.0,492.0,83.0,991.0,64.0,179.0,57.0,213.0,38.0,816.0,13.0,0.000126724,55.92159,238315.2,181038800.0,63.1382,20.294
718.0,897.0,1.0,1.0,901.0,88.0,827.0,26.0,636.0,15.0,544.0,84.0,937.0,75.0,2.468931e-05,65.94965,6930.448,10472090.0,62.1096,15.2893
692.0,901.0,1.0,1.0,903.0,91.0,712.0,24.0,734.0,18.0,517.0,83.0,971.0,75.0,2.26651e-05,65.41851,6930.448,10472090.0,59.4387,14.3707
703.0,847.0,2.0,1.0,901.0,86.0,882.0,28.0,708.0,12.0,564.0,82.0,969.0,81.0,6.457846e-05,44.99917,63244.55,10472090.0,77.1379,24.086
903.0,755.0,1.0,1.0,787.0,92.0,878.0,6.0,715.0,43.0,112.0,37.0,976.0,13.0,3.036157e-05,51.29637,40642.28,12750420.0,62.0618,18.9278
592.0,987.0,1.0,3.0,591.0,8.0,105.0,23.0,172.0,17.0,543.0,48.0,232.0,27.0,6.080211e-06,56.32939,6930.448,4324649.0,43.1291,8.3024
693.0,704.0,1.0,1.0,411.0,78.0,601.0,9.0,212.0,32.0,346.0,74.0,969.0,16.0,9.032836e-05,58.58906,98416.24,48044980.0,59.9346,19.3098
320.0,839.0,1.0,2.0,273.0,17.0,447.0,51.0,584.0,42.0,726.0,82.0,519.0,50.0,0.0001221657,61.66855,63244.55,61404200.0,63.6774,23.5244
654.0,737.0,1.0,2.0,936.0,64.0,834.0,10.0,620.0,38.0,339.0,87.0,217.0,4.0,6.747481e-05,63.21249,26117.46,30874990.0,67.2245,40.6988
655.0,827.0,1.0,2.0,902.0,70.0,788.0,7.0,598.0,29.0,439.0,88.0,165.0,5.0,2.342521e-05,54.98198,26117.46,10472090.0,67.8056,22.0356
393.0,854.0,4.0,3.0,509.0,88.0,858.0,64.0,590.0,68.0,281.0,50.0,920.0,38.0,5.622511e-05,62.36675,10785.12,12750420.0,87.4246,40.6772
687.0,901.0,1.0,1.0,899.0,91.0,822.0,25.0,647.0,18.0,519.0,71.0,892.0,79.0,2.307079e-05,58.05564,16783.42,8193759.0,64.1368,16.0631
754.0,275.0,1.0,1.0,979.0,8.0,947.0,57.0,154.0,74.0,610.0,42.0,796.0,1.0,3.563132e-05,25.77611,898000.8,12750420.0,64.9285,16.0658
336.0,391.0,3.0,1.0,812.0,14.0,778.0,96.0,969.0,41.0,867.0,12.0,352.0,2.0,0.0006295375,46.01195,238315.2,39459980.0,60.8044,13.689
705.0,716.0,1.0,1.0,795.0,88.0,898.0,13.0,711.0,27.0,141.0,35.0,601.0,14.0,0.0001015668,63.64178,40642.28,48044980.0,64.6422,54.4715
783.0,334.0,1.0,7.0,688.0,49.0,718.0,35.0,878.0,24.0,872.0,88.0,856.0,81.0,0.0003608263,27.04427,1397391.0,48044980.0,15.6243,3.30767
210.0,886.0,1.0,1.0,946.0,63.0,684.0,15.0,603.0,41.0,243.0,75.0,218.0,15.0,2.030485e-05,55.05625,16783.42,8193759.0,65.7711,17.4178
864.0,743.0,1.0,1.0,787.0,84.0,932.0,21.0,637.0,27.0,101.0,36.0,984.0,26.0,8.085857e-05,61.47055,40642.28,30874990.0,65.0854,26.0239
516.0,782.0,2.0,1.0,613.0,83.0,317.0,25.0,414.0,66.0,804.0,85.0,807.0,22.0,0.000130916,65.39661,40642.28,48044980.0,35.0446,7.88518
492.0,923.0,1.0,2.0,951.0,30.0,668.0,34.0,482.0,57.0,338.0,74.0,997.0,97.0,1.734247e-05,51.46215,26117.46,8193759.0,64.8283,17.3763
721.0,743.0,2.0,1.0,439.0,76.0,648.0,4.0,239.0,5.0,288.0,29.0,957.0,32.0,5.849594e-05,37.60474,98416.24,8193759.0,86.6212,47.8317
720.0,760.0,1.0,1.0,434.0,76.0,758.0,13.0,272.0,4.0,725.0,89.0,957.0,31.0,8.866253e-05,23.25398,898000.8,8193759.0,61.5919,20.1456
775.0,310.0,7.0,4.0,405.0,78.0,625.0,88.0,375.0,82.0,459.0,57.0,376.0,60.0,0.0004744146,15.33704,1397391.0,30874990.0,50.1439,-504.49
647.0,836.0,2.0,2.0,901.0,78.0,823.0,20.0,713.0,18.0,525.0,83.0,971.0,82.0,6.813892e-05,60.80215,10785.12,10472090.0,87.841,47.0623
527.0,925.0,1.0,3.0,605.0,15.0,122.0,23.0,156.0,22.0,522.0,50.0,241.0,27.0,2.239905e-05,54.21023,40642.28,12750420.0,58.2386,17.3128
250.0,810.0,1.0,2.0,915.0,67.0,580.0,16.0,602.0,88.0,179.0,91.0,113.0,6.0,6.168828e-05,55.66829,63244.55,30874990.0,70.6254,46.3448
470.0,857.0,4.0,2.0,507.0,82.0,804.0,64.0,617.0,71.0,373.0,49.0,818.0,38.0,5.591541e-05,63.64036,10785.12,12750420.0,71.5874,21.4295
332.0,812.0,1.0,1.0,362.0,11.0,947.0,18.0,892.0,75.0,148.0,93.0,610.0,32.0,6.377676e-05,56.84247,40642.28,19841090.0,69.084,39.2213
570.0,780.0,1.0,1.0,899.0,66.0,663.0,9.0,610.0,38.0,204.0,87.0,217.0,19.0,9.724537e-05,47.02305,153147.4,25358040.0,79.8232,56.8254
357.0,513.0,2.0,3.0,656.0,18.0,115.0,25.0,153.0,63.0,539.0,89.0,563.0,51.0,0.001012406,17.55393,5265528.0,231377800.0,19.4481,10.911
227.0,467.0,5.0,1.0,197.0,18.0,734.0,50.0,940.0,81.0,110.0,38.0,866.0,30.0,0.001258188,18.11206,3383769.0,30874990.0,99.469,25.4039
531.0,900.0,1.0,1.0,494.0,16.0,133.0,33.0,485.0,19.0,529.0,65.0,218.0,26.0,5.128337e-05,26.73124,577079.0,10472090.0,44.3189,9.81319
268.0,861.0,1.0,1.0,384.0,14.0,912.0,15.0,884.0,69.0,171.0,88.0,663.0,23.0,2.199803e-05,58.06898,16783.42,10472090.0,60.6628,18.2908
551.0,716.0,6.0,1.0,632.0,78.0,845.0,22.0,357.0,93.0,307.0,90.0,845.0,23.0,0.0001239386,42.04257,98416.24,12750420.0,93.991,42.4473
332.0,808.0,1.0,1.0,619.0,16.0,949.0,16.0,876.0,77.0,386.0,93.0,743.0,27.0,4.833601e-05,52.09078,63244.55,16295760.0,62.745,25.6768
701.0,951.0,1.0,4.0,202.0,14.0,875.0,61.0,577.0,39.0,551.0,51.0,102.0,44.0,1.24731e-05,35.84078,98416.24,5265529.0,80.8894,41.6136
417.0,711.0,1.0,1.0,212.0,14.0,914.0,24.0,147.0,15.0,409.0,30.0,958.0,25.0,0.0001276145,34.86891,1397391.0,61404200.0,69.7855,36.942
886.0,734.0,1.0,1.0,702.0,91.0,744.0,21.0,652.0,34.0,173.0,34.0,881.0,25.0,6.965616e-05,42.53723,238315.2,25358040.0,64.7553,58.3789
680.0,829.0,1.0,6.0,969.0,11.0,965.0,50.0,321.0,54.0,263.0,34.0,798.0,17.0,4.605919e-05,57.71531,40642.28,25358040.0,81.042,30.6455
322.0,840.0,1.0,1.0,272.0,17.0,505.0,63.0,525.0,42.0,773.0,85.0,123.0,53.0,0.0001387649,27.65867,1397391.0,30874990.0,77.7322,27.6899
334.0,275.0,1.0,1.0,979.0,7.0,999.0,57.0,181.0,74.0,610.0,28.0,796.0,1.0,0.0002660629,34.82614,898000.8,39459980.0,50.0715,11.887
317.0,857.0,1.0,1.0,342.0,15.0,935.0,19.0,924.0,67.0,180.0,93.0,611.0,23.0,2.705521e-05,59.76162,16783.42,12750420.0,58.4021,17.7445
638.0,861.0,1.0,1.0,529.0,13.0,446.0,65.0,187.0,74.0,622.0,63.0,770.0,26.0,6.34962e-05,57.36732,63244.55,30874990.0,20.0807,4.12268
683.0,686.0,1.0,3.0,900.0,64.0,853.0,9.0,543.0,40.0,386.0,97.0,272.0,4.0,8.713084e-05,63.63721,40642.28,48044980.0,80.6609,28.989
285.0,809.0,1.0,1.0,599.0,21.0,973.0,14.0,859.0,76.0,386.0,93.0,645.0,31.0,4.624528e-05,39.37489,153147.4,12750420.0,67.1372,33.4616
600.0,868.0,1.0,3.0,588.0,12.0,113.0,19.0,120.0,29.0,590.0,25.0,215.0,20.0,3.766512e-05,18.19775,1397391.0,10472090.0,74.3082,38.1863
770.0,916.0,1.0,4.0,365.0,68.0,506.0,72.0,841.0,12.0,557.0,50.0,127.0,47.0,6.338775e-05,60.30468,26117.46,30874990.0,82.9226,28.3818
583.0,805.0,1.0,2.0,503.0,31.0,479.0,49.0,625.0,59.0,400.0,82.0,989.0,84.0,0.0001801225,63.72471,63244.55,95551890.0,78.8223,25.5544
709.0,634.0,2.0,1.0,782.0,94.0,738.0,20.0,207.0,34.0,100.0,37.0,910.0,27.0,0.0002239069,43.11455,370846.0,48044980.0,100.611,35.1632
543.0,911.0,1.0,3.0,626.0,16.0,110.0,21.0,177.0,13.0,530.0,54.0,210.0,24.0,3.332097e-05,56.09957,40642.28,16295760.0,63.8609,22.8686
216.0,886.0,1.0,1.0,898.0,65.0,780.0,26.0,614.0,44.0,374.0,82.0,187.0,3.0,1.32486e-05,24.45667,238315.2,4324649.0,8.76251,1.75487
489.0,847.0,1.0,1.0,374.0,29.0,526.0,48.0,524.0,59.0,551.0,86.0,967.0,84.0,8.791591e-05,56.2751,98416.24,48044980.0,50.7045,15.4715
412.0,875.0,3.0,3.0,447.0,78.0,801.0,68.0,618.0,74.0,372.0,48.0,822.0,37.0,4.222037e-05,63.32369,10785.12,12750420.0,68.7004,24.6377
555.0,901.0,2.0,4.0,269.0,82.0,890.0,74.0,337.0,88.0,323.0,83.0,337.0,17.0,2.513768e-05,59.29245,16783.42,12750420.0,55.6809,13.825
626.0,883.0,2.0,1.0,921.0,94.0,804.0,25.0,537.0,53.0,464.0,82.0,938.0,49.0,2.235697e-05,54.18352,16783.42,6729644.0,64.6889,13.77
614.0,810.0,1.0,3.0,926.0,63.0,644.0,8.0,606.0,43.0,215.0,96.0,149.0,7.0,4.486507e-05,56.11252,26117.46,16295760.0,80.1206,50.9926
345.0,862.0,1.0,1.0,464.0,12.0,952.0,14.0,923.0,66.0,179.0,93.0,606.0,23.0,2.192003e-05,57.06162,16783.42,8193759.0,64.2373,21.0886
621.0,799.0,2.0,2.0,882.0,69.0,820.0,35.0,721.0,16.0,491.0,68.0,971.0,78.0,0.0001381837,41.2708,238315.2,19841090.0,99.9635,32.0726
452.0,936.0,1.0,3.0,591.0,15.0,118.0,24.0,399.0,17.0,538.0,65.0,292.0,57.0,2.890057e-05,60.26677,16783.42,12750420.0,68.6254,24.1366
709.0,822.0,1.0,2.0,900.0,92.0,753.0,27.0,734.0,18.0,590.0,87.0,928.0,76.0,9.503393e-05,66.13245,26117.46,39459980.0,71.5715,30.697
624.0,883.0,1.0,1.0,969.0,66.0,879.0,9.0,602.0,44.0,361.0,97.0,179.0,4.0,8.24044e-06,55.50081,10785.12,4324649.0,53.1919,11.1067
971.0,215.0,8.0,3.0,617.0,15.0,776.0,37.0,832.0,44.0,873.0,15.0,399.0,1.0,3.150413e-06,14.08871,10785.12,51944.42,89.698,58.9211
342.0,862.0,1.0,1.0,434.0,14.0,934.0,14.0,923.0,62.0,162.0,87.0,663.0,23.0,2.107128e-05,58.89887,10785.12,8193759.0,62.3313,19.0259
776.0,874.0,1.0,6.0,928.0,11.0,982.0,49.0,385.0,52.0,201.0,29.0,709.0,17.0,2.079525e-05,58.31538,16783.42,12750420.0,60.9694,23.3811
395.0,886.0,3.0,3.0,509.0,87.0,873.0,64.0,613.0,68.0,372.0,48.0,939.0,38.0,3.050061e-05,63.50444,6930.448,10472090.0,59.6562,13.0392
673.0,818.0,1.0,6.0,942.0,87.0,994.0,55.0,323.0,76.0,243.0,39.0,796.0,16.0,6.114617e-05,61.50386,63244.55,61404200.0,64.6513,26.1194
747.0,692.0,1.0,1.0,328.0,67.0,400.0,58.0,927.0,42.0,508.0,50.0,822.0,44.0,0.0004428032,37.08121,2174500.0,148689600.0,50.8113,22.0453
457.0,920.0,1.0,2.0,967.0,30.0,493.0,35.0,492.0,48.0,356.0,67.0,993.0,83.0,1.938566e-05,57.05907,16783.42,10472090.0,57.3394,14.0139
681.0,856.0,1.0,6.0,971.0,11.0,967.0,56.0,318.0,55.0,270.0,33.0,798.0,17.0,3.371134e-05,58.49315,26117.46,19841090.0,65.4269,34.6911
493.0,887.0,4.0,2.0,497.0,14.0,123.0,32.0,459.0,21.0,541.0,66.0,267.0,68.0,9.502249e-05,59.97952,10785.12,10472090.0,99.4374,34.0281
622.0,751.0,1.0,3.0,936.0,68.0,834.0,15.0,602.0,46.0,361.0,91.0,180.0,6.0,8.863338e-05,60.5381,40642.28,48044980.0,83.2982,34.263
330.0,699.0,7.0,1.0,737.0,78.0,998.0,71.0,184.0,30.0,146.0,23.0,942.0,15.0,0.0002773884,27.76629,898000.8,16295760.0,78.85,37.8283
345.0,862.0,1.0,1.0,442.0,12.0,935.0,18.0,884.0,68.0,179.0,93.0,650.0,23.0,2.333421e-05,60.11322,10785.12,10472090.0,59.3656,17.1361
450.0,633.0,1.0,3.0,289.0,54.0,492.0,10.0,701.0,17.0,795.0,79.0,398.0,26.0,0.0003402208,39.7755,898000.8,231377800.0,32.2781,14.4815
528.0,830.0,5.0,5.0,557.0,83.0,889.0,25.0,425.0,83.0,831.0,89.0,222.0,14.0,3.18731e-05,28.48283,153147.4,2779135.0,122.162,25.054
466.0,866.0,1.0,2.0,963.0,37.0,524.0,43.0,493.0,61.0,303.0,15.0,997.0,80.0,3.642398e-05,21.78588,898000.8,8193759.0,60.8137,29.1954
320.0,832.0,1.0,1.0,273.0,69.0,506.0,63.0,527.0,43.0,726.0,85.0,519.0,50.0,0.0001468039,62.57464,98416.24,74763430.0,40.0128,13.3365
946.0,453.0,6.0,3.0,918.0,31.0,261.0,65.0,967.0,8.0,544.0,29.0,430.0,76.0,3.329934e-05,8.631939,40642.28,80831.4,94.9552,42.8054
482.0,870.0,1.0,3.0,757.0,8.0,830.0,55.0,593.0,40.0,617.0,49.0,347.0,39.0,4.333615e-05,32.88406,370846.0,12750420.0,80.4526,36.0319
466.0,807.0,1.0,2.0,963.0,34.0,524.0,43.0,493.0,61.0,303.0,18.0,946.0,79.0,9.548543e-05,23.06953,2174500.0,19841090.0,81.8723,50.6857
372.0,789.0,1.0,1.0,434.0,20.0,894.0,17.0,921.0,70.0,216.0,91.0,682.0,20.0,6.181883e-05,61.20421,26117.46,25358040.0,59.7378,24.1152
493.0,921.0,4.0,3.0,497.0,15.0,134.0,32.0,398.0,20.0,541.0,66.0,267.0,68.0,4.622881e-05,59.54917,6930.448,5265529.0,95.356,36.4028
351.0,858.0,1.0,2.0,371.0,15.0,982.0,23.0,868.0,74.0,177.0,94.0,648.0,31.0,3.199693e-05,58.80936,16783.42,12750420.0,65.3428,30.9459
754.0,424.0,1.0,1.0,984.0,12.0,206.0,65.0,151.0,73.0,611.0,42.0,804.0,3.0,5.528757e-05,22.32412,1397391.0,16295760.0,67.4231,19.5632
436.0,820.0,1.0,1.0,866.0,31.0,490.0,44.0,552.0,63.0,341.0,83.0,990.0,81.0,0.0001353865,62.29262,63244.55,61404200.0,64.0384,32.3701
718.0,691.0,1.0,1.0,790.0,89.0,848.0,19.0,786.0,38.0,100.0,23.0,992.0,25.0,0.0001486011,62.28908,63244.55,74763430.0,62.2701,57.6944
310.0,858.0,5.0,1.0,239.0,66.0,173.0,72.0,247.0,51.0,321.0,92.0,342.0,86.0,0.0002450533,56.87461,63244.55,39459980.0,111.367,25.7519
475.0,885.0,3.0,3.0,547.0,90.0,767.0,64.0,589.0,65.0,365.0,48.0,944.0,38.0,3.352416e-05,64.15333,6930.448,10472090.0,57.4419,12.4094
290.0,752.0,1.0,2.0,932.0,71.0,538.0,11.0,601.0,45.0,204.0,97.0,195.0,8.0,0.000115886,59.88478,63244.55,48044980.0,83.209,41.557
544.0,885.0,3.0,3.0,599.0,13.0,113.0,27.0,149.0,14.0,530.0,65.0,190.0,25.0,6.637657e-05,45.53521,63244.55,10472090.0,96.1712,35.5163
695.0,807.0,1.0,6.0,448.0,82.0,991.0,65.0,179.0,57.0,222.0,33.0,798.0,18.0,8.267335e-05,59.94538,98416.24,116340400.0,68.6119,19.0149
725.0,759.0,1.0,1.0,272.0,83.0,597.0,8.0,152.0,41.0,685.0,73.0,856.0,26.0,3.495933e-05,23.26734,898000.8,12750420.0,62.9008,19.0096
502.0,852.0,3.0,1.0,509.0,8.0,816.0,53.0,398.0,66.0,390.0,46.0,943.0,38.0,4.673836e-05,41.6674,98416.24,8193759.0,67.6669,12.6653
630.0,817.0,2.0,3.0,923.0,68.0,833.0,19.0,600.0,42.0,203.0,88.0,113.0,9.0,6.752958e-05,56.55954,26117.46,12750420.0,97.6948,47.9254
689.0,840.0,2.0,2.0,922.0,99.0,823.0,35.0,537.0,54.0,465.0,83.0,936.0,83.0,5.877391e-05,37.65529,153147.4,12750420.0,85.7481,44.9475
528.0,742.0,5.0,1.0,612.0,78.0,422.0,22.0,414.0,63.0,830.0,88.0,807.0,21.0,0.0001542117,61.02097,26117.46,25358040.0,74.0079,24.2818
602.0,862.0,1.0,1.0,794.0,99.0,870.0,32.0,636.0,14.0,483.0,82.0,929.0,84.0,5.544626e-05,47.15614,98416.24,19841090.0,63.3149,18.334
452.0,850.0,1.0,3.0,670.0,91.0,797.0,67.0,584.0,65.0,391.0,49.0,979.0,38.0,6.275807e-05,64.64228,40642.28,48044980.0,43.2089,21.6305
490.0,821.0,1.0,2.0,863.0,33.0,398.0,54.0,540.0,66.0,542.0,21.0,624.0,87.0,0.0001133876,18.23316,2174500.0,16295760.0,78.6724,42.4242
544.0,854.0,3.0,3.0,599.0,13.0,113.0,27.0,149.0,14.0,462.0,65.0,190.0,25.0,0.000116117,39.67692,153147.4,16295760.0,114.721,30.5091
671.0,625.0,3.0,1.0,212.0,82.0,623.0,22.0,251.0,46.0,289.0,74.0,921.0,24.0,0.0003069476,60.42561,98416.24,116340400.0,115.612,23.2603
885.0,755.0,1.0,1.0,788.0,92.0,878.0,6.0,713.0,42.0,112.0,38.0,976.0,13.0,3.230081e-05,56.06339,26117.46,12750420.0,60.9767,17.83
673.0,818.0,1.0,5.0,942.0,91.0,996.0,55.0,323.0,74.0,219.0,39.0,830.0,17.0,6.161738e-05,61.48916,63244.55,48044980.0,60.1281,28.6074
300.0,679.0,1.0,2.0,923.0,99.0,823.0,34.0,671.0,53.0,993.0,83.0,936.0,83.0,0.0002577289,28.80253,2174500.0,48044980.0,35.7653,12.5702
201.0,889.0,1.0,3.0,983.0,63.0,823.0,6.0,602.0,43.0,310.0,97.0,149.0,4.0,7.268245e-06,50.36633,10785.12,3383770.0,68.1655,18.6212
753.0,694.0,4.0,1.0,245.0,32.0,862.0,63.0,915.0,30.0,536.0,50.0,829.0,44.0,0.0003154342,64.3572,26117.46,39459980.0,105.137,20.5797
331.0,375.0,8.0,1.0,978.0,15.0,776.0,97.0,652.0,44.0,333.0,15.0,387.0,2.0,0.00060316,23.2367,577079.0,8193759.0,93.1887,40.8514
443.0,719.0,1.0,1.0,478.0,26.0,935.0,25.0,875.0,78.0,172.0,86.0,603.0,26.0,0.0001865775,61.54314,63244.55,61404200.0,73.5784,47.6317
961.0,610.0,7.0,8.0,726.0,73.0,470.0,54.0,222.0,4.0,909.0,7.0,452.0,46.0,1.466195e-05,-2.64609,-10.0,-10.0,113.945,17.7752
886.0,646.0,2.0,1.0,330.0,8.0,159.0,74.0,388.0,5.0,201.0,43.0,883.0,42.0,0.0001352158,37.00832,98416.24,5265529.0,92.1467,39.1766
553.0,716.0,6.0,1.0,632.0,76.0,889.0,22.0,358.0,93.0,307.0,90.0,805.0,14.0,0.0001122507,61.29358,16783.42,12750420.0,82.7798,34.8326
708.0,903.0,1.0,1.0,900.0,94.0,817.0,27.0,734.0,18.0,591.0,82.0,929.0,76.0,2.207315e-05,63.01286,6930.448,10472090.0,59.386,14.4625
655.0,769.0,1.0,2.0,896.0,66.0,855.0,10.0,612.0,44.0,382.0,97.0,205.0,7.0,5.948084e-05,55.67057,40642.28,25358040.0,73.6109,46.5075
699.0,855.0,1.0,2.0,882.0,83.0,871.0,27.0,620.0,18.0,482.0,78.0,646.0,84.0,6.811729e-05,56.10697,40642.28,19841090.0,79.0406,43.7708
813.0,700.0,1.0,2.0,269.0,10.0,520.0,68.0,876.0,10.0,559.0,45.0,133.0,40.0,0.0002372671,25.21959,898000.8,16295760.0,104.345,15.8582
631.0,752.0,1.0,3.0,931.0,67.0,572.0,7.0,602.0,46.0,359.0,88.0,198.0,5.0,6.211924e-05,58.46504,40642.28,30874990.0,78.6677,41.4323
653.0,736.0,1.0,3.0,926.0,66.0,580.0,16.0,636.0,38.0,371.0,88.0,217.0,10.0,0.0001554348,63.0236,63244.55,116340400.0,86.2482,24.2928
701.0,828.0,1.0,2.0,882.0,86.0,823.0,36.0,536.0,11.0,525.0,83.0,971.0,82.0,9.55105e-05,33.20511,370846.0,16295760.0,74.5997,27.0879
479.0,863.0,1.0,2.0,912.0,28.0,522.0,47.0,524.0,59.0,553.0,80.0,993.0,85.0,6.517501e-05,54.39468,63244.55,30874990.0,62.1026,26.4601
210.0,880.0,1.0,1.0,931.0,60.0,851.0,10.0,559.0,41.0,217.0,99.0,178.0,10.0,1.660653e-05,51.87741,16783.42,5265529.0,71.4157,20.2723
331.0,729.0,7.0,1.0,736.0,78.0,998.0,71.0,166.0,30.0,146.0,25.0,948.0,11.0,0.0002009774,21.04849,898000.8,8193759.0,38.0952,4.51692
263.0,857.0,4.0,5.0,225.0,82.0,905.0,70.0,305.0,94.0,323.0,90.0,393.0,23.0,5.846071e-05,55.88738,26117.46,39459980.0,109.653,20.2531
300.0,794.0,1.0,8.0,215.0,15.0,973.0,20.0,881.0,81.0,104.0,96.0,556.0,34.0,9.431104e-05,55.43801,63244.55,74763430.0,111.582,27.3994
799.0,661.0,1.0,1.0,952.0,91.0,830.0,22.0,749.0,44.0,165.0,37.0,969.0,52.0,0.0001462726,36.20242,898000.8,39459980.0,78.0455,58.0485
466.0,823.0,2.0,4.0,740.0,90.0,801.0,65.0,607.0,28.0,543.0,63.0,879.0,37.0,9.700934e-05,27.04365,577079.0,12750420.0,80.7496,20.9402
216.0,881.0,1.0,1.0,898.0,66.0,656.0,26.0,614.0,44.0,198.0,82.0,194.0,19.0,3.575526e-05,58.7888,26117.46,16295760.0,63.1256,17.7159
697.0,900.0,1.0,1.0,903.0,91.0,822.0,27.0,730.0,18.0,533.0,83.0,980.0,81.0,2.388286e-05,64.49936,6930.448,10472090.0,60.7937,15.004
680.0,829.0,1.0,6.0,955.0,86.0,995.0,56.0,321.0,56.0,257.0,33.0,797.0,11.0,4.866563e-05,45.40803,238315.2,30874990.0,45.2882,28.794
544.0,885.0,1.0,3.0,634.0,14.0,112.0,32.0,182.0,14.0,530.0,25.0,190.0,25.0,6.123939e-05,52.09599,98416.24,30874990.0,74.6412,37.8
392.0,911.0,4.0,2.0,495.0,6.0,663.0,97.0,668.0,40.0,293.0,87.0,382.0,2.0,2.290798e-05,-5.017322,-10.0,-10.0,-76.2071,-11.4989
