VIN,VB1,C0,R0,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
755.0,969.0,1.0,3.0,328.0,73.0,402.0,72.0,609.0,12.0,553.0,47.0,102.0,39.0,1.976822e-05,55.4478,16783.42,10472090.0,64.3591,16.9733
765.0,825.0,1.0,6.0,996.0,11.0,953.0,56.0,343.0,45.0,223.0,35.0,749.0,15.0,3.735936e-05,58.21385,26117.46,19841090.0,81.0952,30.7854
452.0,902.0,1.0,2.0,910.0,29.0,475.0,35.0,471.0,43.0,249.0,81.0,969.0,95.0,3.278024e-05,60.73457,16783.42,16295760.0,66.4303,18.2761
621.0,799.0,1.0,2.0,923.0,76.0,823.0,30.0,712.0,18.0,526.0,85.0,970.0,82.0,0.0001363126,59.54048,63244.55,48044980.0,80.2944,28.3311
505.0,899.0,1.0,1.0,651.0,15.0,133.0,21.0,170.0,19.0,528.0,66.0,204.0,22.0,3.773434e-05,57.35844,40642.28,19841090.0,55.075,12.8616
562.0,853.0,3.0,3.0,497.0,81.0,816.0,65.0,716.0,68.0,389.0,47.0,925.0,38.0,5.780607e-05,65.32703,10785.12,16295760.0,78.3182,39.6406
500.0,907.0,1.0,3.0,503.0,4.0,804.0,64.0,617.0,70.0,370.0,53.0,326.0,29.0,2.463276e-05,52.49439,40642.28,10472090.0,66.047,21.8994
542.0,913.0,1.0,3.0,625.0,11.0,112.0,23.0,397.0,20.0,466.0,56.0,316.0,60.0,4.128101e-05,58.53968,26117.46,16295760.0,78.7346,36.6568
548.0,654.0,1.0,2.0,943.0,81.0,847.0,72.0,499.0,33.0,331.0,14.0,974.0,22.0,0.0004347162,61.72271,238315.2,281716800.0,67.3106,26.7152
721.0,746.0,1.0,1.0,222.0,74.0,499.0,3.0,269.0,40.0,322.0,87.0,957.0,11.0,3.262287e-05,46.48063,98416.24,16295760.0,62.3831,15.2165
367.0,794.0,1.0,1.0,429.0,20.0,865.0,17.0,871.0,70.0,216.0,92.0,605.0,20.0,6.242902e-05,61.21456,26117.46,25358040.0,61.582,25.6983
250.0,797.0,1.0,1.0,889.0,67.0,630.0,15.0,595.0,43.0,179.0,89.0,113.0,19.0,0.0001202213,49.90736,153147.4,30874990.0,83.3018,49.9944
332.0,834.0,1.0,1.0,372.0,11.0,934.0,19.0,882.0,75.0,148.0,93.0,610.0,32.0,4.739621e-05,57.14407,26117.46,16295760.0,66.7745,28.7967
527.0,900.0,1.0,1.0,492.0,15.0,133.0,30.0,459.0,18.0,529.0,64.0,198.0,59.0,7.241675e-05,58.54589,40642.28,30874990.0,70.2295,21.7116
709.0,373.0,3.0,4.0,847.0,93.0,633.0,22.0,895.0,79.0,202.0,37.0,371.0,55.0,0.0003959931,23.86372,1397391.0,74763430.0,31.4811,33.5918
672.0,903.0,1.0,3.0,626.0,16.0,112.0,11.0,283.0,19.0,537.0,65.0,219.0,24.0,2.350957e-05,53.23748,26117.46,10472090.0,72.8965,23.0081
533.0,905.0,1.0,2.0,599.0,12.0,113.0,25.0,103.0,21.0,511.0,65.0,189.0,23.0,3.735425e-05,51.9058,63244.55,19841090.0,61.2563,18.277
781.0,644.0,3.0,4.0,585.0,78.0,625.0,87.0,555.0,82.0,111.0,17.0,299.0,1.0,0.000212942,26.80527,1397391.0,25358040.0,72.6554,26.386
366.0,396.0,2.0,1.0,782.0,6.0,619.0,60.0,845.0,80.0,703.0,76.0,128.0,10.0,0.0004103224,17.29788,1397391.0,10472090.0,97.5664,26.8858
522.0,830.0,1.0,2.0,449.0,33.0,565.0,46.0,600.0,59.0,347.0,90.0,969.0,84.0,0.0001157249,63.33488,40642.28,61404200.0,75.7653,31.8459
655.0,764.0,1.0,2.0,990.0,63.0,803.0,7.0,604.0,33.0,419.0,96.0,235.0,4.0,4.179103e-05,62.68896,16783.42,19841090.0,64.4633,23.0438
489.0,844.0,1.0,1.0,471.0,29.0,596.0,40.0,588.0,59.0,289.0,84.0,999.0,86.0,8.43847e-05,61.70867,40642.28,39459980.0,62.3399,23.4196
682.0,634.0,2.0,1.0,796.0,91.0,724.0,21.0,716.0,42.0,160.0,35.0,928.0,24.0,0.0002512294,64.0655,40642.28,61404200.0,90.3987,51.5985
358.0,876.0,5.0,2.0,983.0,15.0,628.0,38.0,349.0,44.0,328.0,87.0,375.0,79.0,5.64107e-05,33.50886,63244.55,2779135.0,96.6143,47.4246
629.0,861.0,1.0,1.0,905.0,94.0,822.0,27.0,708.0,18.0,546.0,83.0,927.0,82.0,5.173769e-05,64.76449,16783.42,19841090.0,62.8448,18.4024
324.0,805.0,1.0,5.0,587.0,13.0,986.0,57.0,172.0,52.0,178.0,32.0,851.0,19.0,8.048438e-05,55.79923,98416.24,48044980.0,91.4493,29.5852
633.0,746.0,1.0,3.0,930.0,63.0,574.0,15.0,613.0,45.0,174.0,79.0,198.0,10.0,0.0001456987,61.02876,63244.55,95551890.0,99.9852,38.5629
647.0,751.0,1.0,3.0,915.0,68.0,834.0,14.0,602.0,38.0,363.0,91.0,180.0,1.0,4.345218e-05,20.1109,898000.8,6729644.0,25.7187,6.8407
530.0,717.0,6.0,1.0,632.0,83.0,295.0,22.0,358.0,99.0,767.0,96.0,805.0,16.0,0.0002298912,64.64818,16783.42,30874990.0,72.234,24.3476
273.0,810.0,1.0,5.0,826.0,91.0,963.0,98.0,306.0,27.0,772.0,82.0,423.0,87.0,0.0001882865,29.82154,2174500.0,95551890.0,19.0999,11.1212
735.0,839.0,6.0,1.0,582.0,81.0,968.0,70.0,174.0,62.0,608.0,43.0,794.0,32.0,5.087488e-05,26.64497,238315.2,5265529.0,57.7958,8.37767
884.0,743.0,1.0,1.0,794.0,88.0,898.0,14.0,757.0,40.0,115.0,37.0,996.0,21.0,5.718899e-05,53.71969,63244.55,25358040.0,61.4569,23.526
574.0,394.0,4.0,6.0,523.0,78.0,625.0,54.0,970.0,81.0,861.0,15.0,341.0,22.0,0.0007744657,17.34046,2174500.0,231377800.0,-6.00826,-1.96118
232.0,887.0,1.0,1.0,881.0,66.0,631.0,14.0,592.0,44.0,366.0,88.0,194.0,15.0,2.004025e-05,51.90585,26117.46,8193759.0,65.6195,17.9184
493.0,858.0,7.0,4.0,645.0,78.0,878.0,70.0,287.0,93.0,323.0,95.0,328.0,15.0,5.354563e-05,59.9777,6930.448,8193759.0,109.403,28.4024
687.0,829.0,1.0,6.0,959.0,87.0,967.0,50.0,313.0,57.0,250.0,30.0,796.0,17.0,4.966018e-05,61.18437,40642.28,39459980.0,65.2245,29.5757
647.0,751.0,1.0,3.0,936.0,68.0,834.0,14.0,602.0,38.0,363.0,91.0,180.0,5.0,8.282478e-05,62.83295,40642.28,39459980.0,79.8444,33.2934
549.0,911.0,1.0,3.0,624.0,12.0,113.0,21.0,156.0,14.0,522.0,54.0,201.0,24.0,3.204026e-05,57.20229,26117.46,16295760.0,67.1817,25.1759
696.0,854.0,1.0,2.0,900.0,92.0,817.0,28.0,734.0,22.0,597.0,82.0,928.0,76.0,5.435575e-05,62.7169,16783.42,19841090.0,66.1893,28.9296
619.0,836.0,1.0,4.0,921.0,99.0,823.0,27.0,533.0,53.0,472.0,70.0,556.0,82.0,4.594037e-05,26.35738,577079.0,10472090.0,95.5155,33.24
453.0,900.0,1.0,2.0,737.0,4.0,827.0,60.0,433.0,65.0,260.0,44.0,355.0,36.0,2.694414e-05,39.41347,153147.4,10472090.0,73.5039,23.5788
393.0,230.0,3.0,4.0,135.0,78.0,625.0,38.0,555.0,82.0,111.0,67.0,376.0,1.0,0.001357123,-4.808668,-10.0,-10.0,15.4985,6.64471
734.0,373.0,1.0,1.0,984.0,14.0,965.0,61.0,178.0,73.0,611.0,37.0,718.0,3.0,6.879886e-05,22.11565,1397391.0,16295760.0,69.2897,22.6397
472.0,857.0,3.0,3.0,524.0,83.0,790.0,58.0,589.0,70.0,386.0,49.0,844.0,33.0,5.015649e-05,64.05772,10785.12,16295760.0,75.0539,37.1597
246.0,534.0,7.0,1.0,868.0,47.0,159.0,43.0,208.0,72.0,685.0,49.0,502.0,22.0,0.001748674,24.65941,2174500.0,61404200.0,77.7267,21.8549
689.0,836.0,1.0,3.0,994.0,65.0,658.0,9.0,602.0,33.0,362.0,97.0,180.0,4.0,2.209193e-05,52.64528,26117.46,10472090.0,57.6538,16.2002
568.0,886.0,1.0,3.0,926.0,60.0,652.0,15.0,611.0,43.0,381.0,86.0,192.0,12.0,1.817772e-05,54.1805,26117.46,8193759.0,66.3649,21.7586
719.0,630.0,2.0,2.0,512.0,67.0,669.0,9.0,308.0,2.0,710.0,26.0,930.0,24.0,0.000199037,44.3997,238315.2,30874990.0,106.938,27.0453
503.0,927.0,4.0,3.0,616.0,15.0,113.0,33.0,401.0,13.0,530.0,25.0,201.0,69.0,3.830439e-05,45.18581,26117.46,5265529.0,94.8579,43.7189
522.0,842.0,1.0,2.0,409.0,30.0,595.0,46.0,585.0,59.0,311.0,21.0,990.0,84.0,5.817792e-05,26.00426,1397391.0,19841090.0,70.425,51.6311
255.0,849.0,1.0,1.0,371.0,11.0,937.0,14.0,915.0,74.0,143.0,94.0,610.0,22.0,2.682196e-05,57.42898,16783.42,10472090.0,63.2419,21.6107
468.0,904.0,2.0,3.0,479.0,82.0,798.0,66.0,592.0,64.0,390.0,49.0,942.0,38.0,2.292139e-05,63.91534,10785.12,10472090.0,39.3115,6.89879
573.0,865.0,1.0,2.0,484.0,31.0,385.0,50.0,575.0,59.0,398.0,83.0,992.0,84.0,7.83921e-05,61.75598,40642.28,48044980.0,58.3127,27.501
690.0,861.0,1.0,1.0,977.0,95.0,822.0,23.0,708.0,18.0,519.0,88.0,972.0,79.0,4.667441e-05,64.21798,10785.12,16295760.0,64.2136,18.7612
769.0,275.0,1.0,1.0,980.0,10.0,959.0,55.0,178.0,74.0,611.0,44.0,797.0,1.0,3.779419e-05,28.298,577079.0,12750420.0,61.7991,14.9611
528.0,820.0,5.0,6.0,560.0,83.0,323.0,26.0,396.0,90.0,819.0,83.0,784.0,21.0,7.618169e-05,61.13025,16783.42,61404200.0,58.7187,16.88
518.0,695.0,4.0,5.0,639.0,75.0,333.0,20.0,385.0,88.0,809.0,73.0,789.0,15.0,0.0002287974,45.85903,238315.2,181038800.0,19.077,7.41245
793.0,333.0,1.0,2.0,180.0,70.0,130.0,5.0,346.0,30.0,394.0,79.0,989.0,31.0,0.0004590398,37.01568,2174500.0,438383300.0,21.7745,6.69986
317.0,391.0,4.0,1.0,812.0,14.0,778.0,98.0,969.0,41.0,867.0,12.0,347.0,2.0,0.0006649996,49.36322,98416.24,30874990.0,66.1764,14.9162
500.0,883.0,2.0,2.0,479.0,82.0,789.0,66.0,591.0,66.0,390.0,49.0,942.0,38.0,3.478748e-05,64.32205,10785.12,16295760.0,38.1351,6.65144
532.0,654.0,1.0,2.0,290.0,81.0,187.0,61.0,504.0,33.0,746.0,14.0,974.0,23.0,0.001192585,27.85819,12750420.0,231377800.0,46.2996,18.0449
716.0,692.0,2.0,1.0,914.0,94.0,829.0,21.0,660.0,38.0,103.0,34.0,860.0,55.0,0.0002166458,42.60738,238315.2,30874990.0,96.9788,55.4503
803.0,714.0,1.0,4.0,935.0,64.0,814.0,11.0,594.0,44.0,179.0,86.0,110.0,42.0,0.0001253057,23.45585,577079.0,8193759.0,118.149,57.2676
848.0,849.0,2.0,2.0,924.0,99.0,823.0,27.0,555.0,54.0,524.0,89.0,928.0,41.0,3.594951e-05,55.89659,26117.46,10472090.0,69.7447,22.0112
780.0,856.0,1.0,6.0,978.0,11.0,982.0,62.0,172.0,55.0,178.0,33.0,695.0,9.0,2.345241e-05,56.2559,26117.46,12750420.0,47.0183,13.4809
331.0,837.0,1.0,1.0,372.0,15.0,947.0,19.0,882.0,69.0,148.0,92.0,551.0,30.0,4.612493e-05,57.53235,26117.46,16295760.0,66.6418,28.2388
583.0,839.0,1.0,2.0,484.0,31.0,479.0,49.0,625.0,59.0,400.0,82.0,993.0,84.0,0.0001087043,64.09531,40642.28,61404200.0,68.8922,31.3341
753.0,672.0,1.0,3.0,271.0,69.0,522.0,73.0,919.0,15.0,723.0,45.0,800.0,45.0,0.0005099105,23.68906,5265528.0,74763430.0,4.78196,94.561
422.0,256.0,1.0,1.0,772.0,9.0,767.0,67.0,905.0,51.0,671.0,93.0,166.0,41.0,0.0006957844,12.77847,3383769.0,12750420.0,94.2191,23.1229
268.0,802.0,1.0,1.0,439.0,13.0,894.0,4.0,884.0,69.0,171.0,88.0,649.0,23.0,3.802517e-05,45.55484,40642.28,6729644.0,74.5839,41.333
300.0,679.0,8.0,2.0,926.0,75.0,986.0,51.0,727.0,56.0,998.0,77.0,966.0,41.0,0.0003092364,40.39578,153147.4,74763430.0,54.9939,15.6507
384.0,806.0,1.0,1.0,441.0,14.0,957.0,18.0,882.0,78.0,207.0,88.0,606.0,20.0,5.146128e-05,59.93799,26117.46,19841090.0,61.7082,24.1985
466.0,887.0,3.0,3.0,598.0,15.0,124.0,33.0,475.0,13.0,530.0,25.0,174.0,29.0,7.57031e-05,58.8237,16783.42,12750420.0,98.5643,37.3123
324.0,904.0,3.0,5.0,639.0,77.0,829.0,74.0,296.0,87.0,339.0,89.0,341.0,15.0,2.452306e-05,59.91598,10785.12,8193759.0,65.0491,18.1429
492.0,886.0,1.0,3.0,630.0,14.0,113.0,31.0,156.0,14.0,528.0,66.0,203.0,25.0,6.999723e-05,28.49316,898000.8,19841090.0,73.8471,33.2975
538.0,716.0,6.0,1.0,647.0,82.0,889.0,26.0,362.0,88.0,307.0,90.0,778.0,14.0,0.0001278808,62.53529,16783.42,16295760.0,83.0301,35.656
438.0,900.0,3.0,3.0,455.0,83.0,858.0,64.0,551.0,73.0,286.0,50.0,950.0,39.0,2.355332e-05,62.32219,6930.448,8193759.0,54.1034,9.90376
791.0,700.0,1.0,1.0,275.0,10.0,486.0,68.0,897.0,13.0,560.0,46.0,826.0,44.0,0.0002350018,63.98825,40642.28,61404200.0,75.2491,25.0136
468.0,898.0,1.0,2.0,449.0,87.0,826.0,59.0,426.0,65.0,260.0,42.0,284.0,38.0,2.707209e-05,33.27123,370846.0,12750420.0,62.5249,22.4632
763.0,346.0,5.0,1.0,628.0,12.0,612.0,35.0,151.0,93.0,602.0,58.0,262.0,40.0,6.80328e-05,-7.709459,-10.0,-10.0,101.637,25.1331
683.0,638.0,8.0,1.0,430.0,71.0,654.0,7.0,199.0,1.0,787.0,91.0,933.0,51.0,0.0003372557,23.54195,238315.2,2779135.0,105.132,30.2852
752.0,912.0,1.0,1.0,377.0,32.0,862.0,62.0,914.0,16.0,536.0,46.0,869.0,50.0,2.029616e-05,28.60505,238315.2,5265529.0,35.3344,6.69255
730.0,966.0,1.0,2.0,335.0,14.0,527.0,63.0,611.0,12.0,540.0,85.0,500.0,50.0,9.383862e-06,21.43197,153147.4,1397392.0,43.4251,8.67625
773.0,774.0,1.0,1.0,420.0,70.0,749.0,13.0,257.0,2.0,713.0,28.0,957.0,16.0,5.015571e-05,21.44323,898000.8,8193759.0,42.8537,9.7531
384.0,806.0,1.0,1.0,441.0,13.0,957.0,17.0,882.0,68.0,210.0,87.0,616.0,19.0,4.896455e-05,60.76517,26117.46,19841090.0,62.2473,22.8301
238.0,376.0,1.0,1.0,981.0,93.0,961.0,31.0,149.0,26.0,871.0,37.0,832.0,14.0,0.0006543721,28.44842,8193758.0,148689600.0,55.9629,22.4422
654.0,737.0,1.0,2.0,900.0,66.0,788.0,10.0,610.0,38.0,381.0,87.0,217.0,4.0,6.850333e-05,63.64761,26117.46,30874990.0,65.4995,36.5438
671.0,807.0,6.0,5.0,535.0,83.0,213.0,70.0,198.0,57.0,168.0,28.0,833.0,12.0,0.0002301406,16.71689,1397391.0,6729644.0,94.2773,27.3567
565.0,919.0,1.0,3.0,621.0,13.0,124.0,20.0,444.0,8.0,531.0,26.0,239.0,21.0,2.327753e-05,33.93286,238315.2,8193759.0,55.3996,14.0702
725.0,625.0,2.0,1.0,192.0,91.0,623.0,19.0,221.0,46.0,301.0,74.0,908.0,25.0,0.0002472275,41.84248,898000.8,74763430.0,103.949,22.3878
700.0,849.0,1.0,4.0,278.0,68.0,527.0,72.0,607.0,40.0,531.0,65.0,141.0,51.0,0.0001327881,37.57188,898000.8,116340400.0,34.4187,12.072
492.0,813.0,1.0,2.0,842.0,33.0,503.0,39.0,531.0,60.0,363.0,22.0,995.0,89.0,8.459197e-05,23.3979,1397391.0,19841090.0,80.3755,50.0422
662.0,761.0,1.0,2.0,994.0,64.0,879.0,14.0,516.0,35.0,384.0,70.0,269.0,4.0,5.341621e-05,51.57311,98416.24,30874990.0,53.8562,18.2221
440.0,907.0,1.0,2.0,493.0,88.0,804.0,60.0,714.0,68.0,442.0,52.0,311.0,35.0,2.487554e-05,45.16752,98416.24,16295760.0,49.1843,14.6589
696.0,735.0,2.0,1.0,202.0,5.0,516.0,11.0,221.0,42.0,323.0,87.0,681.0,19.0,8.206499e-05,36.44526,238315.2,16295760.0,85.4713,39.2141
452.0,902.0,1.0,3.0,544.0,12.0,159.0,19.0,150.0,18.0,540.0,65.0,202.0,23.0,3.15801e-05,54.34927,40642.28,16295760.0,71.2493,30.978
623.0,770.0,1.0,3.0,994.0,63.0,879.0,8.0,608.0,33.0,362.0,97.0,235.0,4.0,4.091728e-05,63.1562,16783.42,19841090.0,70.0273,38.8118
715.0,830.0,2.0,1.0,900.0,94.0,804.0,26.0,725.0,18.0,559.0,83.0,928.0,77.0,8.132783e-05,66.46343,10785.12,16295760.0,77.544,29.7419
510.0,717.0,8.0,1.0,647.0,68.0,295.0,22.0,358.0,59.0,754.0,96.0,805.0,16.0,0.0002324744,30.71846,370846.0,10472090.0,79.6782,28.4413
614.0,600.0,8.0,9.0,775.0,19.0,655.0,52.0,609.0,71.0,338.0,90.0,113.0,71.0,0.0004200967,13.79126,577079.0,3383770.0,8.4239,3.2568
393.0,848.0,2.0,3.0,739.0,86.0,813.0,64.0,601.0,69.0,217.0,50.0,920.0,38.0,6.442061e-05,51.99875,63244.55,25358040.0,74.7592,41.6307
492.0,921.0,1.0,2.0,967.0,27.0,493.0,35.0,492.0,49.0,350.0,69.0,993.0,95.0,2.02161e-05,55.43357,26117.46,10472090.0,61.2162,15.808
553.0,715.0,6.0,1.0,632.0,78.0,889.0,22.0,357.0,84.0,307.0,90.0,805.0,6.0,8.831026e-05,29.78133,238315.2,8193759.0,43.8814,5.42348
724.0,774.0,1.0,1.0,788.0,89.0,650.0,20.0,791.0,43.0,166.0,30.0,916.0,29.0,8.840108e-05,64.75193,40642.28,48044980.0,50.9801,18.4168
886.0,694.0,2.0,1.0,327.0,17.0,159.0,63.0,378.0,33.0,145.0,92.0,847.0,42.0,0.000130228,38.58705,153147.4,12750420.0,91.5438,34.8315
437.0,911.0,1.0,2.0,445.0,4.0,827.0,60.0,401.0,65.0,216.0,45.0,291.0,34.0,2.298647e-05,44.91025,63244.55,10472090.0,70.9794,20.7582
770.0,914.0,1.0,3.0,335.0,12.0,480.0,74.0,609.0,14.0,535.0,89.0,127.0,52.0,7.527374e-05,58.5208,26117.46,25358040.0,84.0083,27.7325
528.0,830.0,2.0,6.0,598.0,83.0,302.0,25.0,397.0,90.0,330.0,83.0,807.0,15.0,6.221381e-05,30.15701,577079.0,16295760.0,75.746,21.1352
207.0,860.0,1.0,1.0,374.0,14.0,933.0,18.0,917.0,68.0,178.0,88.0,660.0,23.0,2.412384e-05,59.21967,16783.42,10472090.0,58.201,17.0542
493.0,906.0,2.0,3.0,501.0,13.0,129.0,27.0,599.0,20.0,542.0,58.0,318.0,68.0,5.653145e-05,62.05457,10785.12,12750420.0,92.1353,36.5027
696.0,859.0,2.0,1.0,891.0,84.0,854.0,28.0,714.0,53.0,528.0,82.0,970.0,82.0,4.070731e-05,40.31717,98416.24,8193759.0,72.7986,22.8141
897.0,754.0,1.0,1.0,764.0,86.0,878.0,6.0,706.0,43.0,111.0,32.0,976.0,13.0,2.854332e-05,45.79294,63244.55,10472090.0,62.2039,18.5481
700.0,842.0,1.0,1.0,796.0,87.0,886.0,22.0,818.0,27.0,168.0,34.0,948.0,21.0,2.771702e-05,38.3438,238315.2,12750420.0,36.7545,7.83216
799.0,797.0,1.0,1.0,582.0,21.0,973.0,14.0,882.0,78.0,386.0,88.0,563.0,31.0,4.621339e-05,35.94801,238315.2,10472090.0,67.5047,43.6616
767.0,911.0,1.0,3.0,365.0,68.0,456.0,68.0,609.0,14.0,535.0,47.0,159.0,43.0,5.518139e-05,61.28519,26117.46,30874990.0,72.3533,29.1357
694.0,900.0,1.0,1.0,903.0,91.0,822.0,25.0,650.0,18.0,519.0,71.0,980.0,79.0,2.227262e-05,59.49293,10785.12,10472090.0,62.5042,15.3312
538.0,896.0,5.0,5.0,640.0,76.0,872.0,76.0,313.0,88.0,310.0,89.0,779.0,18.0,2.395298e-05,30.54267,98416.24,2779135.0,43.3685,6.26139
267.0,855.0,1.0,1.0,408.0,15.0,935.0,20.0,880.0,74.0,179.0,93.0,611.0,23.0,2.836643e-05,59.68784,16783.42,12750420.0,58.0175,17.6362
770.0,916.0,1.0,4.0,372.0,67.0,489.0,72.0,843.0,9.0,572.0,48.0,115.0,46.0,7.398141e-05,58.80982,40642.28,30874990.0,85.0078,26.9701
344.0,857.0,4.0,5.0,265.0,81.0,831.0,63.0,289.0,94.0,226.0,95.0,338.0,15.0,5.420082e-05,56.62311,26117.46,25358040.0,116.848,23.5726
481.0,911.0,1.0,3.0,413.0,76.0,827.0,63.0,719.0,59.0,226.0,48.0,291.0,34.0,2.68243e-05,57.99371,26117.46,16295760.0,59.1344,25.5268
268.0,859.0,1.0,1.0,422.0,8.0,933.0,15.0,911.0,63.0,156.0,88.0,665.0,23.0,2.284903e-05,58.87354,10785.12,8193759.0,63.4738,19.3624
654.0,741.0,1.0,2.0,900.0,66.0,580.0,16.0,614.0,38.0,367.0,87.0,217.0,9.0,0.0001409017,63.11346,63244.55,74763430.0,79.9224,33.63
623.0,770.0,1.0,3.0,994.0,63.0,879.0,8.0,616.0,33.0,362.0,98.0,235.0,4.0,4.103844e-05,62.65947,16783.42,19841090.0,69.9313,38.8708
312.0,779.0,1.0,1.0,345.0,23.0,978.0,26.0,882.0,68.0,130.0,89.0,661.0,28.0,0.0001007047,53.67396,98416.24,39459980.0,65.0416,45.1952
361.0,535.0,8.0,3.0,426.0,10.0,797.0,43.0,472.0,44.0,686.0,15.0,399.0,2.0,0.000414028,54.82327,26117.46,39459980.0,131.518,26.305
277.0,752.0,2.0,3.0,926.0,68.0,587.0,15.0,629.0,92.0,180.0,16.0,109.0,6.0,6.23397e-05,25.16067,577079.0,10472090.0,114.284,46.2172
660.0,685.0,1.0,3.0,989.0,67.0,824.0,9.0,540.0,36.0,366.0,92.0,272.0,4.0,9.164985e-05,62.53224,40642.28,48044980.0,81.6095,28.5741
675.0,676.0,1.0,3.0,993.0,64.0,824.0,12.0,613.0,35.0,385.0,87.0,239.0,4.0,0.0001177219,49.88014,153147.4,61404200.0,82.3786,25.9116
746.0,626.0,6.0,1.0,454.0,82.0,639.0,22.0,250.0,43.0,352.0,86.0,915.0,22.0,0.0002351548,49.92015,98416.24,25358040.0,112.894,25.5982
658.0,808.0,1.0,3.0,944.0,61.0,822.0,14.0,589.0,43.0,343.0,98.0,203.0,5.0,3.90756e-05,60.95546,26117.46,19841090.0,63.1241,29.6919
377.0,964.0,1.0,1.0,255.0,16.0,386.0,62.0,637.0,14.0,547.0,61.0,135.0,58.0,2.386592e-05,55.95663,16783.42,10472090.0,69.1862,17.2628
709.0,821.0,1.0,2.0,901.0,88.0,753.0,29.0,708.0,18.0,589.0,79.0,928.0,76.0,9.766476e-05,67.36135,16783.42,39459980.0,71.8888,30.667
226.0,376.0,1.0,1.0,526.0,93.0,943.0,71.0,189.0,57.0,107.0,24.0,973.0,14.0,0.001503045,39.61189,5265528.0,1061540000.0,63.9718,19.5205
658.0,860.0,1.0,1.0,889.0,66.0,628.0,15.0,602.0,83.0,198.0,89.0,194.0,18.0,3.475592e-05,50.74565,40642.28,12750420.0,66.0246,24.965
592.0,939.0,1.0,3.0,591.0,15.0,110.0,27.0,173.0,23.0,552.0,50.0,320.0,22.0,1.69341e-05,56.15972,26117.46,12750420.0,32.1527,6.72776
495.0,296.0,7.0,2.0,282.0,99.0,502.0,28.0,858.0,58.0,456.0,83.0,958.0,31.0,0.001607787,31.09976,1397391.0,682174000.0,-4.1204,-619.212
616.0,810.0,1.0,2.0,983.0,63.0,800.0,10.0,606.0,43.0,186.0,83.0,149.0,4.0,3.441152e-05,59.99721,16783.42,16295760.0,64.3412,21.0786
515.0,896.0,2.0,5.0,273.0,81.0,890.0,74.0,287.0,88.0,310.0,84.0,393.0,17.0,2.692257e-05,59.26375,16783.42,12750420.0,61.8843,21.628
492.0,892.0,1.0,2.0,964.0,30.0,567.0,43.0,492.0,48.0,339.0,79.0,993.0,88.0,3.774641e-05,60.56614,26117.46,19841090.0,63.1681,20.2455
344.0,752.0,2.0,3.0,648.0,63.0,742.0,13.0,612.0,44.0,179.0,88.0,196.0,6.0,9.297555e-05,55.91955,40642.28,25358040.0,107.789,39.8433
509.0,695.0,8.0,1.0,640.0,71.0,312.0,22.0,362.0,60.0,754.0,96.0,805.0,23.0,0.0003015276,63.48754,16783.42,25358040.0,103.816,27.832
528.0,737.0,4.0,1.0,597.0,83.0,322.0,22.0,415.0,55.0,754.0,84.0,816.0,23.0,0.0002002349,64.07768,26117.46,39459980.0,73.5042,26.9872
276.0,858.0,6.0,3.0,953.0,80.0,846.0,73.0,334.0,51.0,323.0,74.0,338.0,14.0,5.717658e-05,33.047,153147.4,5265529.0,88.4723,35.2155
691.0,856.0,1.0,6.0,987.0,11.0,981.0,57.0,326.0,56.0,271.0,38.0,815.0,17.0,3.355892e-05,58.5698,26117.46,16295760.0,64.5634,32.7878
484.0,903.0,1.0,2.0,964.0,27.0,492.0,34.0,629.0,57.0,339.0,81.0,966.0,92.0,2.962122e-05,58.02474,26117.46,12750420.0,62.4865,19.722
771.0,952.0,1.0,2.0,277.0,66.0,456.0,64.0,609.0,42.0,687.0,44.0,130.0,42.0,1.427137e-05,38.53984,153147.4,8193759.0,56.0274,13.9436
378.0,846.0,2.0,3.0,474.0,86.0,874.0,64.0,599.0,67.0,313.0,48.0,937.0,37.0,6.239665e-05,63.15143,26117.46,25358040.0,74.0196,38.0774
382.0,970.0,1.0,1.0,396.0,59.0,886.0,69.0,923.0,39.0,567.0,49.0,103.0,40.0,1.047042e-05,46.39191,26117.46,5265529.0,68.792,21.5077
306.0,391.0,3.0,1.0,812.0,91.0,778.0,97.0,562.0,40.0,912.0,13.0,347.0,4.0,0.001714259,39.80572,1397391.0,116340400.0,62.9429,26.8789
726.0,945.0,1.0,1.0,356.0,68.0,523.0,73.0,604.0,38.0,546.0,45.0,103.0,42.0,1.927753e-05,44.61153,98416.24,12750420.0,60.2778,12.3652
309.0,678.0,7.0,1.0,737.0,78.0,971.0,71.0,149.0,30.0,146.0,24.0,896.0,15.0,0.0003397656,28.09469,898000.8,19841090.0,92.0343,38.9235
236.0,886.0,1.0,1.0,997.0,63.0,689.0,15.0,611.0,44.0,182.0,96.0,195.0,3.0,9.907805e-06,23.45731,238315.2,2779135.0,23.2774,4.34567
737.0,381.0,5.0,1.0,543.0,82.0,247.0,66.0,191.0,73.0,611.0,40.0,802.0,3.0,0.0005541711,59.92708,98416.24,61404200.0,63.5379,26.8147
572.0,853.0,1.0,2.0,494.0,41.0,564.0,49.0,555.0,61.0,371.0,82.0,998.0,80.0,7.774515e-05,63.1728,40642.28,48044980.0,63.7976,32.4491
