VIN,VB1,C0_value,R0_value,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
677,356,2,8,484,18,833,64,153,44,692,88,572,4,2.97E-04,3.93E+01,5.77E+05,2.31E+08,1.45E+01,9.74E+00
763,590,4,9,469,74,502,10,358,17,795,59,839,46,1.64E-04,2.84E+01,3.71E+05,1.16E+08,3.28E+00,-1.74E+00
254,915,4,1,835,40,238,22,169,32,536,22,368,51,1.41E-05,1.45E+01,1.53E+05,7.38E+05,7.50E+01,1.51E+01
783,516,6,3,836,40,248,94,733,33,536,22,388,51,1.85E-04,1.56E+01,5.77E+05,2.17E+06,4.88E+01,4.57E+00
264,950,8,2,765,78,625,15,168,82,651,76,376,39,5.72E-06,3.18E+01,1.08E+04,3.05E+05,8.35E+01,2.16E+01
229,376,7,2,635,91,725,31,156,26,922,37,859,17,8.65E-04,2.85E+01,1.40E+06,3.60E+08,3.39E+01,1.55E+01
764,347,1,9,977,70,959,78,630,72,872,88,181,90,2.66E-04,5.42E+00,3.38E+06,3.38E+06,4.75E+01,2.53E+01
783,334,1,7,688,49,718,35,878,24,872,88,856,81,3.61E-04,2.70E+01,1.40E+06,4.80E+07,1.56E+01,3.31E+00
944,228,5,7,643,86,932,84,622,11,208,93,632,90,3.34E-04,2.79E+01,9.84E+04,2.78E+06,1.55E+02,2.08E+01
326,336,1,7,238,67,841,25,116,43,505,99,751,11,8.41E-04,5.24E+01,1.40E+06,8.72E+08,6.21E+00,5.74E+00
677,870,2,5,476,18,153,71,153,43,167,89,564,5,8.66E-05,-3.83E+00,-1.00E+01,-1.00E+01,-4.78E+01,-6.36E+00
582,277,3,9,523,47,876,64,624,20,247,38,522,17,1.39E-03,3.00E+01,2.17E+06,1.06E+09,-2.32E+01,-1.24E+01
678,861,1,5,529,13,446,65,179,74,623,63,778,14,5.66E-05,3.58E+01,5.77E+05,2.54E+07,2.73E+01,8.48E+00
323,683,8,1,746,78,686,71,405,58,220,25,966,27,4.73E-04,4.99E+01,9.84E+04,3.95E+07,1.17E+02,3.68E+01
766,749,5,6,782,52,979,58,171,93,668,76,578,70,9.16E-05,1.23E+01,5.77E+05,2.17E+06,5.43E+00,2.68E+00
329,392,8,3,947,73,194,81,156,82,893,37,184,16,2.36E-03,8.85E+00,5.27E+06,1.16E+08,3.03E+01,1.56E+01
225,854,1,5,292,67,929,33,118,42,402,99,772,17,2.83E-05,5.78E+01,4.06E+04,1.98E+07,5.58E+01,2.34E+01
806,213,1,8,545,12,439,65,194,74,634,38,342,14,5.08E-05,4.56E-01,2.17E+06,5.77E+05,5.02E+01,7.57E+00
676,799,1,6,536,14,197,40,837,64,639,45,817,25,1.42E-04,3.62E+01,8.98E+05,7.48E+07,4.26E+01,1.34E+01
801,707,7,4,737,13,201,44,852,64,635,46,355,27,5.84E-05,2.00E+01,1.53E+05,1.15E+06,1.28E+02,1.45E+01
330,204,1,2,554,80,986,70,188,58,639,24,969,25,1.48E-03,2.04E+01,1.98E+07,2.82E+08,2.55E+01,1.10E+01
336,347,1,9,741,76,720,70,623,24,224,10,856,32,1.98E-03,4.48E+01,2.17E+06,1.65E+09,-2.07E+00,1.09E+00
750,683,8,1,647,92,683,35,411,58,867,98,966,85,1.93E-04,2.67E+01,3.71E+05,6.73E+06,1.20E+02,2.22E+01
241,854,1,7,292,53,928,33,118,42,423,99,638,6,2.23E-05,2.19E+01,8.98E+05,1.05E+07,2.81E+01,8.07E+00
930,224,5,4,689,66,932,84,871,11,208,92,773,92,4.16E-04,3.18E+01,9.84E+04,2.78E+06,1.21E+02,3.07E+01
337,677,7,1,737,78,971,71,167,32,133,24,956,51,4.30E-04,3.80E+01,3.71E+05,3.95E+07,1.42E+02,2.73E+01
246,512,6,2,844,40,208,22,187,58,529,22,389,26,9.46E-04,1.18E+01,3.38E+06,1.28E+07,5.37E+01,1.75E+01
323,683,8,1,741,78,686,71,405,27,220,28,963,27,4.74E-04,1.90E+01,1.40E+06,8.19E+06,1.19E+02,3.37E+01
235,389,6,1,634,91,725,31,156,52,908,37,847,17,7.73E-04,2.37E+01,2.17E+06,3.09E+07,8.05E+01,2.12E+01
238,376,1,1,981,93,961,31,149,26,871,37,832,14,6.54E-04,2.84E+01,8.19E+06,1.49E+08,5.60E+01,2.24E+01
755,347,7,9,628,70,722,81,630,72,922,88,181,88,4.10E-04,7.87E+00,8.98E+05,1.79E+06,3.32E+01,1.39E+01
330,675,7,1,544,11,987,71,178,57,126,28,955,15,3.27E-04,4.42E+01,9.84E+04,1.28E+07,9.17E+01,4.37E+01
710,806,1,9,722,78,446,65,185,74,665,24,783,25,1.28E-04,2.50E+01,3.38E+06,6.14E+07,3.19E+01,1.60E+01
678,806,1,6,536,12,201,65,179,74,647,39,798,14,1.34E-04,5.75E+01,9.84E+04,6.14E+07,6.45E+01,2.41E+01
676,798,1,8,529,17,436,40,837,64,639,45,817,25,1.12E-04,6.50E+01,4.06E+04,1.16E+08,3.19E+01,1.11E+01
329,438,8,3,947,38,257,74,156,32,893,37,185,16,1.42E-03,1.19E+01,3.38E+06,6.14E+07,3.11E+01,1.63E+01
235,516,6,2,877,59,185,22,164,82,535,22,372,50,1.06E-03,4.21E+00,5.27E+06,5.27E+06,7.52E+01,2.90E+01
369,679,8,5,746,79,986,71,179,57,636,25,973,13,2.97E-04,3.39E+01,3.71E+05,1.81E+08,4.38E+01,1.86E+01
638,861,1,1,529,13,446,65,187,74,622,63,770,26,6.35E-05,5.74E+01,6.32E+04,3.09E+07,2.01E+01,4.12E+00
235,771,6,5,528,88,725,66,156,52,948,37,847,17,1.61E-04,3.34E+01,3.71E+05,6.14E+07,5.29E+01,1.99E+01
741,423,1,1,641,14,201,29,179,74,647,39,797,13,1.01E-04,1.40E+01,3.38E+06,1.28E+07,8.28E+01,2.46E+01
323,683,7,1,707,78,725,71,408,27,220,28,952,25,4.48E-04,1.90E+01,1.40E+06,1.05E+07,1.14E+02,3.43E+01
325,675,6,1,544,11,987,71,174,57,126,28,955,19,3.43E-04,4.90E+01,6.32E+04,1.63E+07,9.71E+01,4.05E+01
226,376,1,1,981,93,961,71,190,57,150,24,832,14,1.43E-03,5.11E+01,1.40E+06,8.72E+08,7.42E+01,2.09E+01
330,675,7,2,737,78,987,24,146,26,850,36,956,26,1.21E-04,2.42E+01,5.77E+05,6.73E+06,1.30E+02,2.59E+01
715,389,1,5,634,14,202,39,855,64,652,37,817,17,1.66E-04,2.62E+01,1.40E+06,3.09E+07,9.28E+00,9.75E+00
208,806,5,1,536,89,719,26,137,52,797,45,725,25,4.42E-05,1.99E+01,3.71E+05,4.32E+06,6.94E+01,1.37E+01
296,498,1,2,844,40,218,22,191,58,400,22,398,17,9.19E-04,1.84E+01,1.28E+07,1.49E+08,5.02E+01,1.73E+01
243,867,6,5,292,67,915,33,116,42,530,99,762,25,2.50E-05,4.76E+01,1.68E+04,3.38E+06,9.71E+01,3.08E+01
314,657,7,1,746,76,686,74,444,58,632,25,966,29,5.52E-04,3.47E+01,5.77E+05,3.09E+07,1.05E+02,3.09E+01
331,683,8,1,805,79,986,71,177,58,223,25,966,26,3.29E-04,3.67E+01,3.71E+05,1.98E+07,1.10E+02,3.40E+01
306,678,8,2,746,79,702,69,188,58,636,25,963,27,4.06E-04,2.60E+01,8.98E+05,1.63E+07,8.25E+01,2.33E+01
777,347,1,9,643,91,994,36,630,23,872,88,853,90,4.04E-04,2.65E+01,2.17E+06,7.48E+07,4.07E+00,1.57E+00
238,376,1,1,981,89,961,31,138,26,871,39,832,14,6.55E-04,2.82E+01,8.19E+06,1.49E+08,5.69E+01,2.27E+01
254,516,6,2,836,40,249,22,167,33,561,22,389,50,8.61E-04,8.14E+00,3.38E+06,6.73E+06,8.21E+01,2.56E+01
330,675,7,1,544,9,986,71,178,62,132,28,955,50,3.55E-04,2.31E+01,5.77E+05,8.19E+06,1.11E+02,3.05E+01
337,700,7,1,737,78,998,71,167,30,146,24,942,15,2.75E-04,2.74E+01,8.98E+05,1.63E+07,7.88E+01,3.72E+01
678,349,1,6,635,12,724,65,179,23,647,37,823,17,1.77E-04,1.99E+01,3.38E+06,3.09E+07,2.23E+01,1.03E+01
764,803,1,9,538,91,194,35,630,73,872,89,858,90,1.76E-04,3.65E+01,1.40E+06,1.16E+08,-2.94E+00,-5.38E+02
331,678,7,1,737,78,971,71,149,30,146,24,941,15,3.36E-04,2.69E+01,8.98E+05,1.63E+07,8.91E+01,3.98E+01
337,698,7,1,737,78,997,71,171,32,133,24,956,51,3.57E-04,3.81E+01,3.71E+05,2.54E+07,1.31E+02,2.92E+01
337,677,7,1,737,78,971,71,167,32,133,24,956,51,4.30E-04,3.80E+01,3.71E+05,3.95E+07,1.42E+02,2.73E+01
330,675,7,1,523,11,987,71,178,57,126,28,955,14,3.24E-04,3.99E+01,1.53E+05,1.28E+07,8.97E+01,4.45E+01
235,389,6,1,634,91,619,33,156,52,908,36,847,18,9.45E-04,2.35E+01,3.38E+06,3.95E+07,7.52E+01,2.09E+01
668,806,1,6,536,12,201,65,214,74,647,39,798,23,1.44E-04,3.24E+01,1.40E+06,6.14E+07,6.11E+01,1.92E+01
331,683,8,1,805,87,986,71,177,58,217,26,966,21,3.31E-04,4.79E+01,9.84E+04,2.54E+07,1.02E+02,3.58E+01
758,347,1,9,643,77,718,35,630,23,872,88,793,90,4.96E-04,2.67E+01,2.17E+06,9.56E+07,2.33E+00,1.62E+00
226,376,1,1,526,93,943,71,189,57,107,24,973,14,1.50E-03,3.96E+01,5.27E+06,1.06E+09,6.40E+01,1.95E+01
325,675,6,1,990,11,987,71,178,57,149,28,831,18,3.17E-04,4.81E+01,6.32E+04,1.05E+07,9.60E+01,4.14E+01
330,675,7,1,737,78,987,69,188,58,126,24,956,27,3.59E-04,4.21E+01,2.38E+05,3.09E+07,1.19E+02,3.30E+01
226,376,1,1,981,93,961,69,190,57,190,24,832,14,1.38E-03,4.31E+01,3.38E+06,6.82E+08,7.38E+01,2.12E+01
337,347,7,9,642,91,957,35,621,23,634,88,856,90,1.85E-03,3.59E+01,5.77E+05,6.82E+08,-1.01E+01,-9.75E+00
756,679,1,2,746,79,712,71,200,58,873,21,966,27,1.78E-04,1.81E+01,5.27E+06,3.95E+07,5.59E+01,2.26E+01
324,675,6,1,544,83,986,71,174,57,153,29,878,19,3.60E-04,5.72E+01,6.32E+04,4.80E+07,1.08E+02,3.26E+01
348,678,8,1,746,6,994,71,188,58,636,24,958,27,2.18E-04,1.25E+01,8.98E+05,2.78E+06,9.18E+01,4.31E+01
331,423,1,1,544,14,969,29,108,57,647,27,837,13,3.70E-04,1.39E+01,1.28E+07,3.95E+07,8.15E+01,3.01E+01
739,676,7,1,640,11,210,71,177,73,126,39,955,15,1.09E-04,3.24E+01,1.53E+05,5.27E+06,9.01E+01,4.37E+01
741,490,1,1,641,14,201,29,178,74,647,39,797,23,9.95E-05,1.01E+01,3.38E+06,8.19E+06,8.62E+01,2.64E+01
337,747,7,1,737,78,998,71,188,28,146,24,942,14,1.75E-04,2.47E+01,5.77E+05,1.05E+07,4.91E+01,6.66E+00
330,719,8,2,805,79,962,71,188,58,636,25,966,33,2.19E-04,2.25E+01,8.98E+05,8.19E+06,1.16E+02,2.53E+01
323,640,8,1,746,78,686,71,405,58,220,25,966,26,6.42E-04,4.20E+01,3.71E+05,6.14E+07,1.31E+02,3.25E+01
330,699,7,1,737,78,998,71,184,30,146,23,942,15,2.77E-04,2.78E+01,8.98E+05,1.63E+07,7.89E+01,3.78E+01
309,678,7,1,737,78,971,71,149,30,146,24,896,15,3.40E-04,2.81E+01,8.98E+05,1.98E+07,9.20E+01,3.89E+01
234,425,1,1,635,93,193,31,190,57,148,22,832,11,2.11E-03,1.72E+01,3.09E+07,2.31E+08,7.03E+01,2.34E+01
734,373,1,1,984,14,965,66,178,73,611,40,797,3,7.03E-05,2.38E+01,1.40E+06,1.98E+07,6.75E+01,2.09E+01
705,681,1,6,536,78,238,65,171,74,216,39,788,15,4.90E-04,3.45E+01,5.27E+06,5.60E+08,2.33E+01,1.08E+01
305,807,7,1,746,11,686,66,412,57,650,24,966,25,1.08E-04,3.23E+01,1.53E+05,5.27E+06,6.24E+01,8.85E+00
678,677,1,1,536,12,987,65,179,57,647,39,795,14,1.21E-04,2.35E+01,2.17E+06,3.09E+07,5.95E+01,1.93E+01
324,803,6,5,482,83,185,71,173,73,153,29,880,19,3.33E-04,1.92E+01,1.40E+06,9.56E+07,6.65E+01,2.19E+01
329,675,7,1,544,6,997,79,178,57,150,28,872,13,3.10E-04,4.49E+01,6.32E+04,1.05E+07,9.03E+01,4.59E+01
325,675,6,1,990,11,992,71,178,57,124,28,959,18,3.09E-04,4.75E+01,6.32E+04,1.05E+07,9.38E+01,4.37E+01
668,808,7,6,536,11,978,65,214,74,647,39,796,23,6.48E-05,2.29E+01,2.38E+05,2.78E+06,1.10E+02,1.96E+01
330,673,1,1,500,11,201,71,177,51,126,27,956,15,7.30E-04,7.84E+00,1.98E+07,3.09E+07,6.52E+01,3.79E+01
737,439,8,1,746,13,989,27,179,58,636,25,966,27,6.18E-05,4.75E+00,3.71E+05,4.74E+05,9.85E+01,3.00E+01
333,679,1,1,616,87,201,72,187,65,647,39,797,13,1.17E-03,1.69E+01,1.98E+07,1.16E+08,1.83E+01,6.89E+00
337,700,6,1,737,78,998,71,167,30,146,34,942,17,2.82E-04,2.28E+01,1.40E+06,1.28E+07,8.65E+01,3.92E+01
331,683,8,1,805,86,986,71,177,53,217,26,966,21,3.34E-04,5.60E+01,4.06E+04,2.54E+07,1.02E+02,3.58E+01
226,358,1,5,981,93,947,64,215,56,150,24,881,23,1.44E-03,3.58E+01,5.27E+06,1.36E+09,1.18E+01,5.70E+00
668,806,1,1,517,12,201,71,188,75,647,39,798,13,1.47E-04,5.73E+01,9.84E+04,4.80E+07,6.87E+00,1.31E+00
635,670,1,6,525,72,201,63,214,72,647,39,954,26,7.15E-04,3.84E+01,3.38E+06,4.38E+08,1.50E+01,9.34E+00
362,798,7,2,727,17,987,71,187,50,126,24,799,23,1.10E-04,5.43E+01,1.68E+04,8.19E+06,9.51E+01,4.47E+01
322,423,5,1,669,14,201,70,179,74,161,39,770,11,1.00E-03,4.58E+01,2.38E+05,4.80E+07,1.28E+02,2.52E+01
743,675,1,1,975,10,987,29,178,56,635,27,828,14,3.45E-05,1.17E+01,1.40E+06,4.32E+06,7.36E+01,2.25E+01
226,392,1,1,981,13,956,71,189,61,150,27,832,14,6.68E-04,2.74E+01,3.38E+06,7.48E+07,1.02E+02,2.63E+01
325,658,6,1,990,88,962,71,178,57,124,24,959,18,4.03E-04,5.46E+01,9.84E+04,3.95E+07,1.03E+02,3.56E+01
226,377,1,1,981,92,961,71,189,58,150,24,954,13,1.38E-03,4.94E+01,1.40E+06,6.82E+08,7.58E+01,2.24E+01
330,673,7,2,737,78,987,71,187,53,126,24,833,27,3.84E-04,4.10E+01,2.38E+05,4.38E+08,7.72E+01,2.12E+01
331,729,7,1,736,78,998,71,166,30,146,25,948,11,2.01E-04,2.10E+01,8.98E+05,8.19E+06,3.81E+01,4.52E+00
330,679,8,2,746,78,986,71,188,57,583,23,966,27,2.99E-04,2.43E+01,8.98E+05,1.28E+07,9.44E+01,2.38E+01
306,723,6,1,737,78,998,71,167,30,146,34,942,18,2.33E-04,2.40E+01,8.98E+05,1.28E+07,7.91E+01,3.76E+01
337,670,6,1,544,83,986,71,209,57,153,29,878,14,3.53E-04,4.72E+01,2.38E+05,3.95E+07,9.24E+01,3.59E+01
678,686,1,5,536,11,208,65,403,74,647,39,798,12,1.70E-04,3.33E+01,1.40E+06,7.48E+07,4.83E+01,1.12E+01
323,802,8,1,746,78,681,71,180,57,215,25,966,27,1.36E-04,5.89E+01,1.68E+04,1.63E+07,5.59E+01,7.87E+00
376,679,7,1,973,10,983,65,178,73,125,40,797,3,2.11E-04,6.51E+00,8.98E+05,1.79E+06,4.22E+01,4.02E+00
759,368,1,1,530,13,987,71,166,56,612,30,955,14,8.67E-05,1.35E+01,3.38E+06,1.28E+07,8.52E+01,2.64E+01
329,675,6,1,544,9,987,71,197,57,126,28,875,15,3.27E-04,4.61E+01,9.84E+04,1.28E+07,9.31E+01,4.26E+01
317,675,6,1,544,84,986,71,174,57,153,28,957,19,3.54E-04,5.70E+01,6.32E+04,4.80E+07,1.03E+02,3.37E+01
668,806,1,6,536,12,201,65,214,74,652,39,798,25,1.44E-04,3.00E+01,1.40E+06,6.14E+07,5.92E+01,1.86E+01
678,806,1,6,536,12,201,65,179,74,641,39,798,14,1.34E-04,5.76E+01,9.84E+04,6.14E+07,6.47E+01,2.41E+01
668,806,1,6,536,12,201,65,215,74,641,39,806,14,1.41E-04,5.80E+01,9.84E+04,6.14E+07,6.36E+01,2.33E+01
678,806,1,6,536,12,201,65,258,73,646,39,802,22,1.38E-04,3.64E+01,8.98E+05,6.14E+07,6.15E+01,1.71E+01
754,424,1,1,984,14,208,66,151,73,646,44,804,3,6.41E-05,2.37E+01,1.40E+06,1.98E+07,6.40E+01,1.85E+01
741,375,1,1,641,13,977,29,108,74,611,38,797,13,6.99E-05,6.59E+00,3.38E+06,5.27E+06,8.69E+01,2.66E+01
325,617,6,1,546,88,979,71,126,57,124,24,961,17,5.18E-04,5.43E+01,9.84E+04,9.56E+07,1.22E+02,3.02E+01
272,674,6,1,983,83,986,67,174,57,153,24,875,18,3.39E-04,5.41E+01,6.32E+04,3.09E+07,9.98E+01,3.63E+01
670,675,1,5,535,10,190,70,174,56,126,38,783,19,2.18E-04,3.92E+01,8.98E+05,2.82E+08,6.06E+01,1.42E+01
332,806,6,1,544,12,985,65,179,74,641,28,969,13,7.29E-05,2.86E+01,2.38E+05,1.05E+07,2.97E+01,2.65E+00
811,369,1,1,527,12,987,72,165,56,639,24,961,14,4.39E-05,7.67E+00,2.17E+06,3.38E+06,8.44E+01,2.97E+01
203,375,1,1,984,94,961,71,190,56,115,29,849,14,1.47E-03,3.99E+01,5.27E+06,8.72E+08,7.33E+01,1.98E+01
328,678,7,1,807,87,998,79,178,57,162,28,872,13,3.54E-04,4.13E+01,2.38E+05,2.54E+07,8.48E+01,3.97E+01
331,674,8,1,541,5,984,71,177,52,233,20,966,21,2.74E-04,2.54E+01,3.71E+05,5.27E+06,9.44E+01,4.29E+01
678,913,1,6,536,12,201,65,179,74,644,38,798,15,3.20E-05,4.49E+01,1.53E+05,1.63E+07,-1.20E+01,-2.25E+00
734,310,1,1,984,14,965,66,178,73,611,40,797,3,7.12E-05,2.30E+01,1.40E+06,1.98E+07,7.11E+01,2.36E+01
774,427,6,1,504,17,986,71,160,53,612,30,876,19,9.46E-05,1.25E+01,5.77E+05,2.17E+06,1.03E+02,2.61E+01
308,732,1,1,545,78,987,67,166,56,152,28,928,14,1.97E-04,5.35E+01,3.71E+05,1.16E+08,2.59E+01,7.14E+00
325,700,7,1,990,78,997,71,156,57,149,28,941,18,2.83E-04,5.58E+01,4.06E+04,2.54E+07,8.93E+01,4.08E+01
337,674,5,1,729,10,987,71,167,30,146,24,824,14,3.18E-04,2.50E+01,8.98E+05,1.05E+07,9.15E+01,4.58E+01
306,723,6,1,951,76,998,71,167,30,146,34,942,18,2.33E-04,2.37E+01,8.98E+05,1.05E+07,7.95E+01,3.88E+01
325,675,6,1,737,16,985,71,178,57,124,24,959,18,3.39E-04,5.01E+01,6.32E+04,1.63E+07,9.52E+01,4.30E+01
318,309,1,1,990,80,995,66,167,72,183,27,929,18,1.23E-03,3.21E+01,8.19E+06,4.38E+08,7.21E+01,1.90E+01
740,700,7,1,983,11,966,70,165,57,576,40,797,1,4.47E-05,2.63E+01,1.53E+05,4.32E+06,-3.02E+01,-2.22E+00
754,424,1,1,984,9,208,66,178,73,611,44,802,3,4.30E-05,2.16E+01,8.98E+05,1.05E+07,7.16E+01,2.07E+01
734,372,1,1,984,14,965,68,150,73,639,40,798,3,6.95E-05,2.23E+01,1.40E+06,1.98E+07,6.73E+01,2.10E+01
668,806,1,6,536,12,201,65,215,74,641,39,806,14,1.41E-04,5.80E+01,9.84E+04,6.14E+07,6.36E+01,2.33E+01
670,675,1,5,535,10,190,70,174,56,126,37,783,19,2.16E-04,3.81E+01,8.98E+05,2.82E+08,6.08E+01,1.43E+01
678,673,1,1,536,12,201,65,258,73,631,39,803,22,1.78E-04,2.10E+01,3.38E+06,3.09E+07,6.55E+01,2.46E+01
324,807,6,5,603,83,986,70,174,57,168,28,851,19,9.21E-05,5.89E+01,1.68E+04,9.56E+07,1.04E+02,2.43E+01
673,768,1,5,536,6,201,29,180,73,646,34,797,22,7.64E-05,1.63E+01,2.17E+06,1.28E+07,9.39E+01,2.02E+01
741,423,1,1,641,14,201,64,256,74,647,39,801,12,1.10E-04,1.70E+01,3.38E+06,1.63E+07,7.98E+01,2.34E+01
668,770,1,6,533,12,189,67,214,74,647,24,745,23,1.58E-04,1.93E+01,3.38E+06,3.09E+07,5.43E+01,1.66E+01
272,683,6,1,982,82,985,64,174,57,153,38,875,18,3.12E-04,5.40E+01,6.32E+04,3.09E+07,9.91E+01,3.54E+01
668,805,1,6,536,12,201,65,213,69,647,34,798,23,1.43E-04,3.01E+01,1.40E+06,4.80E+07,6.34E+01,1.99E+01
678,806,1,6,536,12,201,65,179,74,647,39,798,13,1.33E-04,5.80E+01,9.84E+04,6.14E+07,6.31E+01,2.49E+01
668,832,1,5,535,11,201,65,215,56,662,39,805,13,1.13E-04,2.59E+01,2.17E+06,2.54E+07,4.25E+01,2.29E+01
670,667,1,5,535,10,190,70,174,73,111,38,765,16,2.10E-04,3.75E+01,8.98E+05,2.82E+08,6.05E+01,1.58E+01
686,656,6,1,531,11,148,71,178,77,137,24,970,17,1.76E-04,2.76E+01,3.71E+05,8.19E+06,9.42E+01,3.56E+01
294,807,1,6,989,88,998,64,179,52,616,38,796,17,7.82E-05,3.66E+01,8.98E+05,4.80E+07,5.78E+01,2.11E+01
734,679,7,1,984,14,938,66,156,73,696,39,940,17,5.95E-05,1.47E+01,3.71E+05,1.40E+06,8.74E+01,4.04E+01
325,267,1,1,991,78,997,71,171,57,102,28,797,3,1.18E-03,1.17E+01,3.09E+07,7.48E+07,6.33E+01,3.03E+01
734,354,1,1,984,12,967,66,256,73,611,40,813,21,6.35E-05,7.53E+00,2.17E+06,3.38E+06,8.78E+01,2.74E+01
678,824,1,4,536,15,194,65,179,73,646,39,802,3,1.22E-04,8.22E+00,5.27E+06,1.28E+07,-4.86E+01,-7.41E+00
673,768,1,5,536,6,201,29,180,73,646,34,797,22,7.64E-05,1.63E+01,2.17E+06,1.28E+07,9.39E+01,2.02E+01
754,424,1,1,984,9,208,66,178,73,611,44,768,3,4.30E-05,2.12E+01,8.98E+05,1.05E+07,7.23E+01,2.12E+01
734,310,1,1,941,14,973,65,178,70,646,40,796,3,7.37E-05,2.33E+01,1.40E+06,1.98E+07,7.01E+01,2.32E+01
678,806,1,6,536,12,186,65,179,74,616,39,798,14,1.36E-04,5.77E+01,9.84E+04,6.14E+07,6.53E+01,2.41E+01
727,418,6,1,599,14,986,70,174,73,168,28,850,11,1.23E-04,2.21E+01,5.77E+05,5.27E+06,1.03E+02,2.88E+01
337,811,1,5,641,82,255,64,256,57,644,39,798,19,2.18E-04,2.89E+01,3.38E+06,9.56E+07,4.55E+01,1.96E+01
668,806,1,6,536,12,201,65,215,74,641,39,806,14,1.41E-04,5.80E+01,9.84E+04,6.14E+07,6.36E+01,2.33E+01
324,675,6,1,544,83,986,71,182,57,153,29,878,19,3.61E-04,5.73E+01,6.32E+04,4.80E+07,1.08E+02,3.27E+01
674,791,1,6,530,12,209,65,179,74,647,39,744,15,1.46E-04,3.74E+01,8.98E+05,6.14E+07,6.42E+01,2.12E+01
734,387,1,1,988,17,954,66,191,71,611,40,797,3,8.30E-05,2.62E+01,1.40E+06,2.54E+07,6.31E+01,1.93E+01
754,424,1,1,987,8,208,67,137,74,628,43,802,3,3.72E-05,1.78E+01,1.40E+06,8.19E+06,7.34E+01,2.17E+01
741,423,1,1,635,14,195,27,137,81,647,39,797,6,9.90E-05,1.83E+01,3.38E+06,1.98E+07,7.08E+01,2.57E+01
674,806,1,6,536,14,238,65,258,73,699,39,801,22,1.46E-04,3.66E+01,8.98E+05,7.48E+07,5.71E+01,1.83E+01
737,372,1,1,992,11,995,68,150,72,639,30,798,1,5.23E-05,2.72E+01,8.98E+05,1.98E+07,4.79E+01,1.06E+01
676,371,1,5,978,13,201,29,149,73,646,34,675,2,1.10E-04,2.49E+01,2.17E+06,2.54E+07,8.25E+01,1.94E+01
