VIN,VB1,C0_value,R0_value,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
274,844,7,4,953,78,846,71,312,90,323,74,338,17,7.20E-05,5.88E+01,1.08E+04,1.28E+07,1.30E+02,2.63E+01
310,858,5,1,239,66,173,73,247,51,321,92,338,86,2.48E-04,5.68E+01,6.32E+04,3.95E+07,1.12E+02,2.56E+01
509,711,8,1,648,69,295,22,358,60,754,96,805,23,2.71E-04,6.24E+01,1.68E+04,2.54E+07,9.78E+01,2.95E+01
269,858,6,5,953,83,846,73,287,48,323,74,336,17,6.12E-05,4.41E+01,6.32E+04,1.28E+07,1.29E+02,2.45E+01
481,719,6,1,641,66,261,20,204,93,765,92,799,90,2.23E-04,1.82E+01,1.40E+06,8.19E+06,1.28E+02,2.22E+01
503,735,8,1,656,69,294,22,362,60,309,99,343,22,2.93E-04,6.05E+01,2.61E+04,2.54E+07,1.19E+02,2.87E+01
543,654,6,2,943,81,847,72,288,49,323,12,361,21,3.82E-04,2.07E+01,1.40E+06,1.28E+07,7.38E+01,1.98E+01
315,858,1,6,934,83,846,72,497,33,330,75,947,17,4.65E-05,1.41E+01,1.40E+06,5.27E+06,3.56E+01,1.83E+01
274,845,7,2,239,67,191,70,235,94,323,92,341,87,2.47E-04,3.55E+01,3.71E+05,2.31E+08,7.66E+01,1.48E+01
345,858,6,6,953,83,846,73,287,51,323,74,338,15,5.81E-05,4.00E+01,9.84E+04,1.63E+07,1.20E+02,2.33E+01
511,717,6,1,248,69,295,22,358,96,778,90,805,23,2.39E-04,4.13E+01,3.71E+05,3.09E+07,9.07E+01,2.77E+01
503,690,8,1,640,82,295,15,362,61,754,96,279,16,2.44E-04,3.40E+01,3.71E+05,1.28E+07,1.20E+02,2.46E+01
511,717,6,1,933,69,295,21,291,52,789,73,805,14,2.16E-04,4.19E+01,1.53E+05,1.98E+07,6.72E+01,1.64E+01
345,876,6,6,252,82,845,73,353,94,323,90,338,23,4.67E-05,5.72E+01,1.08E+04,1.98E+07,1.24E+02,2.18E+01
269,858,5,5,924,83,846,73,286,94,323,74,338,17,5.75E-05,5.79E+01,1.68E+04,1.63E+07,1.23E+02,2.54E+01
274,845,7,2,258,67,173,70,207,47,302,92,332,87,3.09E-04,5.62E+01,6.32E+04,4.38E+08,2.77E+01,1.14E+01
274,847,7,2,628,67,173,70,235,92,740,96,338,87,2.13E-04,2.43E+01,8.98E+05,1.05E+07,6.11E+01,1.61E+01
509,709,8,1,250,69,295,22,358,60,316,91,805,23,2.80E-04,2.72E+01,5.77E+05,1.28E+07,1.14E+02,2.73E+01
528,711,4,1,632,80,295,22,358,98,754,96,805,23,2.52E-04,4.40E+01,2.38E+05,3.95E+07,8.26E+01,2.71E+01
510,717,8,1,647,68,295,22,358,59,754,96,805,16,2.32E-04,3.07E+01,3.71E+05,1.05E+07,7.97E+01,2.84E+01
275,845,7,1,623,70,173,72,231,58,272,92,810,15,1.84E-04,3.92E+00,1.40E+06,1.40E+06,0.00E+00,0.00E+00
537,717,6,1,247,83,295,22,361,98,754,96,330,78,2.44E-04,1.68E+01,1.40E+06,6.73E+06,7.55E+01,1.74E+01
274,844,7,6,953,78,846,72,286,90,323,75,338,17,7.24E-05,5.82E+01,1.08E+04,9.56E+07,7.66E+01,1.94E+01
276,858,6,3,953,80,846,73,334,51,323,74,338,14,5.72E-05,3.30E+01,1.53E+05,5.27E+06,8.85E+01,3.52E+01
269,858,6,5,953,83,846,73,287,48,323,73,338,17,6.11E-05,4.49E+01,4.06E+04,1.28E+07,1.29E+02,2.46E+01
310,858,5,1,239,66,173,72,247,51,321,92,342,86,2.45E-04,5.69E+01,6.32E+04,3.95E+07,1.11E+02,2.58E+01
509,695,8,1,640,69,312,22,362,60,754,96,805,23,3.01E-04,6.34E+01,1.68E+04,2.54E+07,1.04E+02,2.79E+01
496,665,8,1,640,66,295,22,358,60,754,96,805,17,3.64E-04,3.28E+01,5.77E+05,1.63E+07,1.03E+02,2.75E+01
509,700,8,1,638,69,429,20,361,50,754,96,343,22,2.31E-04,3.37E+01,2.38E+05,1.05E+07,1.17E+02,2.55E+01
500,735,8,1,656,69,294,22,358,60,309,99,804,22,2.14E-04,2.59E+01,5.77E+05,8.19E+06,9.54E+01,3.33E+01
283,845,7,1,262,68,173,71,285,58,272,73,338,82,2.97E-04,5.68E+01,4.06E+04,3.95E+07,1.26E+02,2.51E+01
269,858,6,6,928,83,846,73,206,52,238,92,415,18,5.85E-05,3.08E+01,1.53E+05,6.73E+06,1.20E+02,2.35E+01
269,876,6,5,960,83,846,73,287,48,323,74,338,13,4.04E-05,3.14E+01,9.84E+04,3.38E+06,9.65E+01,2.91E+01
509,695,8,1,640,71,312,22,362,60,754,96,805,23,3.02E-04,6.35E+01,1.68E+04,2.54E+07,1.04E+02,2.78E+01
269,693,6,5,953,83,846,73,287,48,326,73,313,23,5.14E-04,5.68E+01,6.32E+04,6.82E+08,8.50E+00,4.13E+00
503,859,8,1,640,69,295,22,362,59,754,96,829,16,3.58E-05,3.26E+01,6.32E+04,3.38E+06,0.00E+00,0.00E+00
379,858,5,1,929,66,173,68,246,51,320,74,342,87,2.16E-04,5.60E+01,4.06E+04,2.54E+07,1.03E+02,3.20E+01
269,858,5,5,184,83,878,73,285,91,323,91,373,15,5.53E-05,5.67E+01,1.68E+04,1.98E+07,1.19E+02,2.20E+01
530,875,6,1,632,83,274,74,358,99,754,96,828,9,7.17E-05,1.35E+01,5.77E+05,3.38E+06,0.00E+00,0.00E+00
345,763,5,5,252,82,865,21,353,94,323,90,338,22,7.52E-05,2.71E+01,3.71E+05,8.19E+06,2.52E+01,1.29E+01
259,858,6,4,229,84,863,73,287,48,274,73,338,17,6.08E-05,3.64E+01,1.53E+05,8.19E+06,1.20E+02,2.61E+01
283,845,6,1,965,65,173,72,291,58,356,73,338,82,2.82E-04,5.63E+01,4.06E+04,2.54E+07,1.11E+02,2.92E+01
345,858,5,6,953,66,846,73,248,51,320,74,343,11,5.26E-05,3.02E+01,2.38E+05,6.73E+06,1.16E+02,2.69E+01
310,858,5,1,239,82,173,73,285,51,323,92,338,86,2.52E-04,5.65E+01,6.32E+04,4.80E+07,1.12E+02,2.51E+01
263,844,7,5,953,72,846,72,285,90,323,75,338,16,7.16E-05,5.86E+01,1.08E+04,4.80E+07,1.11E+02,2.28E+01
274,846,7,1,628,67,173,70,235,92,740,96,338,85,2.16E-04,2.46E+01,8.98E+05,1.05E+07,1.10E+02,2.57E+01
274,844,7,1,638,78,833,72,286,90,318,75,336,17,7.36E-05,5.84E+01,1.08E+04,1.05E+07,6.80E+01,1.20E+01
509,744,8,5,961,69,276,22,376,60,760,96,806,23,2.02E-04,5.34E+01,4.06E+04,1.81E+08,4.41E+01,1.19E+01
505,710,8,1,639,69,290,20,358,95,320,96,796,27,2.74E-04,6.14E+01,2.61E+04,2.54E+07,1.12E+02,3.12E+01
345,801,4,5,239,82,849,74,353,58,756,90,346,23,1.46E-04,4.63E+01,1.53E+05,1.49E+08,2.28E+01,9.50E+00
509,719,7,5,641,69,312,22,362,60,754,74,805,23,2.36E-04,5.67E+01,4.06E+04,2.31E+08,2.01E+01,1.28E+01
269,858,5,1,922,85,846,73,286,90,323,96,338,16,5.88E-05,5.98E+01,1.08E+04,1.05E+07,5.75E+01,9.06E+00
344,857,5,5,261,81,845,72,289,94,323,74,338,17,5.78E-05,5.69E+01,1.68E+04,2.54E+07,1.19E+02,2.09E+01
269,876,6,5,914,83,845,73,349,93,293,90,291,23,4.88E-05,5.75E+01,1.08E+04,8.19E+06,1.25E+02,2.84E+01
509,711,8,1,638,69,234,22,358,59,754,99,805,23,3.08E-04,3.70E+01,3.71E+05,1.98E+07,9.91E+01,2.86E+01
274,844,7,1,647,78,833,72,282,91,318,75,336,16,7.25E-05,5.87E+01,1.08E+04,1.05E+07,6.56E+01,1.08E+01
533,858,5,1,239,64,173,22,247,98,298,92,342,16,5.81E-05,5.82E+01,1.68E+04,1.28E+07,5.27E+01,7.13E+00
306,779,6,1,632,84,295,67,358,50,754,96,805,73,4.19E-04,4.44E+01,2.38E+05,4.80E+07,1.13E+02,2.30E+01
248,858,5,5,924,64,846,73,286,94,321,91,338,27,6.56E-05,5.32E+01,2.61E+04,3.09E+07,1.10E+02,2.15E+01
269,858,5,1,239,84,194,73,247,50,322,74,338,86,2.29E-04,5.62E+01,6.32E+04,3.95E+07,1.11E+02,2.64E+01
510,846,8,1,640,68,804,22,362,90,754,75,338,22,2.23E-05,2.31E+01,9.84E+04,8.98E+05,8.22E+01,2.17E+01
266,648,7,6,921,78,326,72,286,59,323,95,804,17,1.06E-03,3.94E+00,3.38E+06,2.78E+06,1.55E+01,9.05E+00
347,876,6,6,252,82,845,73,368,94,323,89,338,23,4.68E-05,5.75E+01,1.08E+04,1.98E+07,1.24E+02,2.23E+01
332,817,6,6,953,83,846,73,287,51,288,74,338,15,1.12E-04,3.67E+01,1.53E+05,1.49E+08,5.20E+01,1.57E+01
261,858,5,5,947,78,878,73,287,94,323,91,338,15,5.59E-05,5.97E+01,1.08E+04,1.63E+07,1.19E+02,2.53E+01
352,858,5,5,187,83,832,76,284,47,323,74,355,15,5.99E-05,2.95E+01,2.38E+05,8.19E+06,1.22E+02,2.37E+01
509,728,8,1,640,71,312,22,361,55,754,96,805,23,2.25E-04,5.78E+01,2.61E+04,1.98E+07,9.13E+01,3.15E+01
495,695,8,1,657,68,295,22,358,60,754,96,805,26,3.22E-04,6.37E+01,1.68E+04,2.54E+07,1.09E+02,2.69E+01
509,710,8,1,639,70,313,22,346,60,855,95,805,23,2.61E-04,6.40E+01,1.68E+04,1.98E+07,9.59E+01,2.98E+01
510,695,8,1,678,72,331,22,362,60,754,96,794,23,2.91E-04,6.41E+01,1.68E+04,2.54E+07,1.04E+02,2.81E+01
526,858,5,5,184,83,265,21,285,91,315,91,812,16,3.77E-05,3.37E+01,1.53E+05,6.73E+06,7.78E+01,2.85E+01
272,717,5,1,631,83,907,69,358,98,763,96,365,14,2.79E-04,4.01E+01,3.71E+05,3.09E+07,9.75E+01,2.51E+01
452,857,6,1,647,77,854,73,281,97,323,73,335,15,5.53E-05,5.85E+01,1.08E+04,1.05E+07,5.53E+01,7.53E+00
274,844,7,6,956,83,833,71,287,48,317,75,338,16,7.51E-05,3.90E+01,9.84E+04,7.48E+07,8.35E+01,1.96E+01
530,717,5,1,658,85,279,22,358,98,754,74,805,17,2.33E-04,4.87E+01,1.53E+05,3.09E+07,6.91E+01,2.24E+01
344,857,4,5,265,81,843,63,289,94,226,95,338,15,5.37E-05,5.68E+01,2.61E+04,1.98E+07,1.17E+02,2.37E+01
269,858,5,6,183,83,844,73,285,90,323,91,336,14,5.72E-05,5.63E+01,1.68E+04,4.80E+07,9.88E+01,1.87E+01
401,916,6,4,252,82,878,73,353,91,323,87,404,23,1.96E-05,5.78E+01,4.45E+03,3.38E+06,7.26E+01,1.54E+01
261,916,5,5,947,78,878,72,287,94,323,91,338,15,1.80E-05,5.91E+01,4.45E+03,3.38E+06,6.71E+01,1.39E+01
345,876,6,6,252,81,845,73,353,94,323,90,338,23,4.67E-05,5.72E+01,1.08E+04,1.98E+07,1.25E+02,2.18E+01
493,858,7,4,645,78,878,70,287,93,323,95,328,15,5.35E-05,6.00E+01,6.93E+03,8.19E+06,1.09E+02,2.84E+01
276,711,4,1,949,69,295,23,348,60,754,91,897,23,2.83E-04,4.19E+01,3.71E+05,3.09E+07,7.99E+01,2.86E+01
504,844,7,1,647,78,273,72,282,91,839,75,793,16,1.29E-04,2.43E+01,5.77E+05,1.98E+07,0.00E+00,0.00E+00
278,710,7,1,639,70,871,22,346,60,333,95,347,23,1.59E-04,3.35E+01,2.38E+05,8.19E+06,1.09E+02,3.49E+01
509,719,8,1,678,71,325,22,362,60,754,96,796,23,2.38E-04,6.42E+01,1.68E+04,1.98E+07,9.47E+01,3.08E+01
462,695,8,1,639,69,331,22,362,60,754,96,805,23,2.94E-04,6.37E+01,1.68E+04,2.54E+07,1.04E+02,2.80E+01
509,711,8,1,648,68,295,22,378,60,737,94,805,22,2.68E-04,5.26E+01,6.32E+04,1.98E+07,9.62E+01,3.00E+01
509,739,8,1,640,69,295,22,358,64,754,96,805,23,2.06E-04,6.41E+01,1.08E+04,1.98E+07,8.70E+01,3.23E+01
512,693,4,1,657,81,295,22,309,99,754,96,805,16,2.84E-04,6.31E+01,4.06E+04,4.80E+07,7.24E+01,2.63E+01
527,718,8,1,631,69,295,22,358,60,799,96,805,26,2.59E-04,6.41E+01,1.68E+04,1.98E+07,9.87E+01,2.94E+01
345,858,4,6,953,83,846,76,288,88,323,89,336,15,5.90E-05,5.99E+01,1.68E+04,4.80E+07,1.04E+02,2.21E+01
269,858,4,5,183,83,945,74,285,53,323,75,374,15,5.39E-05,3.69E+01,1.53E+05,1.28E+07,1.14E+02,2.57E+01
530,856,6,1,623,83,295,72,358,99,754,96,805,15,9.83E-05,2.00E+01,5.77E+05,6.73E+06,0.00E+00,0.00E+00
268,718,5,6,211,83,844,22,285,89,323,91,336,14,1.20E-04,3.07E+01,3.71E+05,1.81E+08,0.00E+00,0.00E+00
274,733,6,4,945,78,846,71,310,50,323,96,279,17,3.41E-04,4.13E+01,2.38E+05,4.38E+08,3.31E+01,9.21E+00
509,829,8,1,685,65,325,22,363,90,754,73,796,22,5.58E-05,4.10E+01,6.32E+04,6.73E+06,5.43E+01,7.04E+00
347,857,6,4,265,84,843,59,289,94,316,75,335,18,5.02E-05,5.28E+01,2.61E+04,8.19E+06,1.17E+02,2.72E+01
270,867,4,1,642,70,832,71,282,91,229,95,324,15,5.01E-05,5.35E+01,2.61E+04,1.05E+07,5.14E+01,7.22E+00
509,717,8,1,640,69,295,22,358,61,754,97,805,23,2.56E-04,6.27E+01,1.68E+04,1.98E+07,9.56E+01,3.01E+01
527,739,8,1,644,69,295,22,358,57,799,96,805,26,2.12E-04,6.46E+01,1.08E+04,1.98E+07,9.08E+01,3.20E+01
345,890,5,6,238,67,845,71,367,64,260,89,817,25,2.90E-05,2.45E+01,2.38E+05,2.78E+06,8.36E+01,3.12E+01
510,739,8,1,653,84,269,23,358,91,852,96,335,23,2.17E-04,3.04E+01,3.71E+05,1.05E+07,1.12E+02,2.61E+01
274,844,6,1,632,78,833,72,353,89,318,75,336,16,7.40E-05,6.03E+01,1.08E+04,1.05E+07,6.37E+01,1.06E+01
530,717,6,1,646,83,295,22,286,99,663,96,805,16,2.29E-04,6.33E+01,2.61E+04,3.09E+07,7.54E+01,2.67E+01
241,718,8,4,631,69,295,20,358,60,307,96,799,26,2.63E-04,2.92E+01,3.71E+05,2.31E+08,2.62E+01,7.98E+00
558,824,5,1,947,77,878,74,286,94,814,91,338,15,8.34E-05,3.84E+01,1.53E+05,1.28E+07,5.98E+01,1.10E+01
344,857,4,5,265,81,843,63,289,94,226,95,338,15,5.37E-05,5.68E+01,2.61E+04,1.98E+07,1.17E+02,2.37E+01
243,858,5,5,197,83,875,73,285,94,323,91,373,22,6.05E-05,5.55E+01,2.61E+04,3.95E+07,1.07E+02,2.09E+01
345,875,5,1,238,81,845,21,353,94,323,90,255,28,1.99E-05,2.60E+01,9.84E+04,1.40E+06,8.42E+01,2.81E+01
