VIN,VB1,C0_value,R0_value,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
357,513,2,3,656,18,115,25,153,63,539,89,563,51,1.01E-03,1.76E+01,5.27E+06,2.31E+08,1.94E+01,1.09E+01
372,364,2,5,953,82,125,6,223,99,266,56,897,72,8.05E-04,2.03E+01,5.27E+06,4.38E+08,-8.93E+02,1.25E+02
706,607,4,8,828,60,981,65,337,18,994,49,700,7,2.45E-04,2.90E+01,5.77E+05,1.16E+08,1.79E+01,1.11E+01
571,615,8,3,617,64,326,87,382,93,873,15,849,51,8.31E-04,1.36E+01,2.17E+06,8.19E+06,2.17E+01,1.01E+01
486,694,6,5,777,8,159,14,838,82,145,98,412,92,5.35E-04,3.08E+01,2.38E+05,7.48E+07,1.09E+02,4.96E+01
672,871,7,9,181,20,990,16,707,21,340,9,188,75,8.60E-06,2.34E+00,6.32E+04,3.34E+04,1.15E+02,3.94E+01
321,436,2,1,906,34,740,94,459,42,723,85,966,66,1.58E-03,3.23E+01,2.17E+06,1.81E+08,4.86E+01,1.20E+01
930,209,3,4,725,42,469,62,489,45,276,65,420,99,4.47E-05,3.47E+00,2.38E+05,1.96E+05,1.03E+02,3.57E+01
717,607,4,8,828,60,373,65,337,18,994,49,891,46,4.09E-04,3.16E+01,8.98E+05,2.31E+08,6.15E+00,3.68E+00
571,615,8,2,617,63,929,87,382,93,873,14,699,11,4.36E-04,2.32E+01,8.98E+05,1.63E+07,1.03E+02,2.32E+01
301,676,8,3,602,78,326,85,382,93,862,4,849,51,9.27E-04,4.28E+00,3.38E+06,3.38E+06,1.31E+02,3.50E+01
599,617,8,1,422,64,986,13,908,58,816,15,966,84,8.43E-05,9.75E+00,3.71E+05,7.38E+05,1.03E+02,5.40E+01
943,471,6,5,267,8,159,20,848,71,136,98,412,92,1.02E-04,1.50E+01,4.06E+04,1.96E+05,9.61E+01,4.64E+01
454,690,3,8,751,32,321,13,738,83,781,96,398,50,2.12E-04,2.44E+01,8.98E+05,4.80E+07,-1.80E+00,8.79E+02
326,798,1,8,209,15,334,20,868,73,398,96,398,49,1.53E-04,3.85E+01,5.77E+05,1.81E+08,3.51E+01,1.34E+01
931,467,4,1,362,32,956,16,762,76,780,93,569,32,3.24E-05,1.51E+01,1.53E+05,5.77E+05,8.83E+01,0.00E+00
353,210,3,3,913,38,169,63,492,44,279,65,542,66,3.16E-03,2.94E+01,2.17E+06,1.36E+09,1.00E+00,-4.69E+00
324,513,2,1,614,15,689,25,153,63,539,97,563,51,4.58E-04,1.50E+01,5.27E+06,1.98E+07,1.24E+02,2.00E+01
278,570,7,5,828,60,981,64,337,14,773,39,700,7,5.67E-04,1.05E+01,1.40E+06,4.32E+06,2.73E+01,1.48E+01
713,606,4,7,649,94,461,10,881,17,999,48,279,66,2.25E-04,2.02E+01,5.77E+05,6.73E+06,-1.71E+00,-5.26E+00
786,798,2,1,583,85,973,16,882,82,109,93,557,32,7.69E-05,5.74E+01,2.61E+04,1.28E+07,7.62E+01,5.64E+01
338,630,2,4,376,15,625,88,555,82,401,17,387,1,6.61E-04,5.17E+00,5.27E+06,8.19E+06,6.40E+01,2.92E+01
767,630,2,3,656,20,129,25,564,63,539,89,563,50,1.68E-04,2.46E+01,8.98E+05,1.28E+07,4.97E+01,3.22E+00
404,512,2,4,585,75,613,88,161,80,111,17,376,2,1.23E-03,1.77E+01,8.19E+06,4.38E+08,5.44E+01,2.11E+01
821,438,3,4,725,42,446,90,468,42,721,83,980,99,1.67E-04,1.87E+01,8.98E+05,5.27E+06,7.03E+00,5.65E+00
928,646,1,3,890,12,446,20,707,54,813,19,618,73,4.58E-06,-8.85E+00,-1.00E+01,-1.00E+01,7.94E+01,0.00E+00
343,436,2,1,897,34,672,94,459,42,698,85,966,66,1.59E-03,3.30E+01,2.17E+06,1.81E+08,4.26E+01,1.19E+01
793,630,3,4,585,78,625,85,555,81,108,17,376,1,1.94E-04,2.60E+01,1.40E+06,1.98E+07,6.27E+01,2.82E+01
793,623,6,4,583,78,625,17,555,80,111,99,377,1,9.06E-05,1.68E+01,3.71E+05,2.17E+06,9.71E+01,2.79E+01
486,694,2,4,817,8,159,84,838,82,113,13,410,92,3.06E-04,1.32E+01,2.17E+06,6.73E+06,1.08E+02,1.45E+01
404,754,2,1,585,75,969,87,876,80,109,12,371,2,1.77E-04,2.06E+01,2.17E+06,3.95E+07,-6.94E+01,-1.00E+01
786,513,2,3,583,85,616,16,166,80,110,95,557,32,2.25E-04,2.80E+01,1.40E+06,7.48E+07,2.55E+01,8.42E+00
300,436,7,1,906,32,728,97,459,41,723,3,884,66,9.68E-04,-2.71E+00,-1.00E+01,-1.00E+01,0.00E+00,5.25E+01
320,658,2,2,602,78,326,85,382,97,862,86,812,50,1.30E-03,5.42E+01,5.77E+05,4.38E+08,1.64E+01,8.13E+00
706,607,4,8,828,60,981,69,375,21,994,49,717,8,2.58E-04,3.38E+01,5.77E+05,1.49E+08,1.52E+01,9.28E+00
321,216,3,1,906,34,740,63,503,44,279,66,546,66,2.20E-03,2.75E+01,2.17E+06,9.56E+07,5.32E+01,1.02E+01
706,607,4,7,884,60,981,65,337,18,994,49,700,4,2.12E-04,1.96E+01,8.98E+05,1.05E+07,3.06E+01,1.60E+01
332,798,2,1,372,16,973,20,882,76,386,93,610,32,6.51E-05,4.04E+01,1.53E+05,1.05E+07,7.75E+01,4.80E+01
335,616,2,1,599,63,929,87,382,76,378,14,699,11,5.92E-04,3.54E+01,2.17E+06,9.56E+07,5.55E+01,3.13E+01
567,796,7,1,372,16,973,15,881,92,889,93,569,33,3.49E-05,2.64E+01,6.32E+04,1.40E+06,8.64E+01,5.45E+01
479,615,7,2,618,63,944,87,150,93,108,14,699,1,4.96E-04,1.14E+01,2.17E+06,7.48E+07,-7.29E+01,-9.31E+00
559,512,2,4,583,75,522,87,392,80,895,17,375,10,9.24E-04,2.19E+01,5.27E+06,2.31E+08,1.28E+01,4.42E+00
486,683,6,5,740,8,156,14,853,82,102,98,411,85,7.04E-04,3.71E+01,1.53E+05,2.82E+08,1.12E+02,4.92E+01
334,524,2,1,614,17,692,25,140,63,539,96,564,51,4.42E-04,1.51E+01,5.27E+06,1.98E+07,1.25E+02,2.01E+01
820,792,1,1,576,85,334,20,868,84,398,95,398,37,1.15E-04,4.13E+01,3.71E+05,3.95E+07,5.84E+01,4.90E+01
227,798,1,8,215,15,973,15,881,72,109,96,557,49,1.00E-04,4.57E+01,1.53E+05,3.09E+07,1.20E+02,2.96E+01
765,615,8,2,618,67,929,88,382,81,836,14,699,11,1.86E-04,2.08E+01,5.77E+05,1.05E+07,1.19E+02,2.29E+01
786,798,1,1,603,84,973,14,852,93,109,92,557,32,7.24E-05,5.45E+01,6.32E+04,1.98E+07,6.58E+01,5.29E+01
487,683,6,4,739,8,146,14,872,64,100,98,411,85,8.47E-04,5.05E+01,4.06E+04,3.60E+08,1.29E+02,4.94E+01
332,524,2,1,614,16,685,25,128,81,575,95,564,51,4.05E-04,1.15E+01,5.27E+06,1.63E+07,1.23E+02,2.02E+01
316,216,2,1,906,6,740,11,855,44,301,65,542,84,5.18E-04,1.61E+01,1.40E+06,6.73E+06,9.97E+01,5.75E+01
486,713,6,5,740,35,156,65,489,80,105,98,426,66,1.08E-03,2.28E+01,1.40E+06,6.82E+08,2.01E+00,7.73E+02
787,210,3,1,906,33,740,63,492,82,279,14,552,1,9.72E-05,3.63E+01,3.71E+05,1.98E+07,6.73E+01,1.53E+01
326,630,3,4,585,78,625,87,555,43,111,67,356,68,1.80E-03,2.99E+01,3.38E+06,1.65E+09,-2.54E+00,-2.04E+00
475,694,5,1,419,8,177,4,841,73,145,98,412,92,2.55E-04,2.67E+01,2.38E+05,4.32E+06,1.02E+02,5.17E+01
342,797,1,4,788,20,950,16,878,81,386,93,569,31,5.77E-05,3.80E+01,2.38E+05,1.63E+07,8.77E+01,4.44E+01
333,778,1,1,372,16,941,14,881,75,386,93,610,48,6.42E-05,2.99E+01,5.77E+05,1.28E+07,7.36E+01,5.30E+01
300,794,1,8,215,15,973,20,881,76,109,96,556,34,9.44E-05,5.58E+01,6.32E+04,7.48E+07,1.11E+02,2.72E+01
338,643,2,1,612,75,691,25,124,63,105,20,564,1,1.85E-04,1.79E+01,3.38E+06,7.48E+07,-5.77E+01,-8.13E+00
800,510,3,4,586,17,625,85,557,80,521,92,376,51,1.09E-04,1.42E+01,5.77E+05,2.17E+06,1.16E+02,7.85E+00
321,619,1,3,376,15,625,25,563,82,398,94,397,1,2.39E-04,3.64E+00,5.27E+06,5.27E+06,3.01E+01,1.24E+01
836,792,1,1,555,85,334,82,868,84,400,17,387,34,1.26E-04,2.67E+01,2.17E+06,3.95E+07,3.32E+01,1.62E+01
332,798,2,1,372,15,935,18,882,76,148,93,610,32,7.72E-05,5.73E+01,2.61E+04,1.28E+07,7.93E+01,5.40E+01
224,798,1,8,182,15,985,13,880,72,347,96,557,49,4.97E-05,2.52E+01,5.77E+05,1.05E+07,1.15E+02,2.70E+01
385,210,2,1,639,15,689,25,148,63,539,66,572,50,5.28E-04,7.66E+00,8.19E+06,1.28E+07,1.32E+02,1.48E+01
321,521,2,1,898,34,740,61,507,44,279,93,494,66,1.87E-03,4.83E+01,5.77E+05,8.72E+08,6.99E+01,1.35E+01
332,796,2,1,402,16,940,19,882,69,396,98,610,32,7.08E-05,4.43E+01,9.84E+04,1.28E+07,7.83E+01,4.84E+01
333,809,1,1,372,16,973,14,860,75,386,93,649,47,4.66E-05,3.15E+01,3.71E+05,1.05E+07,7.14E+01,5.01E+01
227,798,1,8,215,15,951,15,990,72,109,96,569,49,1.03E-04,5.05E+01,9.84E+04,3.95E+07,1.19E+02,2.98E+01
342,797,1,4,788,19,971,16,878,81,386,93,556,31,5.71E-05,3.74E+01,2.38E+05,1.63E+07,8.79E+01,4.46E+01
320,210,2,7,198,32,981,22,916,81,213,95,552,35,1.72E-03,3.95E+01,2.17E+06,1.36E+09,-4.11E+02,-1.41E+00
766,794,1,1,921,15,730,60,449,76,123,14,556,1,3.84E-05,2.31E+01,8.98E+05,1.63E+07,-5.43E+01,-8.45E+00
472,694,6,5,777,8,159,20,838,82,145,98,412,92,6.44E-04,3.31E+01,2.38E+05,1.81E+08,8.33E+01,5.26E+01
332,806,2,1,372,15,935,19,882,76,148,93,610,32,7.09E-05,5.78E+01,1.68E+04,1.28E+07,7.83E+01,5.13E+01
804,798,1,1,156,85,985,13,880,94,347,96,557,47,4.20E-05,2.62E+01,5.77E+05,8.19E+06,6.86E+01,4.66E+01
214,798,1,8,628,12,973,14,852,70,105,91,554,32,7.74E-05,5.49E+01,4.06E+04,2.54E+07,1.12E+02,4.07E+01
237,798,1,8,182,15,985,12,880,72,347,96,557,49,4.70E-05,2.48E+01,5.77E+05,8.19E+06,1.13E+02,2.76E+01
333,778,1,1,372,18,941,14,881,75,386,96,610,48,6.58E-05,3.04E+01,5.77E+05,1.28E+07,7.33E+01,5.27E+01
569,614,8,1,621,15,935,17,335,76,110,93,626,32,2.45E-04,3.38E+01,1.53E+05,6.73E+06,1.07E+02,4.33E+01
333,798,1,2,367,61,929,87,928,93,873,8,698,11,1.10E-04,2.66E+01,2.17E+06,6.14E+07,-2.81E+01,-5.56E+00
332,798,2,1,372,16,973,20,864,76,386,93,610,32,6.46E-05,4.00E+01,1.53E+05,1.05E+07,7.77E+01,4.79E+01
781,644,3,4,585,78,625,87,555,82,111,17,299,1,2.13E-04,2.68E+01,1.40E+06,2.54E+07,7.27E+01,2.64E+01
346,796,1,4,788,16,950,16,882,81,139,93,569,31,7.68E-05,5.53E+01,4.06E+04,1.98E+07,9.07E+01,4.66E+01
781,798,2,1,583,88,973,16,877,82,356,93,557,32,5.52E-05,3.89E+01,1.53E+05,8.19E+06,7.52E+01,5.36E+01
786,864,2,1,583,85,973,16,887,82,109,93,557,32,2.86E-05,5.58E+01,1.08E+04,5.27E+06,7.16E+01,2.29E+01
300,794,1,8,215,15,973,20,881,81,104,96,556,34,9.43E-05,5.54E+01,6.32E+04,7.48E+07,1.12E+02,2.74E+01
324,777,1,1,428,16,941,13,881,75,104,93,544,48,1.21E-04,4.37E+01,1.53E+05,1.98E+07,7.72E+01,5.72E+01
785,798,2,1,583,85,985,16,882,81,397,93,610,32,5.21E-05,3.89E+01,1.53E+05,8.19E+06,7.41E+01,4.80E+01
313,803,1,8,206,15,973,20,851,70,104,96,556,34,8.48E-05,5.55E+01,6.32E+04,6.14E+07,1.13E+02,2.80E+01
241,797,1,8,636,12,973,14,881,80,105,91,556,30,7.41E-05,5.48E+01,4.06E+04,2.54E+07,1.10E+02,4.08E+01
224,798,1,8,182,15,999,13,880,71,370,97,557,32,4.75E-05,3.01E+01,3.71E+05,1.28E+07,1.09E+02,2.84E+01
300,761,1,7,215,15,973,20,881,81,104,96,555,50,1.71E-04,4.74E+01,2.38E+05,1.81E+08,8.10E+01,2.45E+01
487,683,6,3,788,8,960,19,881,77,100,95,446,85,3.50E-04,3.02E+01,1.53E+05,4.32E+06,1.27E+02,4.42E+01
300,794,1,7,134,14,127,17,859,63,109,98,552,34,1.89E-04,1.37E+01,5.27E+06,3.09E+07,3.31E+01,1.95E+01
285,809,1,1,599,21,973,14,859,76,386,93,645,31,4.62E-05,3.94E+01,1.53E+05,1.28E+07,6.71E+01,3.35E+01
792,797,1,1,375,78,969,14,852,91,109,91,560,52,8.63E-05,4.04E+01,2.38E+05,1.63E+07,7.11E+01,6.02E+01
332,805,2,1,372,15,947,18,882,76,148,93,610,32,7.00E-05,5.71E+01,1.68E+04,1.28E+07,7.86E+01,5.24E+01
332,798,2,1,393,16,937,20,882,74,386,93,610,32,6.80E-05,4.22E+01,9.84E+04,1.28E+07,7.76E+01,4.79E+01
300,794,1,8,215,15,966,20,881,76,107,96,556,34,9.49E-05,5.58E+01,6.32E+04,7.48E+07,1.10E+02,2.72E+01
433,797,1,3,788,19,950,16,878,81,386,93,531,26,5.71E-05,4.07E+01,1.53E+05,1.63E+07,8.01E+01,4.77E+01
229,784,1,8,786,18,994,12,877,80,386,92,579,49,5.33E-05,2.85E+01,3.71E+05,8.19E+06,1.13E+02,3.73E+01
344,796,1,4,183,9,971,16,880,69,346,96,556,31,6.12E-05,3.59E+01,3.71E+05,1.63E+07,9.11E+01,3.54E+01
332,798,2,1,372,15,935,19,868,76,148,93,652,32,7.60E-05,5.84E+01,1.68E+04,1.28E+07,7.86E+01,5.21E+01
332,806,2,1,372,11,935,19,882,75,148,93,610,32,7.10E-05,5.76E+01,1.68E+04,1.28E+07,7.90E+01,5.17E+01
332,743,2,1,372,15,935,18,903,76,148,93,610,32,1.46E-04,5.78E+01,4.06E+04,1.98E+07,8.54E+01,5.15E+01
326,809,1,1,372,16,973,14,860,75,386,93,649,47,4.66E-05,3.15E+01,3.71E+05,1.05E+07,7.15E+01,5.01E+01
354,808,1,1,190,16,972,16,877,74,362,96,556,26,4.96E-05,3.94E+01,2.38E+05,1.63E+07,6.51E+01,3.15E+01
323,796,1,3,364,8,971,14,891,69,386,93,649,46,5.66E-05,3.19E+01,3.71E+05,1.05E+07,8.56E+01,4.20E+01
332,806,2,1,372,10,964,19,882,76,148,98,610,32,7.06E-05,5.74E+01,1.68E+04,1.05E+07,7.93E+01,5.17E+01
332,800,2,1,372,15,947,19,882,70,148,93,597,31,7.67E-05,5.86E+01,1.68E+04,1.28E+07,7.93E+01,5.31E+01
332,802,2,1,372,12,935,19,882,75,176,93,610,32,7.40E-05,5.71E+01,2.61E+04,1.28E+07,7.93E+01,5.27E+01
433,797,1,3,788,18,950,16,878,88,386,93,531,26,5.49E-05,3.91E+01,2.38E+05,1.63E+07,7.96E+01,4.79E+01
260,809,1,1,599,85,973,16,858,82,109,93,638,32,6.30E-05,5.77E+01,4.06E+04,1.98E+07,6.34E+01,3.65E+01
799,797,1,1,582,21,973,14,882,78,386,88,563,31,4.62E-05,3.59E+01,2.38E+05,1.05E+07,6.75E+01,4.37E+01
786,798,2,1,583,85,973,10,882,70,399,97,548,32,4.68E-05,3.69E+01,9.84E+04,5.27E+06,7.80E+01,5.67E+01
224,798,1,8,182,8,998,16,880,79,112,92,541,33,8.02E-05,5.18E+01,6.32E+04,3.09E+07,1.15E+02,3.06E+01
332,878,2,1,372,15,935,27,868,74,148,93,656,32,2.50E-05,5.86E+01,1.08E+04,6.73E+06,6.76E+01,1.64E+01
332,798,2,1,393,16,916,16,869,75,386,93,705,27,5.58E-05,4.74E+01,6.32E+04,1.05E+07,7.49E+01,3.25E+01
284,798,1,1,593,20,934,18,868,76,148,93,645,32,7.51E-05,5.83E+01,4.06E+04,2.54E+07,6.90E+01,4.86E+01
332,809,1,1,377,15,973,14,858,75,386,93,629,31,4.53E-05,3.75E+01,2.38E+05,1.28E+07,6.77E+01,3.40E+01
332,743,1,1,367,15,935,15,903,70,143,93,614,32,1.37E-04,5.63E+01,6.32E+04,3.09E+07,7.58E+01,5.23E+01
224,797,1,8,186,15,997,13,919,76,374,96,552,32,4.66E-05,2.95E+01,5.77E+05,1.28E+07,1.08E+02,2.87E+01
343,798,2,1,393,16,937,20,882,74,369,93,610,32,6.93E-05,4.35E+01,9.84E+04,1.28E+07,7.78E+01,4.85E+01
332,809,2,1,372,15,947,18,882,76,148,92,610,32,6.62E-05,5.69E+01,1.68E+04,1.05E+07,7.82E+01,5.00E+01
326,809,1,1,386,7,972,13,860,75,383,96,649,31,4.54E-05,3.83E+01,1.53E+05,1.05E+07,7.03E+01,3.54E+01
344,792,1,3,182,16,971,16,879,69,348,92,556,46,6.23E-05,2.86E+01,5.77E+05,1.28E+07,8.92E+01,3.57E+01
433,796,1,1,787,21,973,25,859,89,386,93,645,31,7.31E-05,4.56E+01,1.53E+05,2.54E+07,6.30E+01,3.37E+01
284,809,1,3,599,17,949,16,878,74,386,93,531,25,5.16E-05,4.44E+01,1.53E+05,1.63E+07,7.81E+01,4.67E+01
284,798,1,1,366,20,934,19,882,75,160,93,645,32,7.65E-05,5.84E+01,4.06E+04,2.54E+07,6.75E+01,4.54E+01
332,806,2,1,589,11,935,16,867,75,106,92,610,32,6.88E-05,5.68E+01,1.68E+04,1.05E+07,8.03E+01,5.42E+01
368,800,2,1,372,15,947,19,882,70,148,93,597,31,7.66E-05,5.87E+01,1.68E+04,1.28E+07,7.92E+01,5.32E+01
799,797,1,1,582,21,998,14,882,78,386,88,563,31,4.58E-05,3.58E+01,2.38E+05,1.05E+07,6.77E+01,4.37E+01
312,798,1,1,466,15,917,7,837,81,100,93,629,30,5.78E-05,5.06E+01,4.06E+04,1.05E+07,7.36E+01,5.15E+01
791,808,1,1,583,85,973,16,882,75,417,93,557,32,4.91E-05,3.90E+01,2.38E+05,1.63E+07,6.19E+01,3.35E+01
332,846,1,1,372,11,935,19,882,75,148,93,610,32,3.92E-05,5.69E+01,2.61E+04,1.28E+07,6.58E+01,2.59E+01
332,809,1,1,384,15,973,14,809,75,386,91,629,30,4.34E-05,3.69E+01,2.38E+05,1.28E+07,6.78E+01,3.24E+01
433,797,1,3,374,20,950,14,901,81,386,93,531,26,5.05E-05,3.75E+01,2.38E+05,1.63E+07,7.92E+01,4.39E+01
326,809,1,1,785,15,973,15,860,75,412,93,649,47,5.06E-05,3.33E+01,2.38E+05,1.05E+07,7.25E+01,5.23E+01
786,798,2,1,583,84,973,18,882,82,131,93,557,32,7.78E-05,5.75E+01,2.61E+04,1.28E+07,7.58E+01,5.67E+01
332,806,2,1,375,15,934,16,882,76,104,93,610,32,6.91E-05,5.69E+01,1.68E+04,1.05E+07,7.87E+01,5.15E+01
332,809,2,1,372,15,947,17,863,76,148,92,587,33,6.72E-05,5.53E+01,2.61E+04,1.05E+07,7.93E+01,5.38E+01
332,799,2,1,372,15,947,19,882,69,148,92,596,30,7.63E-05,5.89E+01,1.68E+04,1.28E+07,7.91E+01,5.27E+01
229,798,2,1,594,82,915,16,842,82,386,93,705,31,5.41E-05,4.00E+01,1.53E+05,1.05E+07,7.24E+01,3.72E+01
260,778,1,1,397,18,972,16,858,74,109,93,638,27,8.49E-05,5.78E+01,4.06E+04,2.54E+07,6.95E+01,5.02E+01
799,797,1,1,582,22,973,14,882,78,366,88,544,35,4.82E-05,3.46E+01,2.38E+05,1.05E+07,6.90E+01,5.49E+01
332,743,2,1,372,15,935,17,903,76,148,93,610,32,1.42E-04,5.67E+01,4.06E+04,1.98E+07,8.53E+01,5.20E+01
332,806,2,1,353,15,935,21,882,76,215,93,610,32,7.21E-05,5.75E+01,2.61E+04,1.28E+07,7.78E+01,4.94E+01
332,798,1,1,393,16,916,16,869,73,386,93,723,27,5.60E-05,4.99E+01,9.84E+04,1.98E+07,6.26E+01,2.68E+01
332,808,1,1,619,16,949,16,876,77,386,93,743,27,4.83E-05,5.21E+01,6.32E+04,1.63E+07,6.27E+01,2.57E+01
284,798,2,3,372,17,930,16,878,73,386,93,531,25,5.74E-05,4.10E+01,9.84E+04,1.05E+07,9.36E+01,4.24E+01
354,808,1,1,190,16,972,16,877,74,362,96,557,24,4.90E-05,4.24E+01,1.53E+05,1.63E+07,6.39E+01,2.86E+01
331,837,1,1,372,15,947,19,882,69,148,92,551,30,4.61E-05,5.75E+01,2.61E+04,1.63E+07,6.66E+01,2.82E+01
332,798,2,1,600,9,947,19,861,69,147,92,596,30,7.72E-05,5.81E+01,1.68E+04,1.05E+07,8.15E+01,5.58E+01
260,809,1,1,387,90,973,16,884,82,109,93,638,32,6.31E-05,5.71E+01,4.06E+04,1.98E+07,6.31E+01,3.44E+01
368,800,2,1,372,15,947,18,882,70,148,93,597,31,7.50E-05,5.81E+01,1.68E+04,1.28E+07,7.94E+01,5.36E+01
332,812,1,1,362,11,947,18,892,75,148,93,610,32,6.38E-05,5.68E+01,4.06E+04,1.98E+07,6.91E+01,3.92E+01
345,798,2,1,372,15,934,19,868,74,147,93,662,34,7.84E-05,5.83E+01,1.68E+04,1.28E+07,7.92E+01,5.32E+01
285,798,1,1,366,20,934,19,882,76,181,93,651,32,7.53E-05,5.80E+01,4.06E+04,2.54E+07,6.72E+01,4.43E+01
260,821,1,1,578,85,973,16,858,82,109,91,638,31,5.21E-05,5.75E+01,4.06E+04,1.98E+07,6.19E+01,2.87E+01
332,809,1,1,388,12,973,15,809,75,386,90,629,28,4.48E-05,3.88E+01,2.38E+05,1.28E+07,6.71E+01,3.05E+01
284,797,1,1,593,10,934,17,882,76,148,93,645,32,7.45E-05,5.68E+01,4.06E+04,1.98E+07,7.19E+01,5.10E+01
332,846,1,1,403,20,934,19,867,74,148,87,610,32,3.89E-05,5.70E+01,2.61E+04,1.63E+07,6.43E+01,2.48E+01
284,809,1,3,599,17,949,16,878,72,386,93,531,25,5.22E-05,4.54E+01,9.84E+04,1.63E+07,7.83E+01,4.67E+01
322,786,2,1,372,15,931,18,882,76,148,92,610,32,8.98E-05,5.74E+01,2.61E+04,1.63E+07,8.06E+01,5.41E+01
332,809,1,1,384,15,994,14,820,75,386,91,629,30,4.31E-05,3.68E+01,2.38E+05,1.28E+07,6.79E+01,3.27E+01
332,809,2,1,372,15,947,18,879,79,148,89,595,32,6.64E-05,5.60E+01,2.61E+04,1.05E+07,7.83E+01,5.16E+01
331,795,1,1,371,20,927,19,782,75,148,92,646,31,7.76E-05,5.83E+01,4.06E+04,2.54E+07,6.83E+01,4.51E+01
283,837,1,1,366,15,947,19,882,69,173,92,549,30,4.58E-05,5.67E+01,2.61E+04,1.63E+07,6.67E+01,2.85E+01
340,846,1,1,338,20,935,19,879,72,148,86,610,32,3.90E-05,5.70E+01,2.61E+04,1.63E+07,6.41E+01,2.47E+01
332,846,1,1,372,13,920,19,866,76,148,93,610,34,4.08E-05,5.63E+01,2.61E+04,1.28E+07,6.61E+01,2.69E+01
260,809,1,1,422,79,973,16,858,80,110,93,633,32,6.34E-05,5.72E+01,4.06E+04,1.98E+07,6.41E+01,3.55E+01
332,845,1,1,534,25,934,18,824,74,146,87,609,32,3.88E-05,5.65E+01,2.61E+04,1.28E+07,6.51E+01,2.52E+01
368,808,1,1,372,15,943,19,882,70,148,93,597,29,6.62E-05,5.91E+01,4.06E+04,1.98E+07,6.75E+01,3.60E+01
332,816,1,1,383,18,997,13,819,75,386,91,629,30,3.84E-05,3.69E+01,2.38E+05,1.05E+07,6.77E+01,3.14E+01
332,846,1,1,281,13,946,19,882,74,152,91,595,32,3.94E-05,5.61E+01,2.61E+04,1.28E+07,6.54E+01,2.62E+01
332,812,2,1,379,15,973,19,882,69,142,85,610,30,6.21E-05,5.83E+01,1.68E+04,1.05E+07,7.76E+01,4.04E+01
367,800,2,1,633,14,948,15,862,70,369,93,608,27,5.65E-05,4.59E+01,6.32E+04,8.19E+06,7.86E+01,4.14E+01
332,808,1,1,357,15,947,18,875,77,137,93,743,30,5.84E-05,5.91E+01,2.61E+04,1.98E+07,6.46E+01,2.92E+01
332,791,1,1,361,15,978,27,881,76,148,93,652,32,9.50E-05,5.96E+01,4.06E+04,3.09E+07,6.69E+01,4.58E+01
348,833,1,1,372,15,935,20,868,76,148,94,610,32,4.90E-05,5.79E+01,2.61E+04,1.63E+07,6.54E+01,2.79E+01
332,798,1,1,593,20,934,12,868,76,148,93,645,32,6.50E-05,5.34E+01,4.06E+04,1.63E+07,7.12E+01,5.19E+01
260,792,1,1,387,90,977,18,883,87,109,92,638,32,8.16E-05,5.78E+01,6.32E+04,3.09E+07,6.34E+01,4.71E+01
260,829,1,1,578,85,973,16,858,82,109,91,638,31,4.63E-05,5.74E+01,2.61E+04,1.63E+07,6.13E+01,2.80E+01
