VIN,VB1,C0_value,R0_value,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
301,823,1,4,798,90,801,98,607,42,858,63,970,5,9.93E-05,5.48E+00,2.17E+06,3.38E+06,-4.54E+01,-9.51E+00
336,391,3,1,812,14,778,96,969,41,867,12,352,2,6.30E-04,4.60E+01,2.38E+05,3.95E+07,6.08E+01,1.37E+01
317,391,4,1,812,14,778,98,969,41,867,12,347,2,6.65E-04,4.94E+01,9.84E+04,3.09E+07,6.62E+01,1.49E+01
335,391,4,1,806,23,786,95,965,41,551,12,408,2,8.50E-04,1.66E+01,2.17E+06,1.63E+07,6.29E+01,1.58E+01
306,391,3,1,812,91,778,99,610,40,849,10,347,4,1.72E-03,3.58E+01,2.17E+06,1.16E+08,5.58E+01,2.71E+01
466,823,2,4,743,90,801,63,613,39,543,62,968,37,9.19E-05,3.26E+01,5.77E+05,1.98E+07,8.18E+01,2.19E+01
307,391,4,1,806,91,778,99,607,28,849,10,364,4,1.76E-03,4.64E+01,5.77E+05,9.56E+07,6.19E+01,2.90E+01
336,391,4,1,812,14,778,96,969,41,867,12,343,2,6.30E-04,4.40E+01,2.38E+05,2.54E+07,6.68E+01,1.53E+01
336,391,4,1,812,14,778,96,969,41,852,12,347,2,6.31E-04,4.62E+01,1.53E+05,3.09E+07,6.68E+01,1.53E+01
336,391,3,1,812,95,778,99,631,45,849,13,347,4,1.68E-03,4.26E+01,1.40E+06,1.49E+08,6.43E+01,2.69E+01
466,439,1,3,813,8,783,98,606,40,529,12,347,1,2.62E-04,4.79E+01,2.38E+05,4.80E+07,7.30E+01,2.70E+01
469,850,1,3,498,11,772,95,715,68,529,58,348,1,6.11E-05,1.26E+00,2.17E+06,7.38E+05,-6.95E+01,-1.17E+01
390,442,4,3,809,79,662,60,601,48,293,13,396,73,1.21E-03,1.59E+01,3.38E+06,2.82E+08,4.99E+01,0.00E+00
439,823,2,1,743,68,657,55,606,39,552,58,987,37,9.42E-05,3.26E+01,5.77E+05,1.98E+07,4.20E+01,8.61E+00
333,762,3,4,689,88,803,61,588,28,905,62,967,39,2.03E-04,3.46E+01,5.77E+05,9.56E+07,3.32E+01,1.30E+01
338,388,2,1,737,68,782,55,604,31,867,59,970,39,1.57E-03,4.89E+01,8.98E+05,5.60E+08,4.13E+01,1.31E+01
332,764,4,1,813,13,647,95,638,40,876,12,347,2,2.39E-04,1.52E+01,8.98E+05,1.98E+07,-5.36E+01,-5.74E+00
466,439,1,3,813,8,783,99,606,40,570,12,347,1,2.60E-04,4.40E+01,3.71E+05,4.80E+07,7.15E+01,2.70E+01
317,391,4,1,812,14,814,98,969,41,908,12,347,2,6.55E-04,4.45E+01,2.38E+05,3.09E+07,6.51E+01,1.42E+01
466,823,2,4,728,89,801,65,606,28,538,56,946,36,9.37E-05,2.72E+01,5.77E+05,1.28E+07,8.35E+01,2.22E+01
444,817,2,3,743,89,801,64,613,37,853,62,969,37,1.01E-04,4.09E+01,3.71E+05,3.09E+07,7.23E+01,2.27E+01
393,853,3,3,494,67,658,60,600,73,293,60,379,73,8.65E-05,3.30E+01,3.71E+05,1.28E+07,1.27E+02,3.75E+01
469,817,2,2,735,78,662,55,607,22,543,60,976,36,1.02E-04,2.20E+01,8.98E+05,8.19E+06,6.66E+01,2.84E+01
306,391,4,1,812,90,778,99,627,40,849,12,347,4,1.75E-03,4.55E+01,5.77E+05,1.16E+08,7.20E+01,2.83E+01
337,406,4,1,812,91,778,99,614,34,849,12,347,4,1.64E-03,5.25E+01,3.71E+05,1.16E+08,6.95E+01,2.94E+01
306,391,4,1,812,91,778,99,614,42,849,12,347,2,1.67E-03,2.26E+01,5.27E+06,9.56E+07,2.54E+01,5.65E+00
402,463,4,1,812,91,778,99,614,34,849,12,347,4,1.31E-03,5.51E+01,2.38E+05,9.56E+07,5.68E+01,2.96E+01
332,756,4,1,690,92,677,98,622,28,905,59,978,30,3.19E-04,1.73E+01,1.40E+06,1.05E+07,5.05E+01,1.28E+01
307,396,2,1,806,58,778,55,606,28,849,2,364,4,9.22E-04,1.53E+01,8.19E+06,1.81E+08,8.46E+01,9.02E+00
466,769,3,4,738,96,830,94,637,28,543,60,970,37,2.39E-04,1.96E+01,1.40E+06,1.28E+07,3.09E+01,1.12E+01
338,444,2,1,813,13,778,65,630,42,876,12,347,2,4.92E-04,3.22E+01,1.40E+06,3.95E+07,5.12E+01,1.10E+01
336,391,4,1,830,9,778,96,969,41,867,12,347,2,4.39E-04,3.33E+01,3.71E+05,1.63E+07,7.33E+01,1.79E+01
317,391,4,1,812,14,729,98,969,42,867,12,347,2,6.73E-04,4.86E+01,1.53E+05,3.09E+07,6.60E+01,1.49E+01
306,391,4,1,788,91,778,99,586,34,824,12,347,4,1.78E-03,5.10E+01,3.71E+05,1.16E+08,7.40E+01,2.85E+01
393,837,3,3,494,67,658,60,580,73,293,60,379,73,1.10E-04,3.21E+01,3.71E+05,1.63E+07,1.14E+02,3.16E+01
393,853,3,3,494,64,658,59,600,73,293,60,379,67,8.51E-05,3.43E+01,2.38E+05,1.28E+07,1.25E+02,3.78E+01
466,823,2,4,728,89,801,65,607,27,858,60,995,36,9.21E-05,3.00E+01,5.77E+05,1.63E+07,7.40E+01,2.03E+01
347,405,3,1,805,91,778,99,972,33,850,12,347,4,1.62E-03,2.28E+01,5.27E+06,7.48E+07,5.81E+01,2.76E+01
335,391,4,1,812,14,778,96,609,41,836,12,347,7,6.05E-04,1.81E+01,2.17E+06,1.28E+07,9.68E+01,3.05E+01
465,439,1,3,813,8,783,95,636,40,529,12,347,1,2.63E-04,5.11E+01,2.38E+05,6.14E+07,7.26E+01,2.69E+01
556,457,1,3,885,11,783,97,593,44,529,12,347,2,2.13E-04,3.09E+01,1.40E+06,3.95E+07,8.50E+01,2.27E+01
466,823,2,4,771,89,743,65,607,26,867,60,947,6,7.14E-05,7.95E+00,8.98E+05,1.79E+06,-3.45E+01,-5.82E+00
336,391,2,1,812,14,801,96,969,41,832,12,372,35,6.33E-04,7.49E+00,5.27E+06,8.19E+06,1.23E+02,3.52E+01
466,823,2,4,743,90,801,63,574,39,543,62,968,39,9.37E-05,3.53E+01,3.71E+05,2.54E+07,8.18E+01,2.16E+01
317,391,4,1,820,19,771,98,927,41,867,12,347,2,8.09E-04,4.80E+01,1.53E+05,3.95E+07,6.08E+01,1.32E+01
471,890,4,2,516,15,783,95,637,47,543,12,347,2,3.00E-05,2.26E+01,2.38E+05,1.98E+07,-8.00E+01,-1.25E+01
339,446,1,3,772,78,663,54,602,71,278,87,382,71,2.23E-03,3.29E+01,8.19E+06,1.06E+09,-2.30E+00,6.27E+02
393,854,4,3,509,86,804,64,600,71,281,50,920,38,5.85E-05,6.20E+01,1.08E+04,1.28E+07,8.73E+01,4.04E+01
444,817,2,3,728,89,659,59,613,37,848,61,424,69,1.32E-04,3.09E+01,5.77E+05,2.54E+07,5.21E+01,1.64E+01
237,391,4,1,812,14,729,97,969,41,851,7,347,2,7.73E-04,3.12E+01,8.98E+05,2.54E+07,5.34E+01,8.26E+00
317,391,4,1,812,14,778,98,969,41,866,12,347,2,6.65E-04,4.94E+01,9.84E+04,3.09E+07,6.62E+01,1.49E+01
314,391,4,1,812,14,778,96,969,26,867,10,346,3,6.96E-04,3.79E+01,3.71E+05,2.54E+07,7.56E+01,2.44E+01
307,391,4,1,806,91,778,99,607,47,849,11,367,4,1.71E-03,3.64E+01,1.40E+06,9.56E+07,6.49E+01,2.87E+01
317,391,4,1,788,91,709,99,586,33,826,12,347,2,1.76E-03,1.67E+01,5.27E+06,9.56E+07,2.72E+01,6.22E+00
305,391,4,1,817,14,787,98,973,42,854,12,347,3,6.84E-04,3.27E+01,5.77E+05,2.54E+07,7.83E+01,3.10E+01
394,853,3,3,787,67,658,97,584,76,822,15,479,80,7.53E-05,1.27E+01,8.98E+05,2.78E+06,1.07E+02,3.77E+01
304,391,4,1,494,91,778,60,640,27,294,59,347,1,1.21E-03,-1.29E+01,-1.00E+01,-1.00E+01,6.52E+01,2.52E+01
443,460,1,3,740,8,783,67,636,40,529,12,352,1,2.84E-04,5.43E+01,1.53E+05,6.14E+07,6.93E+01,2.78E+01
465,795,2,2,815,89,801,92,612,37,853,62,960,37,1.76E-04,2.89E+01,8.98E+05,2.54E+07,6.14E+01,2.27E+01
476,391,4,1,812,14,757,98,969,42,550,12,347,2,4.34E-04,4.52E+01,1.53E+05,2.54E+07,7.66E+01,2.55E+01
311,439,1,3,797,11,783,95,637,46,845,12,347,2,5.28E-04,3.14E+01,2.17E+06,7.48E+07,7.51E+01,2.07E+01
393,816,4,3,758,78,673,97,602,71,293,87,345,69,2.71E-04,6.03E+01,4.06E+04,3.60E+08,5.64E+01,1.51E+01
466,476,1,3,499,4,709,55,634,40,541,12,383,3,2.08E-04,2.65E+01,2.17E+06,3.09E+07,9.36E+01,2.27E+01
465,424,1,3,785,8,783,95,636,40,529,12,347,1,2.72E-04,4.88E+01,2.38E+05,6.14E+07,7.40E+01,2.62E+01
393,853,3,2,494,64,622,59,600,73,293,63,379,67,9.14E-05,3.62E+01,2.38E+05,1.28E+07,1.07E+02,4.38E+01
393,857,4,3,738,86,804,64,601,71,316,50,920,38,5.52E-05,6.37E+01,1.08E+04,1.28E+07,8.38E+01,4.19E+01
466,823,2,4,463,90,801,63,611,38,537,62,939,42,9.76E-05,3.57E+01,5.77E+05,3.09E+07,7.59E+01,1.99E+01
468,834,4,1,808,90,801,62,574,39,543,11,310,39,5.92E-05,1.80E+01,3.71E+05,2.78E+06,7.25E+01,1.83E+01
321,394,1,4,746,91,778,98,614,32,849,61,988,1,1.56E-03,-1.68E+01,-1.00E+01,-1.00E+01,3.95E+01,1.83E+01
