VIN,VB1,C0_value,R0_value,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
200,384,2,2,396,75,492,35,136,67,302,83,771,93,1.74E-03,2.31E+01,1.28E+07,8.72E+08,1.10E+01,5.46E+00
436,263,1,1,850,77,299,35,402,84,903,85,371,90,1.51E-03,1.16E+01,1.28E+07,4.80E+07,5.64E+01,1.46E+01
434,734,1,2,381,8,486,64,603,29,888,90,113,41,5.73E-04,2.66E+01,2.17E+06,4.80E+07,5.82E+01,1.36E+01
206,800,2,2,379,64,492,56,521,64,346,86,994,86,2.19E-04,5.87E+01,9.84E+04,1.81E+08,8.15E+01,2.02E+01
490,821,1,2,863,33,426,59,540,66,542,18,635,87,1.14E-04,1.71E+01,2.17E+06,1.63E+07,7.69E+01,4.38E+01
506,392,1,2,881,33,427,51,136,63,562,86,994,87,7.17E-04,1.43E+01,1.28E+07,6.14E+07,2.23E+01,1.04E+01
206,749,1,1,348,63,492,59,521,66,355,19,639,86,2.89E-04,2.01E+01,8.19E+06,6.14E+07,7.45E+01,3.53E+01
262,534,1,2,851,7,151,63,208,31,664,45,502,41,5.32E-04,1.02E+01,8.19E+06,1.98E+07,1.22E+02,1.92E+01
434,283,7,1,400,47,486,43,603,70,905,90,113,22,1.64E-03,1.89E+01,3.38E+06,3.09E+07,4.84E+01,1.40E+01
240,388,2,2,394,63,496,41,134,65,359,42,504,86,1.55E-03,1.19E+01,1.98E+07,3.60E+08,3.87E+01,1.44E+01
202,604,7,1,371,47,159,58,206,63,345,19,767,29,2.09E-03,3.76E+01,8.98E+05,4.38E+08,9.54E+01,2.52E+01
389,533,8,2,422,13,797,38,472,44,693,15,399,1,3.76E-04,2.29E+01,5.77E+05,8.19E+06,5.53E+01,8.77E+00
415,393,1,2,884,33,401,51,156,63,562,86,991,90,9.88E-04,1.58E+01,1.28E+07,9.56E+07,1.97E+01,1.04E+01
503,800,7,2,805,14,762,57,540,62,692,86,963,4,8.04E-05,5.59E+00,3.71E+05,4.74E+05,-5.18E+01,-4.83E+00
484,535,1,8,437,34,438,50,472,41,561,15,361,87,7.96E-04,7.78E+00,1.28E+07,4.80E+07,4.90E+01,1.38E+01
206,793,1,1,379,65,492,59,521,66,345,19,639,86,1.73E-04,2.05E+01,5.27E+06,3.95E+07,6.56E+01,4.16E+01
242,609,7,1,370,47,159,41,208,63,360,49,502,23,1.59E-03,4.08E+01,8.98E+05,8.72E+08,6.18E+01,1.88E+01
389,535,8,2,426,15,797,39,472,44,686,15,386,2,4.15E-04,5.61E+01,4.06E+04,1.98E+07,1.00E+02,3.41E+01
262,534,1,2,851,7,140,66,208,31,664,42,502,41,5.26E-04,9.55E+00,8.19E+06,1.98E+07,1.22E+02,1.93E+01
213,749,1,1,348,12,492,60,520,65,355,19,639,4,2.44E-04,1.30E+01,8.19E+06,3.09E+07,-2.50E+01,-3.94E+00
357,535,8,3,426,65,815,39,472,44,686,14,399,84,4.83E-04,5.90E+00,1.40E+06,2.17E+06,1.03E+02,0.00E+00
487,793,1,1,376,66,490,59,549,66,546,17,639,86,1.53E-04,1.74E+01,5.27E+06,2.54E+07,5.38E+01,3.89E+01
210,821,1,2,865,30,427,59,545,66,340,18,635,87,1.30E-04,2.03E+01,2.17E+06,1.98E+07,8.62E+01,4.40E+01
242,609,7,1,370,47,159,41,208,66,360,48,495,23,1.60E-03,5.02E+01,2.38E+05,8.72E+08,6.17E+01,1.88E+01
361,535,8,3,426,10,797,43,472,44,686,15,399,2,4.14E-04,5.48E+01,2.61E+04,3.95E+07,1.32E+02,2.63E+01
484,800,1,2,863,34,427,50,540,63,561,86,998,87,2.02E-04,6.03E+01,9.84E+04,9.56E+07,7.35E+01,2.25E+01
206,777,2,2,379,66,492,58,521,66,345,19,639,86,2.08E-04,2.05E+01,3.38E+06,2.54E+07,7.66E+01,2.75E+01
258,534,1,1,868,47,150,44,208,71,662,49,502,22,1.78E-03,2.55E+01,1.28E+07,2.31E+08,6.19E+01,2.10E+01
263,534,6,1,851,7,159,61,208,32,674,44,502,36,5.19E-04,1.09E+01,1.40E+06,4.32E+06,1.08E+02,2.61E+01
206,614,7,1,379,63,492,40,594,63,372,86,979,86,9.93E-04,5.95E+01,6.32E+04,8.72E+08,2.73E+01,1.60E+01
242,794,1,2,369,47,159,56,186,63,360,49,502,23,3.73E-04,2.72E+01,8.19E+06,1.49E+08,6.21E+01,2.23E+01
202,793,1,1,379,65,427,59,561,65,563,21,639,80,1.88E-04,1.95E+01,5.27E+06,3.95E+07,5.30E+01,3.06E+01
495,800,1,1,863,34,491,45,521,63,342,84,990,86,1.83E-04,6.19E+01,6.32E+04,7.48E+07,6.96E+01,3.88E+01
200,749,1,1,348,62,492,59,521,66,344,19,639,86,2.91E-04,2.03E+01,8.19E+06,6.14E+07,7.54E+01,3.56E+01
206,795,1,1,379,65,492,59,521,66,355,19,639,86,1.68E-04,2.02E+01,5.27E+06,3.95E+07,6.45E+01,4.15E+01
206,780,2,2,379,65,492,59,521,66,316,24,639,86,2.19E-04,2.39E+01,2.17E+06,3.95E+07,7.34E+01,2.63E+01
206,799,2,1,379,64,503,58,520,68,346,80,994,86,2.22E-04,6.12E+01,6.32E+04,7.48E+07,8.40E+01,3.22E+01
486,799,2,1,864,35,465,62,541,64,302,80,994,85,2.30E-04,4.44E+01,3.71E+05,3.95E+07,8.66E+01,4.05E+01
206,799,1,2,387,64,517,50,518,60,561,86,998,87,1.91E-04,5.14E+01,3.71E+05,1.16E+08,6.07E+01,1.80E+01
282,793,1,1,369,47,158,56,207,72,360,49,994,22,3.45E-04,1.62E+01,1.28E+07,6.14E+07,-1.23E+00,-2.50E+02
206,757,1,1,393,64,539,58,498,63,346,80,488,86,3.96E-04,3.53E+01,2.17E+06,1.49E+08,8.32E+01,2.30E+01
478,778,2,2,842,67,493,59,521,63,316,24,997,90,2.13E-04,3.00E+01,1.40E+06,3.95E+07,9.52E+01,3.61E+01
213,801,1,2,399,34,427,50,570,68,553,85,636,87,2.14E-04,3.49E+01,1.40E+06,7.48E+07,6.65E+01,1.83E+01
484,800,1,2,863,24,410,50,515,63,569,86,993,86,2.03E-04,5.81E+01,9.84E+04,7.48E+07,7.82E+01,2.35E+01
211,800,2,2,379,64,484,56,541,64,346,86,998,86,2.20E-04,5.45E+01,1.53E+05,1.81E+08,8.09E+01,2.04E+01
495,800,1,1,874,34,491,45,521,63,360,84,990,86,1.82E-04,6.16E+01,6.32E+04,7.48E+07,6.90E+01,3.78E+01
205,793,1,1,380,60,492,58,539,67,344,19,639,86,1.71E-04,2.05E+01,5.27E+06,3.95E+07,6.60E+01,4.26E+01
200,794,1,1,379,64,509,59,521,66,342,18,639,84,1.64E-04,2.00E+01,5.27E+06,3.95E+07,6.46E+01,4.22E+01
481,806,1,1,863,35,474,44,521,62,354,84,990,86,1.70E-04,6.21E+01,6.32E+04,7.48E+07,6.75E+01,3.75E+01
220,821,1,1,366,64,492,59,521,66,547,17,639,86,1.08E-04,1.54E+01,3.38E+06,1.98E+07,4.89E+01,2.10E+01
478,794,1,1,875,33,426,59,540,66,349,19,634,86,1.79E-04,2.10E+01,3.38E+06,3.09E+07,7.16E+01,5.20E+01
204,770,1,1,348,63,492,59,521,66,354,19,639,86,2.29E-04,2.01E+01,5.27E+06,4.80E+07,7.07E+01,3.81E+01
200,780,3,2,364,64,492,58,521,58,316,24,639,86,2.23E-04,2.48E+01,1.40E+06,2.54E+07,7.61E+01,2.57E+01
389,547,8,1,464,63,797,39,522,44,686,87,388,11,6.67E-04,3.80E+01,3.71E+05,7.48E+07,7.85E+01,1.69E+01
201,787,2,1,391,14,491,55,470,65,347,9,992,86,1.53E-04,1.32E+01,2.17E+06,1.05E+07,7.55E+01,4.68E+01
490,821,1,2,863,33,426,66,540,68,542,18,635,87,1.27E-04,1.74E+01,3.38E+06,1.63E+07,7.63E+01,4.21E+01
484,816,1,2,863,34,427,50,540,63,561,86,998,93,1.64E-04,5.66E+01,1.53E+05,7.48E+07,7.25E+01,2.36E+01
464,812,1,1,863,30,474,49,521,62,354,86,990,86,1.68E-04,6.20E+01,6.32E+04,6.14E+07,6.68E+01,3.48E+01
484,800,1,1,863,35,410,44,514,62,498,86,993,86,1.92E-04,6.00E+01,9.84E+04,7.48E+07,6.28E+01,2.81E+01
462,800,1,2,863,34,427,61,545,63,561,20,998,87,1.63E-04,2.24E+01,3.38E+06,3.09E+07,7.20E+01,3.58E+01
232,821,1,1,864,30,427,47,545,62,351,83,635,87,1.82E-04,5.61E+01,1.53E+05,6.14E+07,7.43E+01,4.07E+01
206,795,1,1,379,64,426,59,524,66,355,19,634,87,1.91E-04,2.10E+01,5.27E+06,4.80E+07,6.41E+01,4.04E+01
490,821,1,1,863,33,491,59,524,66,491,17,639,85,1.02E-04,1.66E+01,2.17E+06,1.28E+07,5.96E+01,3.06E+01
495,800,1,1,863,31,491,45,552,63,342,84,990,86,1.84E-04,6.20E+01,6.32E+04,7.48E+07,7.00E+01,4.00E+01
481,806,1,1,863,35,474,44,521,62,356,84,990,86,1.70E-04,6.21E+01,6.32E+04,7.48E+07,6.75E+01,3.73E+01
201,801,2,1,862,14,486,49,538,62,310,87,994,86,1.99E-04,5.61E+01,6.32E+04,3.09E+07,8.86E+01,4.30E+01
484,785,1,2,391,34,457,55,471,65,561,6,998,87,1.50E-04,9.17E+00,5.27E+06,1.28E+07,6.09E+01,3.96E+01
219,821,1,2,387,64,521,50,520,60,529,86,985,87,1.42E-04,5.86E+01,1.53E+05,9.56E+07,6.52E+01,2.11E+01
479,773,1,2,863,32,457,58,540,66,559,25,626,87,2.10E-04,1.85E+01,3.38E+06,2.54E+07,8.51E+01,2.71E+01
494,800,1,2,863,34,489,50,540,63,349,86,989,87,1.97E-04,6.22E+01,6.32E+04,9.56E+07,8.55E+01,2.69E+01
484,800,1,1,863,34,428,45,521,63,553,84,989,86,1.83E-04,4.69E+01,3.71E+05,6.14E+07,6.12E+01,2.65E+01
206,799,2,1,379,64,503,58,520,66,346,80,947,86,2.26E-04,6.12E+01,6.32E+04,7.48E+07,8.56E+01,3.21E+01
495,800,1,1,874,34,491,45,521,68,360,73,990,87,1.73E-04,4.79E+01,3.71E+05,6.14E+07,6.89E+01,4.06E+01
210,815,1,2,865,30,417,59,545,63,339,18,973,86,1.46E-04,2.53E+01,2.17E+06,3.09E+07,7.81E+01,4.36E+01
484,821,1,2,862,33,427,49,540,65,561,86,628,93,1.51E-04,3.39E+01,8.98E+05,3.95E+07,8.24E+01,2.48E+01
484,799,1,1,877,33,407,59,513,66,349,19,630,86,1.72E-04,2.08E+01,3.38E+06,2.54E+07,7.08E+01,5.19E+01
477,794,1,1,860,30,428,50,541,62,569,86,993,86,2.18E-04,6.00E+01,9.84E+04,7.48E+07,6.21E+01,2.64E+01
492,821,1,2,862,33,426,59,545,66,331,18,635,87,1.23E-04,2.13E+01,2.17E+06,1.98E+07,8.55E+01,4.84E+01
209,847,1,2,865,29,417,59,531,62,528,14,973,85,8.07E-05,1.88E+01,2.17E+06,1.63E+07,5.68E+01,3.80E+01
464,812,1,1,864,30,474,48,521,64,346,85,994,87,1.66E-04,6.19E+01,6.32E+04,6.14E+07,6.72E+01,3.64E+01
484,785,1,2,389,34,436,55,471,62,568,12,976,85,1.65E-04,1.60E+01,5.27E+06,2.54E+07,7.05E+01,3.19E+01
494,800,1,2,411,34,489,44,534,63,349,92,989,87,1.86E-04,6.28E+01,9.84E+04,1.16E+08,8.25E+01,2.37E+01
484,784,1,2,841,34,457,55,476,65,561,6,998,87,1.50E-04,8.41E+00,5.27E+06,8.19E+06,6.29E+01,4.68E+01
510,799,2,1,379,62,503,44,520,66,346,79,988,89,1.81E-04,5.75E+01,9.84E+04,6.14E+07,8.51E+01,3.74E+01
200,806,1,1,863,36,474,57,520,62,354,84,991,86,2.06E-04,5.62E+01,1.53E+05,7.48E+07,6.56E+01,3.18E+01
437,814,1,2,465,34,440,50,503,60,529,86,998,93,1.71E-04,6.00E+01,9.84E+04,9.56E+07,7.17E+01,2.17E+01
219,816,1,2,812,64,521,50,476,62,560,86,985,86,1.46E-04,4.64E+01,3.71E+05,7.48E+07,6.55E+01,2.14E+01
486,847,1,2,321,41,427,49,540,66,529,86,628,93,1.05E-04,3.58E+01,8.98E+05,3.95E+07,7.36E+01,2.56E+01
217,821,1,2,927,64,486,51,520,59,560,86,985,87,1.50E-04,6.17E+01,9.84E+04,7.48E+07,6.37E+01,2.22E+01
207,801,1,1,863,35,494,44,545,63,342,82,629,86,2.03E-04,4.10E+01,5.77E+05,6.14E+07,7.86E+01,4.03E+01
501,819,1,1,893,30,423,59,551,66,328,21,990,87,1.31E-04,2.75E+01,2.17E+06,3.09E+07,5.82E+01,2.72E+01
490,820,1,1,863,31,490,44,552,65,342,84,990,83,1.35E-04,6.21E+01,6.32E+04,6.14E+07,6.44E+01,3.39E+01
494,800,1,1,863,33,426,59,540,65,542,18,635,87,1.54E-04,1.68E+01,3.38E+06,1.98E+07,6.25E+01,4.73E+01
464,812,1,1,863,27,474,45,521,62,354,86,990,86,1.59E-04,6.17E+01,6.32E+04,6.14E+07,6.83E+01,3.65E+01
495,800,1,1,874,34,512,48,521,68,360,73,990,87,1.77E-04,5.02E+01,2.38E+05,6.14E+07,6.87E+01,4.01E+01
494,800,1,2,852,34,489,50,540,53,349,86,997,87,2.00E-04,5.84E+01,9.84E+04,9.56E+07,8.64E+01,2.56E+01
210,815,1,2,865,30,454,59,545,67,339,18,973,86,1.35E-04,2.41E+01,2.17E+06,3.09E+07,7.78E+01,4.44E+01
483,800,1,1,863,31,491,45,552,63,342,84,990,86,1.85E-04,6.20E+01,6.32E+04,7.48E+07,7.00E+01,4.00E+01
494,800,1,2,863,34,489,43,540,63,349,86,989,86,1.80E-04,6.20E+01,6.32E+04,9.56E+07,8.63E+01,2.93E+01
210,815,1,2,865,30,454,59,545,67,339,18,970,86,1.35E-04,2.41E+01,2.17E+06,3.09E+07,7.79E+01,4.44E+01
219,816,2,2,801,64,521,53,476,62,560,86,985,84,1.53E-04,5.40E+01,9.84E+04,6.14E+07,9.49E+01,2.28E+01
486,847,1,1,981,26,422,49,540,67,529,86,982,93,1.01E-04,5.71E+01,6.32E+04,3.95E+07,5.62E+01,1.79E+01
464,812,1,2,308,41,478,50,521,61,353,86,632,86,1.96E-04,5.17E+01,3.71E+05,1.49E+08,8.29E+01,2.20E+01
493,800,1,2,407,34,489,44,491,63,406,92,993,87,1.81E-04,6.14E+01,9.84E+04,1.16E+08,7.96E+01,2.19E+01
490,820,1,1,866,31,490,44,552,64,348,83,990,82,1.34E-04,6.22E+01,6.32E+04,6.14E+07,6.40E+01,3.25E+01
494,820,1,2,363,34,426,59,540,66,341,92,978,87,1.78E-04,4.44E+01,5.77E+05,9.56E+07,7.37E+01,2.32E+01
490,800,1,2,916,33,488,43,533,62,549,18,643,87,1.02E-04,1.47E+01,2.17E+06,1.05E+07,8.42E+01,4.53E+01
490,821,1,2,863,33,403,54,540,66,542,21,624,87,1.12E-04,1.82E+01,2.17E+06,1.63E+07,7.87E+01,4.26E+01
452,800,1,2,863,34,489,50,540,62,349,86,989,87,1.99E-04,6.20E+01,6.32E+04,9.56E+07,8.56E+01,2.66E+01
218,816,1,2,862,32,521,50,476,65,560,86,985,82,1.42E-04,4.52E+01,3.71E+05,6.14E+07,7.27E+01,2.38E+01
492,809,1,2,824,66,426,59,546,62,319,21,635,91,1.57E-04,2.51E+01,2.17E+06,3.95E+07,8.24E+01,4.20E+01
492,820,1,2,862,33,425,58,545,66,341,18,635,86,1.22E-04,2.11E+01,2.17E+06,1.98E+07,8.51E+01,4.82E+01
495,782,1,1,862,29,491,45,552,63,331,84,987,86,2.32E-04,6.15E+01,9.84E+04,7.48E+07,7.52E+01,3.98E+01
210,821,1,2,836,30,427,59,545,66,275,19,635,87,1.38E-04,2.30E+01,2.17E+06,3.09E+07,8.98E+01,4.50E+01
205,812,1,2,865,30,454,55,567,66,339,18,973,86,1.33E-04,2.40E+01,2.17E+06,3.09E+07,7.88E+01,4.49E+01
217,821,1,2,926,31,472,51,517,58,560,86,630,87,1.59E-04,3.62E+01,8.98E+05,4.80E+07,8.32E+01,2.33E+01
490,821,1,2,863,65,426,66,554,67,556,17,984,87,1.28E-04,2.27E+01,2.17E+06,2.54E+07,5.62E+01,3.90E+01
483,814,1,2,864,30,468,60,545,67,345,90,970,86,1.86E-04,5.63E+01,1.53E+05,9.56E+07,8.16E+01,2.73E+01
211,812,1,1,864,30,474,46,521,63,366,12,993,86,9.86E-05,1.75E+01,2.17E+06,1.63E+07,5.61E+01,1.97E+01
490,821,1,1,863,33,403,48,551,66,345,21,987,87,1.08E-04,2.59E+01,1.40E+06,2.54E+07,5.74E+01,2.52E+01
490,787,1,1,866,31,490,44,518,64,544,83,597,82,1.89E-04,3.07E+01,1.40E+06,3.95E+07,7.56E+01,3.29E+01
486,847,1,2,326,41,427,49,540,66,529,83,586,93,1.03E-04,3.38E+01,8.98E+05,3.95E+07,7.54E+01,2.59E+01
490,821,1,2,863,33,398,54,540,66,542,21,624,87,1.13E-04,1.82E+01,2.17E+06,1.63E+07,7.87E+01,4.24E+01
210,815,1,2,846,30,449,59,524,63,412,22,970,86,1.38E-04,2.48E+01,2.17E+06,3.09E+07,7.69E+01,3.94E+01
494,800,1,2,406,33,489,36,534,66,339,87,996,87,1.61E-04,5.69E+01,1.53E+05,9.56E+07,8.60E+01,2.72E+01
490,821,1,2,376,33,526,47,533,59,549,18,967,84,7.93E-05,1.95E+01,2.17E+06,1.63E+07,6.69E+01,3.91E+01
240,799,1,2,965,64,482,42,520,62,529,86,659,87,1.74E-04,3.39E+01,1.40E+06,4.80E+07,7.63E+01,2.09E+01
227,821,1,2,920,39,520,50,520,62,529,82,631,90,1.40E-04,3.29E+01,8.98E+05,3.95E+07,8.33E+01,2.47E+01
482,800,1,2,381,59,488,42,532,59,549,18,990,87,1.02E-04,1.98E+01,3.38E+06,1.98E+07,6.92E+01,3.51E+01
524,800,1,1,863,34,462,50,552,63,349,83,988,81,1.96E-04,6.18E+01,9.84E+04,7.48E+07,6.64E+01,3.64E+01
490,824,1,1,866,31,489,44,551,64,348,85,990,87,1.30E-04,6.19E+01,6.32E+04,4.80E+07,6.45E+01,3.30E+01
209,816,1,2,865,30,486,51,520,59,351,86,985,87,1.67E-04,6.03E+01,9.84E+04,7.48E+07,8.32E+01,2.79E+01
500,789,1,1,958,64,489,44,542,65,550,83,990,83,1.86E-04,4.26E+01,5.77E+05,7.48E+07,5.62E+01,2.63E+01
218,816,1,2,862,32,521,50,476,65,560,86,985,82,1.42E-04,4.52E+01,3.71E+05,6.14E+07,7.27E+01,2.38E+01
490,821,1,2,887,33,426,59,540,66,556,18,635,85,1.14E-04,1.70E+01,2.17E+06,1.63E+07,7.60E+01,4.36E+01
218,800,1,2,311,32,520,49,476,65,560,88,985,82,1.75E-04,4.28E+01,8.98E+05,9.56E+07,6.83E+01,1.93E+01
486,847,1,2,872,41,427,49,540,65,528,86,628,93,1.06E-04,3.70E+01,5.77E+05,3.95E+07,7.51E+01,2.96E+01
486,820,1,2,327,32,425,49,561,65,529,83,586,92,1.58E-04,3.37E+01,1.40E+06,6.14E+07,7.85E+01,2.10E+01
491,847,1,2,374,29,526,47,524,59,549,18,967,84,5.27E-05,1.90E+01,1.40E+06,1.28E+07,6.01E+01,3.98E+01
504,813,1,1,861,31,490,49,474,64,348,83,990,82,1.56E-04,6.16E+01,6.32E+04,6.14E+07,6.59E+01,3.26E+01
218,816,1,2,866,32,521,51,567,64,560,82,985,82,1.49E-04,5.57E+01,1.53E+05,6.14E+07,7.16E+01,2.50E+01
480,805,1,1,863,35,489,44,521,62,354,84,990,91,1.73E-04,6.12E+01,6.32E+04,7.48E+07,6.93E+01,3.89E+01
494,800,1,1,411,34,473,44,586,62,349,92,989,87,1.90E-04,6.28E+01,9.84E+04,9.56E+07,6.60E+01,3.36E+01
494,801,1,2,342,34,489,43,540,63,485,92,986,87,1.73E-04,5.46E+01,2.38E+05,9.56E+07,7.43E+01,2.16E+01
486,819,1,2,407,41,427,49,533,66,324,86,627,88,1.89E-04,5.73E+01,1.53E+05,1.16E+08,8.66E+01,2.46E+01
210,815,1,2,916,32,454,59,545,61,541,18,960,85,1.28E-04,2.07E+01,2.17E+06,1.98E+07,6.94E+01,3.79E+01
490,800,1,2,864,30,481,43,533,67,346,18,655,87,1.08E-04,1.78E+01,2.17E+06,1.63E+07,9.12E+01,4.91E+01
481,806,1,1,863,32,474,44,551,62,354,80,990,79,1.64E-04,6.24E+01,6.32E+04,6.14E+07,6.59E+01,3.72E+01
490,824,1,1,866,31,488,44,520,59,348,85,990,87,1.31E-04,6.21E+01,6.32E+04,4.80E+07,6.54E+01,3.16E+01
490,821,1,2,866,33,385,54,540,66,328,21,627,81,1.26E-04,2.36E+01,2.17E+06,2.54E+07,8.56E+01,4.72E+01
490,820,1,1,862,31,490,44,552,64,561,83,984,87,1.24E-04,4.16E+01,5.77E+05,3.95E+07,5.91E+01,2.31E+01
490,821,1,2,877,33,526,41,533,58,549,18,943,84,6.89E-05,1.84E+01,1.40E+06,1.05E+07,7.01E+01,4.93E+01
490,799,1,2,365,33,488,47,533,62,549,20,629,87,1.16E-04,1.65E+01,3.38E+06,1.63E+07,8.29E+01,3.17E+01
490,845,1,2,882,41,490,48,490,65,350,86,659,92,1.10E-04,4.43E+01,3.71E+05,4.80E+07,8.20E+01,3.64E+01
