VIN,VB1,C0_value,R0_value,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
673,551,9,2,451,79,204,5,165,1,711,29,906,89,7.28E-04,3.62E+01,2.38E+05,2.82E+08,3.38E+01,1.40E+01
864,944,9,6,869,53,662,94,151,70,208,57,820,82,1.53E-05,4.84E+01,6.93E+03,1.40E+06,8.69E+01,4.24E+01
204,346,4,2,643,12,628,35,720,94,602,59,316,40,8.49E-04,1.29E+01,2.17E+06,1.05E+07,1.40E+02,2.39E+01
226,341,4,2,644,12,617,37,720,50,369,60,316,40,1.32E-03,2.19E+01,1.40E+06,3.09E+07,6.73E+01,1.27E+01
905,436,1,5,564,68,475,91,603,91,591,87,113,31,7.36E-05,6.30E+00,1.40E+06,1.79E+06,9.76E+01,2.20E+01
717,432,2,5,455,78,475,94,603,50,359,89,113,27,1.41E-03,3.06E+01,3.38E+06,6.82E+08,-1.84E+01,-6.74E+00
908,551,9,1,564,68,204,5,165,6,711,25,906,89,4.98E-05,1.02E+01,1.53E+05,3.71E+05,9.75E+01,3.35E+01
673,551,9,2,451,79,204,5,165,1,711,29,906,91,7.28E-04,3.57E+01,2.38E+05,2.31E+08,3.31E+01,1.39E+01
673,551,9,2,451,81,180,6,438,1,706,29,908,85,9.93E-04,2.36E+01,5.77E+05,6.73E+06,3.15E+01,1.28E+01
902,600,6,6,779,92,845,30,313,39,602,20,897,62,3.65E-05,5.68E+00,2.38E+05,3.05E+05,6.08E+01,6.05E+00
243,347,4,1,636,10,628,24,720,93,445,60,289,40,6.64E-04,1.37E+01,2.17E+06,8.19E+06,1.18E+02,2.83E+01
758,326,5,5,260,70,896,94,606,64,724,28,728,43,4.93E-04,2.00E+01,2.17E+06,2.31E+08,-1.83E+01,-3.83E+00
917,432,1,2,700,9,475,94,895,53,359,89,108,31,7.78E-05,1.10E+01,1.53E+05,4.74E+05,7.85E+01,5.69E+01
226,346,8,2,655,12,235,3,720,50,694,60,316,84,3.61E-04,6.84E+00,5.77E+05,1.15E+06,1.40E+02,0.00E+00
671,551,4,1,462,79,622,38,451,1,375,28,908,39,6.69E-04,-3.00E+00,-1.00E+01,-1.00E+01,1.31E+02,2.99E+01
789,390,6,3,228,14,612,12,169,3,382,79,691,48,5.93E-04,3.42E+01,1.53E+05,1.28E+07,5.37E+01,1.54E+01
789,384,6,4,161,14,632,12,156,1,421,86,274,52,1.54E-03,3.08E+01,2.38E+05,1.49E+08,5.09E+01,1.59E+01
880,944,9,6,869,53,662,94,151,70,206,54,820,82,1.46E-05,4.40E+01,1.08E+04,1.40E+06,8.68E+01,4.25E+01
864,940,9,6,869,53,662,94,159,70,201,57,820,82,1.67E-05,4.96E+01,6.93E+03,1.40E+06,8.94E+01,4.32E+01
671,551,9,1,474,79,241,6,451,1,755,28,908,84,9.50E-04,3.03E+01,3.71E+05,8.19E+06,1.30E+02,2.58E+01
757,350,6,3,160,11,890,95,899,63,724,29,290,43,2.24E-04,6.87E+00,8.98E+05,1.79E+06,8.71E+01,1.04E+01
789,431,4,2,236,14,648,12,169,3,387,82,690,48,5.65E-04,3.51E+01,2.38E+05,1.28E+07,1.33E+02,1.79E+01
204,345,5,2,643,12,627,35,720,94,596,53,307,40,8.27E-04,1.18E+01,2.17E+06,6.73E+06,1.50E+02,2.22E+01
235,303,4,2,688,12,616,37,720,50,368,66,316,40,1.36E-03,2.21E+01,1.40E+06,2.54E+07,6.86E+01,1.25E+01
216,346,4,2,643,12,628,35,720,94,624,59,316,40,8.23E-04,1.27E+01,2.17E+06,8.19E+06,1.33E+02,1.98E+01
232,347,4,2,640,11,577,10,169,3,580,79,691,48,1.53E-03,3.98E+01,2.38E+05,5.60E+08,8.21E+01,2.27E+01
735,407,6,2,230,14,625,36,720,94,381,52,307,44,2.42E-04,1.46E+01,8.98E+05,3.38E+06,1.23E+02,1.17E+01
789,352,4,2,163,14,649,34,169,4,382,82,690,39,8.30E-04,3.80E+01,3.71E+05,4.38E+08,3.54E+01,1.53E+01
228,428,4,2,656,12,628,12,720,92,694,59,316,47,3.47E-04,9.58E+00,1.40E+06,3.38E+06,1.37E+02,5.14E+01
789,431,4,2,236,14,648,12,221,3,387,82,690,48,6.18E-04,3.68E+01,2.38E+05,1.28E+07,1.33E+02,1.67E+01
789,392,6,4,161,16,607,12,156,3,382,86,274,46,7.50E-04,2.61E+01,3.71E+05,3.09E+07,3.83E+01,1.34E+01
226,301,4,2,687,12,616,37,720,50,633,58,316,40,1.02E-03,1.57E+01,2.17E+06,1.28E+07,1.49E+02,2.35E+01
218,347,4,2,635,8,639,36,729,94,360,66,316,40,8.22E-04,1.64E+01,2.17E+06,1.05E+07,1.40E+02,1.48E+01
226,389,3,2,644,12,617,37,710,50,369,59,305,38,1.25E-03,2.27E+01,2.17E+06,3.95E+07,6.42E+01,1.19E+01
789,341,6,3,236,13,612,14,181,3,382,82,682,47,6.58E-04,3.42E+01,1.53E+05,1.28E+07,5.86E+01,1.58E+01
763,346,5,1,628,12,612,35,151,93,602,58,262,40,6.80E-05,-7.71E+00,-1.00E+01,-1.00E+01,1.02E+02,2.51E+01
241,390,3,3,250,14,627,12,738,2,382,82,691,48,1.51E-03,-3.37E+01,-1.00E+01,-1.00E+01,0.00E+00,4.72E+01
216,346,4,2,643,12,628,35,720,94,662,59,316,40,8.11E-04,1.22E+01,2.17E+06,8.19E+06,1.40E+02,1.74E+01
219,298,4,2,643,12,621,39,720,93,602,59,316,40,9.05E-04,1.26E+01,2.17E+06,1.05E+07,1.37E+02,2.39E+01
673,551,8,1,450,79,241,7,200,1,765,29,933,94,8.74E-04,4.02E+01,2.38E+05,1.98E+07,1.37E+02,2.33E+01
671,551,9,2,444,79,203,4,445,1,691,23,907,84,9.17E-04,5.37E+01,4.06E+04,5.60E+08,5.23E+01,1.61E+01
233,347,4,2,630,9,616,37,720,50,368,66,288,40,1.18E-03,2.06E+01,1.40E+06,1.63E+07,9.88E+01,1.29E+01
244,337,4,1,658,12,628,24,718,95,445,59,316,40,7.05E-04,1.49E+01,2.17E+06,1.05E+07,1.22E+02,3.21E+01
226,341,4,1,637,12,627,37,743,47,369,60,297,41,1.39E-03,2.18E+01,2.17E+06,1.98E+07,1.28E+02,2.06E+01
242,346,4,2,643,10,617,24,720,93,444,58,289,40,6.60E-04,1.33E+01,2.17E+06,8.19E+06,1.36E+02,2.03E+01
261,389,3,2,644,12,617,37,720,49,369,52,315,38,1.11E-03,2.21E+01,2.17E+06,3.09E+07,6.83E+01,1.07E+01
226,301,4,2,687,12,584,38,717,50,633,58,305,39,1.05E-03,1.57E+01,2.17E+06,1.28E+07,1.48E+02,2.38E+01
228,354,4,2,600,12,578,18,159,3,601,58,691,40,1.56E-03,3.15E+01,8.98E+05,4.38E+08,7.45E+01,2.23E+01
207,346,4,2,642,10,626,36,730,94,580,79,316,37,8.69E-04,1.58E+01,2.17E+06,1.05E+07,1.14E+02,1.61E+01
206,551,7,1,635,79,232,7,198,1,765,31,325,97,1.44E-03,-7.84E+00,-1.00E+01,-1.00E+01,1.42E+02,0.00E+00
699,347,3,2,449,8,639,35,730,94,360,63,912,40,1.63E-04,2.17E+01,5.77E+05,6.73E+06,1.18E+02,2.02E+01
237,572,8,2,635,80,639,7,729,94,756,61,316,65,1.18E-04,9.16E+00,3.71E+05,8.98E+05,1.45E+02,0.00E+00
673,325,3,1,449,6,241,34,208,1,368,33,933,94,1.16E-03,3.00E+01,3.71E+05,1.05E+07,1.04E+02,2.70E+01
204,346,4,2,643,12,566,35,749,91,602,59,316,40,9.07E-04,1.36E+01,2.17E+06,1.05E+07,1.38E+02,2.09E+01
204,346,4,2,613,12,666,35,720,94,602,59,316,40,8.45E-04,1.30E+01,2.17E+06,1.05E+07,1.36E+02,2.26E+01
789,431,3,2,207,13,626,12,221,3,387,82,690,48,6.37E-04,3.68E+01,2.38E+05,1.98E+07,1.36E+02,1.68E+01
244,337,4,1,661,12,649,24,718,95,445,60,316,40,6.95E-04,1.50E+01,2.17E+06,8.19E+06,1.22E+02,2.89E+01
242,336,3,1,658,12,627,25,718,95,450,65,297,40,7.48E-04,1.52E+01,2.17E+06,1.28E+07,1.20E+02,2.79E+01
227,341,4,1,637,12,627,34,743,44,363,60,315,40,1.39E-03,2.31E+01,1.40E+06,1.98E+07,1.28E+02,2.05E+01
206,389,4,2,642,12,617,37,720,50,354,59,305,40,1.33E-03,2.26E+01,1.40E+06,3.09E+07,7.30E+01,1.38E+01
219,298,2,2,643,12,621,39,658,93,602,59,315,37,8.86E-04,1.26E+01,5.27E+06,1.98E+07,1.22E+02,1.72E+01
768,431,4,2,227,14,577,12,176,3,387,82,690,42,6.94E-04,3.98E+01,2.38E+05,1.98E+07,1.46E+02,1.74E+01
254,347,4,2,645,11,647,10,169,3,556,79,691,48,1.42E-03,3.75E+01,3.71E+05,3.95E+07,7.55E+01,2.21E+01
218,308,4,2,217,14,648,12,727,3,365,82,742,47,1.80E-03,-2.62E+01,-1.00E+01,-1.00E+01,0.00E+00,4.85E+01
801,430,4,2,687,12,616,37,161,50,654,58,314,40,4.69E-05,-2.59E+00,-1.00E+01,-1.00E+01,1.07E+02,1.83E+01
789,440,4,2,234,14,648,12,169,7,387,82,690,52,3.10E-04,2.78E+01,3.71E+05,8.19E+06,1.34E+02,1.59E+01
789,389,4,2,236,16,643,12,221,5,387,82,690,48,4.66E-04,3.22E+01,3.71E+05,1.28E+07,1.38E+02,1.53E+01
244,337,4,1,658,12,628,10,718,95,588,59,316,40,3.66E-04,1.09E+01,1.40E+06,4.32E+06,1.13E+02,5.62E+01
232,347,4,2,666,11,550,24,169,2,436,79,691,48,1.87E-03,-1.57E-01,-1.00E+01,-1.00E+01,1.51E+02,2.04E+01
251,451,4,2,227,9,515,12,176,1,394,82,690,42,1.14E-03,-1.54E+01,-1.00E+01,-1.00E+01,1.34E+02,2.86E+01
729,346,4,2,665,14,626,36,730,99,582,79,316,37,1.38E-04,1.20E+01,5.77E+05,1.79E+06,1.19E+02,2.89E+01
768,431,4,2,227,14,653,2,165,3,387,82,690,37,2.48E-04,3.05E+01,1.53E+05,4.32E+06,1.07E+02,2.15E+01
770,445,4,2,236,14,568,12,169,3,387,82,734,48,6.65E-04,3.85E+01,2.38E+05,1.98E+07,1.48E+02,1.76E+01
673,617,8,1,603,76,245,6,200,1,765,29,701,40,4.50E-04,3.58E+01,1.53E+05,1.05E+07,1.12E+02,2.80E+01
228,355,4,2,446,14,573,18,169,3,601,58,922,90,2.06E-03,2.97E+01,1.40E+06,6.82E+08,6.89E+01,2.27E+01
787,431,3,2,207,13,626,12,221,3,387,82,690,49,6.47E-04,3.66E+01,2.38E+05,1.98E+07,1.37E+02,1.67E+01
673,551,8,1,450,79,241,7,200,1,763,29,933,94,8.75E-04,4.03E+01,2.38E+05,1.98E+07,1.37E+02,2.33E+01
203,346,4,2,613,13,672,35,720,94,602,59,316,40,8.74E-04,1.34E+01,2.17E+06,1.05E+07,1.28E+02,2.37E+01
244,337,5,1,658,12,628,24,844,97,445,59,316,39,7.36E-04,1.63E+01,1.40E+06,8.19E+06,1.22E+02,3.17E+01
233,347,4,2,630,9,616,37,720,50,368,66,288,40,1.18E-03,2.06E+01,1.40E+06,1.63E+07,9.88E+01,1.29E+01
235,347,4,2,645,11,647,10,169,3,556,79,691,48,1.46E-03,3.79E+01,2.38E+05,3.95E+07,1.56E+02,2.24E+01
218,347,4,1,634,11,627,36,743,94,360,60,315,40,9.63E-04,1.75E+01,2.17E+06,1.28E+07,1.25E+02,2.31E+01
227,340,4,1,637,8,638,33,728,44,363,65,254,28,1.13E-03,2.29E+01,1.40E+06,1.63E+07,1.17E+02,1.96E+01
817,430,4,1,643,12,649,35,275,94,570,59,681,47,3.81E-05,1.44E+00,3.71E+05,1.96E+05,9.52E+01,3.46E+01
201,346,4,2,236,14,626,12,709,3,387,82,324,38,2.78E-03,-1.90E+01,-1.00E+01,-1.00E+01,0.00E+00,4.72E+01
791,617,8,1,599,75,245,6,214,3,765,33,700,40,2.03E-04,3.15E+01,1.53E+05,5.27E+06,1.06E+02,3.03E+01
670,431,3,2,236,14,648,12,221,1,387,77,690,48,1.17E-03,1.80E+01,1.40E+06,8.19E+06,2.30E+01,1.54E+01
232,565,3,1,638,11,237,10,169,3,580,29,691,48,7.98E-04,4.00E+01,3.71E+05,3.09E+07,1.09E+02,3.24E+01
673,332,8,1,451,78,580,7,200,1,765,78,933,94,1.60E-03,3.95E+01,1.53E+05,1.63E+07,1.42E+02,1.89E+01
789,419,4,1,236,16,643,12,203,5,395,82,690,48,4.35E-04,3.21E+01,3.71E+05,1.05E+07,1.10E+02,2.08E+01
789,431,3,2,207,13,626,12,221,3,387,82,690,48,6.37E-04,3.68E+01,2.38E+05,1.98E+07,1.36E+02,1.68E+01
669,389,4,2,216,75,643,11,221,5,378,82,690,48,1.15E-03,4.43E+01,3.71E+05,8.72E+08,1.35E+01,1.06E+01
792,617,8,1,622,16,262,6,200,1,773,29,701,40,1.95E-04,3.15E+01,6.32E+04,2.17E+06,9.63E+01,4.01E+01
673,551,8,1,445,79,211,7,200,1,763,29,933,92,9.55E-04,4.77E+01,9.84E+04,3.09E+07,1.43E+02,2.19E+01
254,347,3,2,649,11,677,9,184,3,556,79,688,50,1.34E-03,3.49E+01,5.77E+05,3.09E+07,1.48E+02,2.19E+01
768,431,4,2,227,14,577,2,176,3,387,82,643,42,2.73E-04,2.95E+01,1.53E+05,4.32E+06,1.08E+02,2.01E+01
789,431,4,2,236,13,648,12,221,3,395,82,679,48,5.90E-04,3.59E+01,2.38E+05,1.28E+07,1.31E+02,1.71E+01
227,339,4,1,671,8,638,34,691,3,363,65,254,28,2.73E-03,-1.22E+01,-1.00E+01,-1.00E+01,1.24E+02,3.30E+01
714,431,3,1,173,14,628,12,225,43,387,82,690,48,2.02E-04,1.92E+01,1.40E+06,1.28E+07,1.22E+02,1.61E+01
208,340,4,1,637,5,212,33,749,46,333,66,919,26,9.90E-04,4.84E+01,9.84E+04,1.98E+07,1.08E+02,2.11E+01
678,561,8,1,450,80,658,6,178,1,792,26,245,94,2.96E-04,1.42E+01,3.71E+05,1.40E+06,1.13E+02,0.00E+00
232,347,4,2,235,10,649,10,169,3,416,79,690,48,1.68E-03,2.95E+01,8.98E+05,4.38E+08,3.16E+01,1.95E+01
789,431,4,2,640,14,575,12,169,3,576,82,647,48,2.89E-04,2.70E+01,2.38E+05,4.32E+06,1.07E+02,2.28E+01
669,422,3,1,207,5,185,12,175,3,396,35,671,48,6.01E-04,2.75E+01,8.98E+05,1.63E+07,1.13E+02,2.71E+01
792,333,3,1,449,13,681,34,208,1,368,78,951,94,1.43E-03,3.97E+01,1.53E+05,1.28E+07,1.04E+02,2.35E+01
792,423,3,1,225,13,220,39,208,1,368,78,951,95,1.64E-03,2.64E+01,8.98E+05,1.63E+07,1.19E+02,2.09E+01
669,331,3,1,407,5,645,12,153,3,396,35,671,47,2.97E-04,2.10E+01,5.77E+05,5.27E+06,1.02E+02,2.91E+01
789,613,3,1,207,13,626,5,200,3,768,82,670,47,1.77E-04,2.85E+01,2.38E+05,5.27E+06,9.67E+01,3.23E+01
672,434,8,2,603,76,265,8,220,1,383,29,690,40,1.07E-03,2.35E+01,5.77E+05,8.19E+06,3.43E+01,1.25E+01
777,327,7,2,447,16,641,12,201,5,407,82,690,47,3.91E-04,2.95E+01,1.53E+05,4.32E+06,1.26E+02,1.83E+01
673,389,4,1,239,78,581,7,219,1,744,81,999,94,1.71E-03,5.81E+01,6.32E+04,9.56E+07,1.41E+02,1.63E+01
232,339,4,1,639,10,571,32,113,8,580,79,692,48,1.31E-03,2.32E+01,1.40E+06,1.98E+07,1.21E+02,2.66E+01
208,347,4,1,637,5,237,10,748,46,328,66,926,25,8.10E-04,4.39E+01,9.84E+04,1.63E+07,1.06E+02,3.17E+01
789,337,4,1,639,16,643,32,164,4,396,82,690,48,4.19E-04,2.95E+01,2.38E+05,6.73E+06,1.03E+02,2.41E+01
208,421,4,1,233,5,236,12,802,44,331,66,919,25,9.47E-04,1.34E+01,3.38E+06,1.05E+07,1.23E+02,2.58E+01
790,559,4,1,236,14,662,12,199,1,764,82,690,47,6.03E-04,6.01E+01,1.68E+04,1.28E+07,1.02E+02,2.93E+01
671,380,8,1,386,79,191,7,221,5,385,25,933,92,7.58E-04,2.79E+01,8.98E+05,1.98E+07,6.90E+01,1.63E+01
727,431,3,2,207,13,626,10,221,3,387,82,690,48,8.36E-04,4.04E+01,2.38E+05,3.95E+07,1.54E+02,1.58E+01
726,431,2,1,173,14,627,12,225,43,387,82,690,48,1.90E-04,1.88E+01,2.17E+06,1.63E+07,1.17E+02,1.65E+01
792,330,3,1,449,12,681,34,225,1,368,77,689,94,1.40E-03,3.46E+01,2.38E+05,1.05E+07,1.03E+02,2.31E+01
714,431,3,1,179,14,628,12,207,43,387,82,951,48,1.98E-04,2.18E+01,1.40E+06,1.28E+07,1.20E+02,1.84E+01
671,617,8,1,445,78,211,5,200,1,763,29,933,92,5.73E-04,4.01E+01,1.53E+05,1.28E+07,1.20E+02,2.62E+01
673,550,8,1,603,78,245,7,200,1,765,29,701,40,6.56E-04,3.57E+01,2.38E+05,1.28E+07,1.25E+02,2.41E+01
668,332,3,1,451,78,161,12,200,1,400,78,933,94,2.58E-03,8.91E+00,5.27E+06,8.19E+06,2.64E+01,1.22E+01
673,422,7,1,207,5,603,6,174,3,760,35,671,48,1.81E-04,1.74E+01,3.71E+05,2.17E+06,1.04E+02,3.13E+01
671,638,8,1,430,71,211,7,200,1,763,29,933,92,6.33E-04,5.89E+01,2.61E+04,1.98E+07,1.23E+02,2.46E+01
673,389,4,1,239,78,581,7,228,1,744,83,999,94,1.73E-03,5.69E+01,6.32E+04,7.48E+07,1.41E+02,1.62E+01
208,609,4,1,637,14,666,10,252,48,335,64,922,25,1.61E-04,2.88E+01,3.71E+05,1.05E+07,1.01E+02,3.60E+01
790,296,4,1,236,4,223,12,743,1,776,82,688,47,1.08E-03,3.71E+01,9.84E+04,5.27E+06,9.74E+01,2.65E+01
726,431,2,1,173,11,627,12,225,43,387,77,690,48,1.70E-04,1.74E+01,2.17E+06,1.28E+07,1.14E+02,1.79E+01
714,431,3,1,179,14,628,12,207,41,387,82,951,48,2.02E-04,2.21E+01,1.40E+06,1.63E+07,1.20E+02,1.81E+01
628,617,8,1,445,78,281,5,200,4,789,29,933,46,2.05E-04,3.04E+01,2.38E+05,6.73E+06,1.09E+02,3.05E+01
790,419,4,1,236,16,614,11,180,1,395,84,690,92,1.45E-03,3.82E+01,1.53E+05,1.28E+07,1.10E+02,2.11E+01
669,422,3,1,207,16,185,11,175,5,396,85,671,48,1.35E-03,5.54E+01,1.53E+05,8.72E+08,7.05E+01,1.87E+01
789,419,3,1,235,5,643,12,202,5,395,31,688,48,1.16E-04,1.74E+01,5.77E+05,2.78E+06,9.82E+01,2.85E+01
726,441,3,1,208,13,626,10,221,8,332,82,902,48,4.51E-04,3.52E+01,3.71E+05,1.98E+07,1.18E+02,1.98E+01
208,340,3,2,658,4,240,30,749,47,387,68,706,26,7.96E-04,3.05E+01,5.77E+05,1.63E+07,1.24E+02,1.35E+01
770,445,4,2,236,14,568,12,169,3,387,82,791,48,6.62E-04,3.98E+01,1.53E+05,1.98E+07,1.48E+02,1.79E+01
727,449,3,2,207,13,626,10,221,3,387,82,690,48,8.15E-04,4.14E+01,2.38E+05,3.95E+07,1.51E+02,1.60E+01
709,431,3,1,173,13,628,12,225,43,387,81,690,48,2.01E-04,1.89E+01,1.40E+06,1.28E+07,1.21E+02,1.82E+01
789,431,4,1,236,14,648,12,169,3,426,82,702,48,5.23E-04,3.42E+01,2.38E+05,1.05E+07,1.08E+02,2.34E+01
714,484,3,1,173,14,628,12,225,43,387,82,690,48,1.87E-04,1.97E+01,1.40E+06,1.28E+07,1.19E+02,1.73E+01
789,389,4,2,215,16,643,9,221,10,416,83,690,48,2.48E-04,2.56E+01,5.77E+05,8.19E+06,1.27E+02,1.55E+01
736,553,3,1,441,79,579,7,230,1,762,31,933,94,4.26E-04,3.07E+01,5.77E+05,1.28E+07,1.09E+02,3.12E+01
679,389,8,1,242,78,212,7,276,1,744,78,999,92,1.87E-03,1.62E+01,1.40E+06,6.73E+06,3.43E+01,1.53E+01
669,389,7,1,249,16,643,12,221,5,389,82,941,54,8.53E-04,4.07E+01,1.53E+05,1.63E+07,1.28E+02,1.88E+01
724,638,4,1,430,71,211,7,200,1,760,29,681,92,5.94E-04,3.57E+01,3.71E+05,1.98E+07,1.18E+02,2.52E+01
714,365,3,1,179,13,605,17,207,41,386,82,961,48,2.65E-04,2.27E+01,1.40E+06,1.98E+07,1.28E+02,1.42E+01
789,431,1,2,236,13,650,12,220,3,395,82,668,48,5.89E-04,3.56E+01,8.98E+05,4.80E+07,1.24E+02,1.72E+01
673,414,3,1,250,77,580,7,230,2,712,85,933,94,1.06E-03,3.63E+01,5.77E+05,3.95E+07,1.36E+02,1.57E+01
735,548,3,1,442,79,579,7,218,1,745,26,999,94,3.75E-04,2.95E+01,5.77E+05,1.28E+07,1.08E+02,3.07E+01
790,559,6,1,454,13,227,15,185,4,764,85,690,47,2.77E-04,3.00E+01,1.53E+05,5.27E+06,1.02E+02,2.96E+01
671,638,4,1,236,71,681,6,157,1,762,23,933,92,1.92E-04,2.40E+01,3.71E+05,5.27E+06,1.01E+02,3.04E+01
702,609,8,1,637,76,245,9,221,1,347,29,701,40,5.00E-04,1.75E+01,5.77E+05,2.78E+06,1.24E+02,2.89E+01
202,616,3,1,602,6,666,6,200,48,752,64,922,25,7.39E-05,1.56E+01,5.77E+05,3.38E+06,9.25E+01,3.85E+01
725,431,9,1,603,76,211,6,200,1,361,84,690,40,1.03E-03,1.50E+01,5.77E+05,2.17E+06,1.46E+02,1.76E+01
679,595,1,1,173,14,627,11,225,43,790,15,693,48,8.81E-05,7.17E-01,5.27E+06,1.79E+06,8.42E+01,2.91E+01
726,440,3,1,207,13,611,12,221,11,326,84,912,48,4.21E-04,3.38E+01,5.77E+05,2.54E+07,1.17E+02,1.85E+01
713,431,3,1,179,14,628,9,207,39,387,82,951,48,1.72E-04,2.13E+01,1.40E+06,1.28E+07,1.16E+02,1.62E+01
652,609,3,1,643,14,655,10,308,5,336,84,922,25,2.31E-04,2.09E+01,5.77E+05,4.32E+06,9.78E+01,3.38E+01
229,422,3,1,207,16,163,11,175,42,394,65,671,48,1.23E-03,2.33E+01,5.27E+06,1.81E+08,4.67E+01,1.61E+01
819,556,3,1,113,14,660,12,224,45,764,82,690,46,8.02E-05,1.04E+01,1.40E+06,3.38E+06,1.03E+02,2.16E+01
