VIN,VB1,C0_value,R0_value,L1,W1,L2,W2,L3,W3,L4,W4,L5,W5,Power,Gain,BW_3dB,UGB,PM,GM
334,358,5,9,296,30,519,81,347,23,986,32,479,51,2.16E-03,1.55E+01,5.27E+06,5.60E+08,5.70E+01,1.54E+01
740,694,2,1,327,15,159,63,388,32,742,50,865,64,2.50E-04,2.66E+01,1.40E+06,2.54E+07,9.71E+01,2.20E+01
335,569,3,1,914,34,290,14,942,46,124,66,992,43,6.75E-04,1.83E+01,2.17E+06,1.28E+07,1.24E+02,4.21E+01
706,794,3,1,825,21,910,94,882,43,388,93,119,81,2.87E-04,3.04E+01,3.71E+05,1.05E+07,1.00E+02,3.16E+01
320,842,2,2,271,33,534,60,939,26,707,84,525,51,1.22E-04,2.34E+01,8.98E+05,1.05E+07,8.58E+01,2.74E+01
739,694,4,1,337,32,892,92,927,33,556,50,829,45,3.52E-04,6.30E+01,4.06E+04,4.80E+07,1.05E+02,2.15E+01
320,839,1,2,273,17,506,63,585,42,710,85,519,50,1.32E-04,6.02E+01,9.84E+04,7.48E+07,6.28E+01,2.27E+01
930,839,4,3,275,42,896,90,907,43,768,84,530,59,5.19E-05,3.37E+01,9.84E+04,4.32E+06,1.00E+02,2.22E+01
291,747,2,1,327,17,256,64,417,33,716,92,847,42,5.34E-04,9.87E+00,5.27E+06,1.28E+07,7.65E+01,2.49E+01
729,797,2,1,327,16,150,63,378,27,134,92,847,42,2.03E-04,1.00E+01,2.17E+06,6.73E+06,7.50E+01,3.02E+01
888,694,2,1,822,16,542,64,882,32,396,93,119,76,9.16E-05,1.46E+01,1.53E+05,7.38E+05,8.62E+01,0.00E+00
740,693,2,4,834,17,523,73,600,14,533,92,119,80,3.90E-04,2.15E+01,5.77E+05,6.73E+06,4.88E+01,1.13E+01
756,913,1,1,170,64,521,65,884,25,150,87,109,48,8.68E-05,5.33E+01,6.32E+04,2.54E+07,6.91E+01,2.42E+01
731,795,2,1,429,14,152,63,388,33,378,49,862,37,1.65E-04,2.87E+01,8.98E+05,1.98E+07,6.89E+01,2.09E+01
707,913,1,4,206,68,522,73,603,14,537,80,102,51,7.89E-05,5.47E+01,6.32E+04,3.09E+07,9.39E+01,2.04E+01
320,842,2,2,271,33,533,60,939,26,707,84,525,51,1.22E-04,2.34E+01,8.98E+05,1.05E+07,8.58E+01,2.74E+01
756,913,1,1,170,67,521,64,921,25,150,87,109,48,8.70E-05,5.31E+01,6.32E+04,2.54E+07,6.87E+01,2.45E+01
762,913,1,4,194,68,519,74,643,13,625,92,109,51,8.31E-05,5.64E+01,6.32E+04,3.09E+07,8.82E+01,1.94E+01
870,694,2,1,319,41,149,64,872,43,537,82,528,42,2.05E-04,3.68E+01,5.77E+05,3.09E+07,8.67E+01,2.45E+01
739,694,4,1,337,32,892,92,927,33,556,50,829,45,3.52E-04,6.30E+01,4.06E+04,4.80E+07,1.05E+02,2.15E+01
438,700,5,1,436,12,910,63,716,32,329,68,159,24,6.35E-04,5.42E+01,4.06E+04,2.54E+07,1.18E+02,2.42E+01
755,729,1,1,433,15,159,63,376,33,137,50,862,41,2.29E-04,5.39E+01,2.38E+05,7.48E+07,8.30E+01,3.17E+01
730,795,1,1,331,14,152,61,388,33,380,49,862,37,1.83E-04,2.52E+01,2.17E+06,3.95E+07,4.85E+01,1.48E+01
320,839,1,5,207,22,505,63,585,15,706,85,555,50,1.30E-04,1.61E+01,2.17E+06,1.28E+07,3.88E+01,1.40E+01
757,912,1,1,254,62,522,74,603,40,540,84,101,51,5.09E-05,4.95E+01,9.84E+04,2.54E+07,6.53E+01,2.11E+01
331,693,3,1,922,35,292,9,955,44,748,66,992,63,2.01E-04,3.38E+01,3.71E+05,1.63E+07,9.46E+01,4.47E+01
728,610,1,1,319,14,508,63,559,32,536,50,858,50,2.87E-04,3.08E+01,2.17E+06,6.14E+07,8.69E+01,1.99E+01
740,694,2,1,356,15,147,63,443,33,140,55,862,42,3.22E-04,3.67E+01,8.98E+05,4.80E+07,1.03E+02,2.75E+01
707,913,1,4,207,68,534,73,603,14,527,80,102,50,7.81E-05,5.48E+01,6.32E+04,3.09E+07,9.37E+01,2.07E+01
707,913,1,4,206,68,522,73,603,13,537,80,102,51,8.20E-05,5.50E+01,6.32E+04,3.09E+07,9.41E+01,2.04E+01
320,839,1,2,273,17,506,63,527,42,726,85,519,50,1.31E-04,6.15E+01,6.32E+04,7.48E+07,6.29E+01,2.24E+01
752,610,3,1,919,31,286,68,947,33,729,49,995,37,2.38E-04,3.72E+01,3.71E+05,1.98E+07,9.21E+01,2.97E+01
301,811,2,1,415,17,152,10,388,43,378,65,856,65,9.63E-05,3.66E+01,3.71E+05,1.98E+07,8.41E+01,4.37E+01
886,694,2,1,327,17,159,63,378,19,145,92,847,42,1.79E-04,5.31E+01,4.06E+04,1.63E+07,9.28E+01,3.37E+01
739,694,4,1,337,32,892,92,927,31,556,50,829,47,3.61E-04,6.18E+01,4.06E+04,4.80E+07,1.07E+02,2.12E+01
703,911,1,4,207,68,534,73,941,14,527,80,102,49,9.69E-05,5.62E+01,6.32E+04,3.09E+07,9.12E+01,2.30E+01
742,619,4,1,337,32,892,92,588,33,556,49,829,55,3.70E-04,3.34E+01,5.77E+05,3.09E+07,1.25E+02,1.82E+01
757,912,1,1,249,62,522,74,631,40,540,84,101,51,5.15E-05,4.98E+01,9.84E+04,2.54E+07,6.50E+01,2.12E+01
739,694,4,1,337,39,892,92,927,33,556,47,829,45,3.66E-04,6.19E+01,4.06E+04,4.80E+07,1.07E+02,2.16E+01
756,976,1,1,170,64,521,65,884,42,142,84,519,47,7.25E-06,2.14E+01,2.38E+05,1.79E+06,2.36E+01,3.90E+00
320,827,1,2,273,17,506,56,527,24,726,87,112,50,2.07E-04,3.91E+01,8.98E+05,6.14E+07,9.83E+01,2.00E+01
700,944,1,2,273,33,515,64,523,42,726,47,519,47,1.39E-05,5.54E+01,2.61E+04,1.05E+07,3.23E+01,6.46E+00
328,698,4,1,337,17,882,90,930,30,556,82,829,49,5.19E-04,1.27E+01,2.17E+06,6.73E+06,1.17E+02,2.45E+01
676,913,1,4,206,68,504,73,603,13,537,80,102,61,8.78E-05,5.40E+01,6.32E+04,3.95E+07,9.79E+01,2.01E+01
306,811,2,1,415,17,152,8,388,43,332,65,856,65,8.37E-05,3.49E+01,3.71E+05,1.63E+07,8.52E+01,4.79E+01
707,913,1,4,206,66,533,73,918,14,527,80,122,50,8.25E-05,4.79E+01,9.84E+04,2.54E+07,8.70E+01,2.33E+01
756,913,1,1,213,68,521,64,601,25,150,87,100,48,8.14E-05,5.44E+01,6.32E+04,2.54E+07,7.31E+01,2.49E+01
739,670,4,1,337,32,892,92,927,21,556,50,829,47,4.16E-04,3.49E+01,5.77E+05,2.54E+07,1.13E+02,1.66E+01
674,694,4,1,337,32,913,92,927,33,526,50,829,45,4.15E-04,3.19E+01,8.98E+05,2.54E+07,1.11E+02,2.12E+01
320,841,1,1,265,30,506,83,612,42,704,85,519,49,1.50E-04,3.16E+01,1.40E+06,4.80E+07,3.81E+01,1.20E+01
739,691,3,1,337,18,892,63,899,28,565,46,829,45,2.52E-04,4.31E+01,2.38E+05,2.54E+07,9.58E+01,2.55E+01
320,839,1,1,205,62,506,62,585,30,548,84,519,49,1.32E-04,2.62E+01,2.17E+06,3.95E+07,4.57E+01,1.40E+01
757,912,1,1,272,16,522,74,603,42,707,84,113,50,4.46E-05,4.64E+01,1.53E+05,1.98E+07,6.49E+01,1.92E+01
702,913,1,4,206,68,504,73,607,42,531,65,102,51,4.37E-05,4.20E+01,2.38E+05,2.54E+07,8.97E+01,2.63E+01
305,811,2,1,415,17,147,6,383,14,383,87,953,64,9.57E-05,3.80E+01,2.38E+05,1.28E+07,8.53E+01,4.05E+01
706,697,4,1,210,40,920,98,603,33,525,79,829,45,4.27E-04,2.68E+01,1.40E+06,2.54E+07,1.13E+02,1.41E+01
730,960,1,4,371,68,522,73,919,14,538,46,102,51,2.45E-05,5.43E+01,2.61E+04,1.05E+07,7.57E+01,3.60E+01
706,964,1,1,204,66,524,73,613,12,141,80,122,50,2.81E-05,3.13E+01,1.53E+05,5.27E+06,6.66E+01,1.49E+01
756,913,1,3,223,67,521,63,829,26,535,87,100,43,5.83E-05,5.37E+01,6.32E+04,2.54E+07,7.83E+01,2.89E+01
757,912,1,5,206,68,522,73,598,15,537,80,109,51,7.50E-05,5.55E+01,6.32E+04,3.95E+07,9.78E+01,1.64E+01
703,911,1,4,206,68,533,72,945,14,527,83,101,49,9.86E-05,5.61E+01,6.32E+04,3.09E+07,9.12E+01,2.26E+01
757,913,1,5,335,63,829,74,609,14,536,84,128,52,5.78E-05,5.71E+01,4.06E+04,1.98E+07,9.37E+01,2.67E+01
739,730,4,1,229,33,534,92,891,33,556,48,818,44,3.58E-04,2.70E+01,1.40E+06,1.98E+07,1.01E+02,2.32E+01
739,694,4,1,330,32,892,92,927,36,522,50,829,45,3.52E-04,6.39E+01,2.61E+04,4.80E+07,1.06E+02,2.18E+01
739,691,4,1,337,32,892,92,927,31,556,57,829,47,3.69E-04,4.53E+01,2.38E+05,3.95E+07,1.08E+02,1.98E+01
739,694,4,1,331,32,892,92,927,31,556,50,829,47,3.62E-04,6.12E+01,4.06E+04,4.80E+07,1.07E+02,2.11E+01
739,694,4,1,337,39,892,96,927,33,556,46,829,45,3.71E-04,6.12E+01,4.06E+04,6.14E+07,1.07E+02,2.14E+01
702,951,1,4,206,68,467,73,607,42,531,65,102,54,2.21E-05,4.68E+01,6.32E+04,1.28E+07,7.69E+01,3.21E+01
757,904,1,1,254,62,522,74,604,40,535,84,101,51,5.93E-05,4.96E+01,1.53E+05,3.09E+07,6.61E+01,2.25E+01
739,711,1,1,339,32,892,92,927,33,556,51,849,50,3.32E-04,6.19E+01,1.53E+05,1.49E+08,5.92E+01,1.82E+01
691,869,2,4,203,68,522,73,603,14,537,78,103,47,1.81E-04,5.49E+01,6.32E+04,2.31E+08,5.54E+01,9.99E+00
757,912,1,1,341,62,559,92,642,40,555,84,101,51,5.77E-05,5.15E+01,9.84E+04,3.09E+07,6.24E+01,1.97E+01
753,694,4,1,244,32,877,73,915,33,540,50,829,44,3.27E-04,6.44E+01,2.61E+04,4.80E+07,1.06E+02,2.06E+01
702,913,1,4,206,68,504,73,607,40,531,65,128,51,4.44E-05,4.73E+01,1.53E+05,2.54E+07,8.49E+01,2.43E+01
320,839,1,2,273,17,506,63,527,42,726,85,519,50,1.31E-04,6.15E+01,6.32E+04,7.48E+07,6.29E+01,2.24E+01
754,891,1,1,272,15,522,74,604,42,714,84,517,50,5.17E-05,6.33E+01,2.61E+04,3.09E+07,3.67E+01,8.37E+00
322,840,1,1,272,17,505,63,525,42,773,85,123,53,1.39E-04,2.77E+01,1.40E+06,3.09E+07,7.77E+01,2.77E+01
739,694,4,1,377,32,892,94,926,33,556,50,829,45,3.46E-04,6.42E+01,2.61E+04,3.95E+07,1.04E+02,2.19E+01
753,694,4,1,244,32,877,73,915,33,540,50,829,44,3.27E-04,6.44E+01,2.61E+04,4.80E+07,1.06E+02,2.06E+01
704,694,4,1,197,31,886,89,919,33,556,50,829,54,4.51E-04,4.41E+01,3.71E+05,6.14E+07,1.15E+02,1.93E+01
748,955,1,4,336,68,400,72,626,42,530,64,102,44,2.07E-05,5.01E+01,4.06E+04,1.28E+07,6.96E+01,3.03E+01
757,960,1,3,369,67,703,73,609,14,536,84,127,52,2.25E-05,5.61E+01,1.68E+04,8.19E+06,7.20E+01,2.22E+01
730,912,1,3,336,63,522,73,919,16,537,46,102,51,6.48E-05,5.48E+01,6.32E+04,2.54E+07,8.32E+01,3.28E+01
756,913,1,3,181,32,876,63,914,26,528,87,100,42,4.49E-05,5.01E+01,6.32E+04,1.63E+07,8.06E+01,3.30E+01
734,694,4,1,224,66,521,72,829,33,540,50,829,44,4.74E-04,2.81E+01,1.40E+06,3.09E+07,1.01E+02,2.03E+01
702,951,1,4,206,14,467,63,607,43,498,65,102,54,2.04E-05,4.52E+01,6.32E+04,1.05E+07,8.09E+01,3.61E+01
320,872,1,1,273,70,493,72,527,42,758,84,519,49,8.20E-05,5.37E+01,1.53E+05,4.80E+07,2.85E+01,7.29E+00
705,913,1,4,203,66,521,71,607,41,531,65,106,49,4.21E-05,4.32E+01,2.38E+05,2.54E+07,8.82E+01,2.59E+01
722,966,1,4,362,65,504,72,919,14,538,46,101,51,2.17E-05,5.39E+01,2.61E+04,8.19E+06,7.50E+01,3.29E+01
767,707,4,1,337,32,892,92,902,33,556,50,765,55,3.04E-04,4.44E+01,2.38E+05,3.09E+07,1.06E+02,2.16E+01
331,839,1,2,273,17,527,63,585,42,724,85,500,50,1.30E-04,6.17E+01,6.32E+04,6.14E+07,6.36E+01,2.28E+01
714,776,3,1,339,17,506,88,533,42,726,51,519,50,2.16E-04,3.24E+01,5.77E+05,1.98E+07,9.19E+01,2.61E+01
339,694,1,1,262,32,891,66,920,33,556,82,829,46,4.37E-04,1.94E+01,5.27E+06,3.95E+07,6.21E+01,2.31E+01
696,912,1,4,338,62,469,92,669,40,555,84,101,51,6.58E-05,5.27E+01,9.84E+04,3.95E+07,8.72E+01,2.11E+01
762,912,1,1,208,67,559,73,583,35,530,64,102,51,4.38E-05,4.39E+01,1.53E+05,1.98E+07,6.67E+01,1.95E+01
739,694,4,1,383,31,892,94,911,33,538,50,783,41,3.37E-04,6.34E+01,2.61E+04,3.95E+07,1.04E+02,2.24E+01
753,694,4,1,237,32,877,73,925,33,557,50,829,44,3.28E-04,6.44E+01,2.61E+04,4.80E+07,1.05E+02,2.08E+01
753,930,1,1,202,32,877,73,915,33,531,49,829,48,1.49E-05,4.12E+01,9.84E+04,1.05E+07,2.56E+01,4.64E+00
704,676,4,4,244,66,521,70,607,41,647,75,106,44,6.78E-04,2.57E+01,2.17E+06,2.82E+08,-7.09E+00,-4.28E+00
702,951,1,4,206,14,467,63,577,42,503,65,102,54,2.03E-05,4.49E+01,6.32E+04,1.05E+07,8.13E+01,3.50E+01
711,945,1,4,206,68,467,73,607,39,531,64,101,54,2.53E-05,4.70E+01,9.84E+04,1.28E+07,7.91E+01,3.11E+01
320,824,1,2,298,17,506,63,605,42,726,85,505,50,1.68E-04,6.08E+01,9.84E+04,9.56E+07,6.61E+01,2.13E+01
730,960,1,4,371,68,522,71,919,14,538,46,102,51,2.41E-05,5.41E+01,2.61E+04,1.05E+07,7.59E+01,3.63E+01
705,913,1,4,202,67,398,71,625,42,544,64,106,43,4.79E-05,4.98E+01,1.53E+05,3.09E+07,8.41E+01,2.40E+01
748,970,1,4,336,66,522,71,607,40,530,65,102,49,1.43E-05,4.76E+01,4.06E+04,6.73E+06,7.16E+01,2.64E+01
753,694,1,1,247,32,492,63,522,31,540,50,514,49,3.59E-04,3.39E+01,2.17E+06,1.16E+08,7.84E+01,1.65E+01
320,839,4,2,269,17,890,74,919,43,726,85,833,44,8.54E-05,2.74E+01,3.71E+05,6.73E+06,8.53E+01,3.43E+01
753,694,4,1,244,34,877,72,915,29,559,50,829,44,3.33E-04,6.05E+01,4.06E+04,4.80E+07,1.06E+02,2.03E+01
730,912,1,3,336,63,522,75,919,21,537,47,102,54,5.90E-05,5.31E+01,6.32E+04,2.54E+07,8.29E+01,3.35E+01
702,949,1,5,206,64,815,63,607,43,495,65,101,52,1.69E-05,4.14E+01,6.32E+04,6.73E+06,8.27E+01,3.49E+01
770,914,1,3,335,12,480,74,609,14,535,89,127,52,7.53E-05,5.85E+01,2.61E+04,2.54E+07,8.40E+01,2.77E+01
332,914,1,2,200,11,520,63,585,47,724,85,500,47,3.11E-05,6.07E+01,2.61E+04,1.98E+07,4.27E+01,1.06E+01
700,849,1,4,278,68,527,72,607,40,531,65,141,51,1.33E-04,3.76E+01,8.98E+05,1.16E+08,3.44E+01,1.21E+01
334,955,1,1,336,67,400,58,603,42,530,64,112,44,1.89E-05,4.88E+01,6.32E+04,1.28E+07,6.34E+01,1.68E+01
744,837,1,5,273,17,527,71,625,42,724,85,527,49,1.24E-04,6.39E+01,6.32E+04,1.16E+08,3.84E+01,1.12E+01
770,914,1,3,335,12,749,74,595,18,550,89,127,52,5.35E-05,5.44E+01,4.06E+04,1.63E+07,8.42E+01,2.94E+01
713,694,4,1,237,37,495,73,929,29,557,50,829,42,4.52E-04,2.36E+01,1.40E+06,1.98E+07,1.10E+02,2.13E+01
762,851,1,1,273,17,506,63,527,44,630,92,122,50,1.09E-04,3.30E+01,8.98E+05,3.09E+07,7.45E+01,2.81E+01
319,981,1,4,194,69,519,77,643,13,720,82,508,50,7.77E-06,1.55E+01,2.38E+05,1.15E+06,2.94E+01,6.08E+00
784,920,1,1,336,68,400,55,603,44,530,93,158,44,3.72E-05,5.48E+01,4.06E+04,1.98E+07,5.33E+01,1.33E+01
311,913,1,4,194,66,519,74,643,13,624,64,109,51,7.61E-05,5.23E+01,9.84E+04,3.95E+07,9.71E+01,2.13E+01
753,694,3,1,244,32,877,74,915,33,540,50,829,44,3.29E-04,6.43E+01,4.06E+04,6.14E+07,9.97E+01,2.05E+01
753,694,4,1,237,32,877,73,925,33,557,50,829,44,3.28E-04,6.44E+01,2.61E+04,4.80E+07,1.05E+02,2.08E+01
756,654,4,1,246,32,876,62,923,25,528,91,838,42,3.87E-04,2.77E+01,8.98E+05,1.63E+07,1.15E+02,1.68E+01
779,925,1,2,178,33,877,73,914,33,518,50,109,47,2.65E-05,4.23E+01,9.84E+04,1.05E+07,7.23E+01,3.30E+01
753,694,4,1,245,32,811,73,915,33,550,50,134,45,3.65E-04,2.47E+01,8.98E+05,1.28E+07,1.27E+02,1.55E+01
795,913,1,4,319,63,871,73,609,14,540,84,800,52,2.27E-05,2.15E+01,3.71E+05,3.38E+06,4.79E+01,1.31E+01
310,839,1,2,273,12,527,63,585,42,724,87,500,50,1.31E-04,6.10E+01,6.32E+04,6.14E+07,6.59E+01,2.35E+01
702,951,1,4,206,12,467,63,577,42,503,65,102,54,2.03E-05,4.48E+01,6.32E+04,1.05E+07,8.15E+01,3.51E+01
331,954,1,2,273,19,526,57,586,42,527,63,519,50,1.19E-05,5.93E+01,1.08E+04,8.19E+06,4.18E+01,8.44E+00
334,839,1,1,336,64,400,63,606,42,726,85,104,44,1.83E-04,4.17E+01,8.98E+05,7.48E+07,7.13E+01,2.52E+01
729,913,1,4,328,63,829,73,606,14,501,84,128,52,5.89E-05,5.73E+01,2.61E+04,1.98E+07,8.93E+01,2.52E+01
